N	2gram	Bakhtin_Fr_8	Mirosoze
1	может быть	3	30
2	не только	8	29
3	и в	56	28
4	не может	2	28
5	но и	9	25
6	а не	2	25
7	он не	5	24
8	в этом	14	20
9	не было	5	18
10	у него	7	17
11	не в	3	16
12	потому что	6	16
13	в ней	4	15
14	в своей	2	15
15	человека и	2	14
16	он был	12	14
17	никогда не	5	14
18	до конца	11	14
19	в нем	8	13
20	и он	1	12
21	и это	1	12
22	в самом	9	11
23	для него	2	11
24	и не	9	11
25	в своем	3	10
26	в творчестве	5	10
27	было бы	2	10
28	что в	5	10
29	в мире	2	10
30	прежде всего	6	10
31	что он	2	10
32	был бы	3	10
33	и потому	4	10
34	и все	6	10
35	те которые	1	9
36	с тем	2	9
37	но он	3	9
38	и его	12	9
39	в его	18	9
40	из самых	1	8
41	в глубине	1	8
42	в котором	2	8
43	но не	5	8
44	не был	4	7
45	но в	6	7
46	в себе	4	7
47	в самой	1	7
48	к нему	2	7
49	того что	1	7
50	и свобода	1	7
51	он весь	1	7
52	нет ничего	1	7
53	и на	7	6
54	в которой	4	6
55	лишь в	1	6
56	в этой	6	6
57	все в	1	6
58	только в	9	6
59	вместе с	2	6
60	все это	8	6
61	в том	13	6
62	в глубину	1	5
63	это не	2	5
64	как и	5	5
65	не могут	1	5
66	то что	3	5
67	мира и	2	5
68	смысле слова	1	4
69	был еще	1	4
70	xix века	1	4
71	за пределы	4	4
72	не к	1	4
73	не как	2	4
74	он знал	2	4
75	должен был	1	4
76	в них	11	4
77	в этих	11	4
78	точки зрения	6	4
79	в их	3	4
80	в которых	2	4
81	к концу	2	4
82	свободу и	1	4
83	мог бы	1	4
84	что и	3	4
85	тему о	1	4
86	в середине	1	4
87	один из	5	4
88	уже не	3	4
89	уже в	2	4
90	есть уже	1	4
91	ни с	5	4
92	а в	2	4
93	тем что	1	4
94	и вместе	1	4
95	нет в	1	4
96	был в	2	4
97	и там	1	4
98	с этой	2	4
99	которых он	2	4
100	от него	1	4
101	не знает	1	4
102	и мира	1	3
103	с его	5	3
104	когда он	2	3
105	бы и	2	3
106	и еще	2	3
107	на том	1	3
108	этот процесс	1	3
109	и вот	1	3
110	и с	8	3
111	то есть	24	3
112	его в	2	3
113	его личности	1	3
114	только одно	1	3
115	не мог	3	3
116	том что	8	3
117	но если	1	3
118	не имеет	1	3
119	к тому	1	3
120	в ее	6	3
121	особенно в	1	3
122	с собой	2	3
123	только и	1	3
124	все его	3	3
125	это очень	2	3
126	себя в	1	3
127	конечно не	4	3
128	одно из	1	3
129	и их	8	3
130	так как	4	3
131	человека а	1	3
132	о себе	2	3
133	для нас	1	3
134	интерес к	2	3
135	в свете	4	3
136	есть и	5	3
137	одним из	5	2
138	также и	2	2
139	чтобы не	1	2
140	в этот	1	2
141	века в	1	2
142	а как	1	2
143	вопрос о	1	2
144	время как	1	2
145	в виду	1	2
146	нем все	1	2
147	литературы и	1	2
148	или от	1	2
149	по отношению	1	2
150	себе и	2	2
151	в центре	2	2
152	как в	1	2
153	все же	2	2
154	на человека	1	2
155	и как	2	2
156	и к	4	2
157	за собой	1	2
158	и у	1	2
