N	2gram	Tiupa_Anal_3	Myshleni
1	и в	18	28
2	в том	9	28
3	то что	2	28
4	в этом	14	27
5	того что	1	24
6	потому что	1	22
7	том что	12	19
8	не может	2	19
9	таким образом	4	18
10	что он	4	18
11	только в	2	18
12	в силу	1	17
13	что в	9	17
14	не только	22	16
15	точки зрения	3	13
16	может быть	9	13
17	с помощью	1	13
18	сказать что	2	13
19	мы могли	1	12
20	и не	12	11
21	что мы	2	11
22	как бы	10	11
23	но не	7	10
24	по отношению	7	10
25	с точки	2	10
26	того чтобы	1	10
27	к тому	6	10
28	как мы	1	10
29	но и	13	10
30	отношению к	7	10
31	могли бы	2	9
32	было бы	3	9
33	мы можем	2	9
34	между собой	1	9
35	в самом	5	8
36	тем самым	4	8
37	никогда не	5	8
38	тем что	2	8
39	для того	1	8
40	еще не	6	8
41	как известно	1	7
42	того же	5	7
43	то же	3	7
44	в сущности	5	7
45	отношение к	1	7
46	в своем	4	7
47	он не	6	7
48	в нем	2	7
49	заключается в	1	7
50	если бы	1	7
51	там где	2	7
52	вместе с	2	7
53	как показывает	2	7
54	между ними	1	7
55	мы не	3	6
56	и как	4	6
57	и к	4	6
58	как и	14	6
59	для него	6	6
60	когда мы	2	6
61	приводит к	4	6
62	так и	14	6
63	можно сказать	4	6
64	его в	3	6
65	так что	1	6
66	как раз	7	6
67	в то	3	6
68	в зависимости	1	5
69	вопрос о	1	5
70	зависимости от	1	5
71	и на	4	5
72	но в	2	5
73	то в	2	5
74	в этой	6	5
75	с тем	2	5
76	не могут	1	5
77	могут быть	2	5
78	в пределах	4	5
79	это не	2	5
80	и все	2	5
81	и развитие	1	4
82	например в	2	4
83	в первом	2	4
84	к другому	1	4
85	той же	5	4
86	мы имеем	5	4
87	совпадает с	1	4
88	я не	1	4
89	мы и	1	4
90	во всех	2	4
91	в той	2	4
92	с этим	3	4
93	самом начале	1	4
94	в себе	2	4
95	на то	1	4
96	не умеет	1	4
97	и того	3	4
98	одного и	3	4
99	но если	1	4
100	не в	6	4
101	нас к	1	4
102	сущности говоря	1	4
103	своей природе	1	4
104	что на	1	4
105	оно не	1	4
106	что при	1	4
107	связь между	1	4
108	что и	5	4
109	именно в	3	4
110	в качестве	12	4
111	мы знаем	1	4
112	только по	1	4
113	на этот	1	4
114	в частности	12	4
115	к жизни	3	4
116	они не	1	4
117	отношения к	2	3
118	начинается с	1	3
119	это и	2	3
120	с его	8	3
121	из этих	3	3
122	очевидно что	2	3
123	независимо от	1	3
124	как в	3	3
125	хотя и	2	3
126	от этого	1	3
127	представляет собой	5	3
128	в случае	5	3
129	на его	2	3
130	при этом	11	3
131	раз в	1	3
132	одной и	2	3
133	и по	2	3
134	в каждом	3	3
135	а по	1	3
136	между отдельными	1	3
137	в них	2	3
138	иначе говоря	2	3
139	в их	6	3
140	и той	2	3
141	для данного	1	3
142	по себе	4	3
143	до известной	3	3
144	в основе	1	3
145	только не	3	3
146	по своей	2	3
147	связи с	1	3
148	этом отношении	3	3
149	в себя	2	3
150	те же	2	3
151	мог бы	1	3
152	образом в	1	3
153	и здесь	2	3
154	и т.д	2	3
155	до сих	1	3
156	во втором	4	3
157	в его	7	3
158	и только	1	3
159	в сферу	1	3
160	один из	2	3
161	этот вопрос	1	3
162	и его	13	3
163	есть в	1	3
164	нуждается в	2	3
165	его мысли	1	3
166	на примере	2	3
167	только к	2	3
168	зависит от	1	3
169	а не	9	3
170	совершенно очевидно	2	3
171	но как	3	3
172	на фоне	1	3
173	как это	3	3
174	требует от	1	3
175	сих пор	1	3
176	в целом	3	3
177	бы в	1	3
178	мы должны	1	3
179	в ходе	1	3
180	не знает	1	3
181	первом случае	1	3
182	в своих	1	3
183	как на	1	3
184	самом деле	2	2
185	мы уже	1	2
186	что уже	1	2
187	принадлежит к	4	2
188	к общему	1	2
189	он сам	1	2
190	так если	1	2
191	что они	3	2
192	прежде всего	5	2
193	с осознания	1	2
194	все же	4	2
195	когда он	2	2
196	понятия о	1	2
197	бы сказать	1	2
198	все эти	2	2
199	в соответствующей	1	2
200	оказывается не	1	2
201	мысли и	1	2
202	ключ к	3	2
203	состоит в	4	2
204	с этой	1	2
205	этим самым	1	2
206	не станем	1	2
207	в другом	1	2
208	с другими	1	2
209	этом смысле	1	2
210	во внимание	1	2
211	несмотря на	2	2
212	остается в	1	2
213	что если	1	2
214	в своей	1	2
215	втором случае	1	2
216	но это	1	2
217	не менее	4	2
218	не могло	1	2
219	казалось бы	1	2
220	имеем дело	4	2
221	каждой из	1	2
222	и оказывается	1	2
223	именно потому	1	2
224	у нас	1	2
225	и от	2	2
226	совершается как	1	2
227	не с	2	2
228	что у	1	2
229	к его	1	2
230	в новую	2	2
231	для этого	1	2
232	с ним	1	2
233	внимание на	4	2
234	при котором	1	2
235	в значительной	2	2
236	но с	2	2
237	идет по	1	2
238	с ними	1	2
239	дело с	3	2
240	и является	1	2
241	для всех	2	2
242	каким образом	1	2
243	а и	4	2
244	в новом	2	2
245	в одном	4	2
246	в конце	5	2
247	моментов в	1	2
248	у него	1	2
249	были бы	3	2
250	с другой	7	2
251	к которому	1	2
252	чем он	1	2
253	и между	1	2
254	во второй	7	2
255	и др	1	2
256	в связи	1	2
257	в иной	2	2
258	по своему	2	2
259	в данном	4	2
260	и ведет	1	2
261	этого слова	2	2
262	этом случае	1	2
263	действительность в	1	2
264	все это	3	2
265	известной степени	3	2
266	отношений и	1	2
267	от него	1	2
268	не видит	1	2
269	хотя в	2	2
270	а в	10	2
271	в новый	1	2
272	другой стороны	5	2
273	из этого	1	2
