N	3gram	Tiupa_Anal_2	RusskieA
1	в том что	6	18
2	состоит в том	4	13
3	в этом случае	4	6
4	в данном случае	5	6
5	о том что	6	4
6	в этих случаях	1	3
7	в отличие от	2	3
8	не может быть	1	3
9	о том же	1	3
10	подобно тому как	3	3
11	тем не менее	3	2
12	что иное как	1	2
13	не что иное	1	2
14	с одной стороны	4	2
15	а между тем	1	1
16	на себя внимание	3	1
17	более или менее	1	1
18	в тех случаях	1	1
19	что один из	1	1
20	как это имеет	1	1
21	и не подтверждается	1	1
22	но и в	1	1
23	в первую очередь	1	1
24	между тем как	1	1
25	в этом отношении	3	1
26	можно было бы	2	1
27	одна из них	1	1
28	вся его жизнь	1	1
29	в этой связи	1	1
30	в применении к	1	1
31	что с ними	1	1
32	и в этом	4	1
33	во всех этих	1	1
34	это имеет место	1	1
35	с другой стороны	2	1
36	в свою очередь	1	1
37	ни одна из	1	1
38	не только на	1	1
39	можно сказать что	1	1
40	обращают на себя	1	1
41	на то что	2	1
42	тех случаях когда	1	1
43	до некоторой степени	1	1
44	дело не в	1	1
45	всех этих случаях	1	1
46	как и в	3	1
