N	3gram	Medvedev_F_3	Myslijsy
1	по отношению к	3	8
2	в том что	3	7
3	в этом случае	1	5
4	не может быть	14	5
5	о том что	1	5
6	мере того как	1	4
7	по мере того	1	4
8	то же самое	3	4
9	до сих пор	1	4
10	и т п	5	4
11	с тем что	1	4
12	сам по себе	1	4
13	можно сказать что	1	4
14	на то что	1	4
15	для того чтобы	4	4
16	тем не менее	2	4
17	на самом деле	12	3
18	с точки зрения	14	3
19	вместе с тем	3	3
20	во всяком случае	6	3
21	и т д	6	3
22	лишь тогда когда	2	3
23	то же время	7	3
24	мы не можем	2	3
25	от того что	1	3
26	не только не	2	3
27	в то же	7	3
28	что в слове	1	2
29	подобно тому как	4	2
30	в том же	1	2
31	в таком случае	1	2
32	хотя бы и	1	2
33	до известной степени	2	2
34	сами по себе	2	2
35	в этих случаях	1	2
36	между тем как	1	2
37	вместе с этим	1	2
38	в данном случае	4	2
39	и по отношению	1	2
40	так или иначе	1	2
41	все более и	1	2
42	не в том	1	2
43	это не значит	1	2
44	и в том	1	2
45	один и тот	1	2
46	равно как и	2	2
47	более и более	1	2
48	с тем и	1	2
49	в большинстве случаев	4	2
50	можем сказать что	1	2
51	и тот же	1	2
52	а следовательно и	1	1
53	было бы невозможно	1	1
54	хотя и не	1	1
55	что же касается	1	1
56	поэзии эта связь	1	1
57	и того же	1	1
58	дело в том	2	1
59	да и не	2	1
60	бы ни был	1	1
61	а не в	3	1
62	к одной и	1	1
63	и той же	1	1
64	но так как	1	1
65	одним и тем	2	1
66	еще один вопрос	1	1
67	в настоящее время	1	1
68	в том числе	1	1
69	так сказать от	1	1
70	о том как	2	1
71	со всех сторон	1	1
72	же касается до	1	1
73	и связь между	1	1
74	в виду что	1	1
75	можно говорить о	1	1
76	таким образом как	1	1
77	таким образом все	1	1
78	в этом отношении	3	1
79	в поэтическом произведении	1	1
80	говорить о языке	1	1
81	к тому чтобы	1	1
82	в данное время	1	1
83	и не может	4	1
84	другой стороны в	1	1
85	отношения между ними	1	1
86	и поэтическое произведение	1	1
87	нечто совсем другое	2	1
88	если же он	1	1
89	может быть только	2	1
90	в это время	1	1
91	нет и не	2	1
92	в такой степени	1	1
93	и сами по	1	1
94	и тем же	2	1
95	из виду что	1	1
96	с одной стороны	1	1
97	смысле этого слова	2	1
98	в связи с	4	1
99	если же мы	1	1
100	если бы в	1	1
101	внутренней формы в	1	1
102	но при этом	1	1
103	это не так	1	1
104	может иметь место	1	1
105	в непрерывном изменении	1	1
106	один из моментов	1	1
107	кроме того в	1	1
108	а не как	1	1
109	со стороны его	2	1
110	до настоящего времени	1	1
111	с другой стороны	5	1
112	все то что	1	1
113	о котором мы	1	1
114	в той же	1	1
115	иметь в виду	1	1
116	не была бы	1	1
117	и вместе с	1	1
118	никогда не может	1	1
119	с самого начала	1	1
120	и в самом	1	1
121	как бы ни	2	1
122	она так сказать	1	1
123	не может стать	2	1
124	том числе и	1	1
125	но он может	1	1
126	что это не	1	1
127	одного и того	1	1
128	которые могут быть	1	1
129	в слове есть	1	1
130	и быть не	1	1
131	к тому что	2	1
132	одной и той	1	1
133	только в этом	1	1
134	у нас в	1	1
135	могут быть даны	1	1
136	иначе и быть	1	1
137	дело не в	2	1
138	то же что	2	1
139	там где она	2	1
140	в процессе его	2	1
141	как и в	1	1
142	что это значит	1	1
143	в этом заключается	1	1
144	мы видели что	2	1
