N	3gram	Tiupa_Anal_1	Narrotol
1	в данном случае	2	8
2	не только в	1	6
3	во времени и	3	6
4	времени и пространстве	4	6
5	в том что	9	5
6	к тому же	4	5
7	в соответствии с	1	4
8	то же время	6	4
9	и тем самым	1	4
10	той или иной	6	4
11	в то же	8	4
12	не может быть	16	4
13	на себя внимание	1	3
14	по отношению к	5	3
15	подобно тому как	3	3
16	в этом отношении	2	3
17	обращает на себя	1	3
18	для того чтобы	3	3
19	в первом случае	2	3
20	начало и конец	1	3
21	о том что	3	2
22	состоит в том	3	2
23	мы имеем дело	4	2
24	в самом деле	2	2
25	в равной степени	2	2
26	то же самое	2	2
27	так и не	1	2
28	не было и	1	2
29	до сих пор	1	2
30	сами по себе	2	2
31	в отличие от	6	2
32	но и в	2	2
33	присутствия в мире	1	2
34	как если бы	1	2
35	в зависимости от	1	2
36	одно и то	1	2
37	не сводится к	2	2
38	и то же	1	2
39	имеем дело с	3	2
40	в связи с	1	2
41	событие самого рассказывания	1	2
42	и все же	2	2
43	во всяком случае	1	2
44	в свою очередь	1	2
45	в известном смысле	1	2
46	как известно по	1	1
47	о себе знать	1	1
48	его событийной полноте	1	1
49	и того же	2	1
50	что иное как	5	1
51	в е годы	1	1
52	или особенно в	1	1
53	нами два события	1	1
54	произведение в его	1	1
55	какой бы то	2	1
56	портрет пейзаж интерьер	1	1
57	по этой причине	1	1
58	более или менее	1	1
59	рассказывания в этом	1	1
60	последнем мы и	1	1
61	большей или меньшей	4	1
62	в этом последнем	1	1
63	не говоря о	1	1
64	в том числе	3	1
65	дело не только	1	1
66	точки зрения в	1	1
67	один и тот	1	1
68	этом последнем мы	1	1
69	художественного целого не	1	1
70	с другой стороны	2	1
71	с точки зрения	4	1
72	в разные времена	1	1
73	событие о котором	1	1
74	и не может	4	1
75	и событие самого	1	1
76	том случае если	1	1
77	принимает на себя	1	1
78	сам по себе	1	1
79	мы и сами	1	1
80	в той же	1	1
81	бы то ни	3	1
82	как мы увидим	1	1
83	случае мы имеем	1	1
84	с той или	1	1
85	том что именно	1	1
86	как единого художественного	1	1
87	из того что	3	1
88	произведении и событие	1	1
89	в сущности говоря	1	1
90	было не до	1	1
91	но и самого	1	1
92	в его событийной	1	1
93	два события событие	1	1
94	в искусстве слова	1	1
95	она может быть	1	1
96	по крайней мере	1	1
97	именно в этом	2	1
98	в том случае	1	1
99	как и на	1	1
100	исходя из того	2	1
101	концентрирует внимание на	1	1
102	в этой связи	1	1
103	при условии что	1	1
104	представляет собой ни	1	1
105	той же мере	1	1
106	как и в	1	1
107	однако в силу	1	1
108	дело не с	1	1
109	то ни было	3	1
110	в самом тексте	1	1
111	с одной стороны	3	1
112	принимают участие в	1	1
113	может быть использовано	1	1
114	и тот же	1	1
115	же время они	1	1
116	однако все они	1	1
117	говорить не приходится	1	1
118	о котором рассказано	1	1
119	оно и не	1	1
120	друг с другом	1	1
121	а с другой	1	1
122	и как бы	1	1
123	в специальном значении	1	1
124	в отечественной традиции	1	1
125	в нашем случае	3	1
126	в большей или	1	1
127	состоит в сегментировании	1	1
128	сами участвуем как	1	1
129	последнего завершающего слова	1	1
130	не он сам	1	1
131	иной знаковой системы	1	1
132	участвуем как слушатели-читатели	1	1
133	места времени и	1	1
134	в той или	3	1
135	и та же	1	1
136	лишь в том	3	1
137	одна и та	1	1
138	котором рассказано в	1	1
139	перед нами два	1	1
140	а не в	3	1
141	в произведении и	1	1
142	времени и действия	1	1
143	было и не	1	1
144	самом деле в	1	1
145	место лишь в	1	1
146	переносом в пространстве	1	1
147	и до сего	1	1
148	единого художественного высказывания	1	1
149	рассказано в произведении	1	1
150	не сами по	1	1
151	с легкой руки	2	1
152	я в мире	1	1
153	разрывом во времени	1	1
154	и как будто	1	1
155	то что мы	1	1
156	говорящего и слушающих	1	1
157	еще в году	1	1
158	рассказ в рассказе	1	1
159	до сего времени	1	1
160	и в самом	1	1
161	в конечном счете	4	1
162	однако и до	1	1
163	собственно говоря и	3	1
164	не все что	1	1
165	том числе и	1	1
166	и сами участвуем	1	1
167	иного национального языка	1	1
168	но и не	4	1
169	одного и того	2	1
170	представляет собой последовательность	1	1
171	во втором случае	1	1
172	к тому что	1	1
173	собой ни что	1	1
174	события событие о	1	1
175	может быть использован	1	1
176	не о том	2	1
177	а в то	2	1
178	самого рассказывания в	1	1
179	в принципе не	3	1
180	может претендовать на	1	1
181	ни что иное	1	1
182	вновь как и	1	1
183	в отрыве от	2	1
184	текста но и	1	1
