N	2gram	Voloshinov_1	FransuaR
1	и в	3	29
2	и не	1	16
3	и все	1	13
4	и на	1	11
5	то же	1	10
6	в то	1	10
7	не только	1	10
8	но и	1	9
9	же время	1	8
10	в его	1	8
11	точки зрения	1	4
12	один из	2	4
13	конечно и	1	3
14	мы видим	1	3
15	в ней	1	3
16	в особенности	1	2
17	бы на	1	2
18	не может	4	2
19	связи с	1	2
20	может быть	1	2
21	к тому	1	2
22	с точки	1	2
23	если в	2	2
24	во второй	1	2
25	это направление	1	2
26	становится особенно	1	1
27	и откликов	1	1
28	для него	1	1
29	нет и	1	1
30	именно с	1	1
31	всех участников	1	1
32	откликов на	1	1
33	в системе	1	1
34	второй части	1	1
35	при анализе	1	1
36	если бы	1	1
37	влияния на	1	1
38	на месте	1	1
39	он в	1	1
40	книги о	1	1
41	вполне понятно	1	1
42	превращается у	1	1
43	и должно	1	1
44	истории но	1	1
45	на нее	1	1
