N	2gram	Savitsky_E_1	KulturaY
1	т е	9	38
2	и т	1	33
3	в том	11	30
4	и в	37	24
5	потому что	3	23
6	том что	6	21
7	что в	21	17
8	того чтобы	6	17
9	для того	6	16
10	было бы	8	15
11	в этом	12	14
12	т д	1	14
13	точки зрения	23	14
14	может быть	6	13
15	все же	1	12
16	таким образом	2	12
17	и не	14	12
18	в его	2	12
19	не в	5	11
20	только в	9	11
21	хотя бы	15	10
22	в самом	4	10
23	не только	18	10
24	в силу	2	10
25	у нас	1	10
26	вовсе не	6	10
27	с точки	17	9
28	так как	7	9
29	если бы	2	9
30	о том	3	9
31	того что	7	9
32	прежде всего	9	9
33	то что	6	9
34	по отношению	1	8
35	уже не	1	8
36	то же	15	8
37	тем что	3	8
38	а не	2	8
39	не может	9	7
40	в них	3	7
41	не менее	1	7
42	связи с	1	7
43	в области	11	7
44	так и	10	7
45	бы в	2	7
46	в качестве	14	7
47	с другой	7	7
48	как бы	6	7
49	вместе с	2	7
50	на себе	1	6
51	в ней	4	6
52	однако не	1	6
53	все эти	1	6
54	при этом	1	6
55	в которых	3	6
56	тогда когда	2	6
57	можно было	3	6
58	в какой	2	6
59	но и	14	6
60	именно в	4	6
61	что же	2	6
62	другой стороны	2	6
63	например в	1	5
64	но не	5	5
65	что это	2	5
66	и с	2	5
67	рядом с	1	5
68	с тем	3	5
69	и его	1	5
70	к тому	8	5
71	с ним	1	5
72	и что	2	5
73	между тем	8	5
74	всяком случае	3	5
75	что не	1	5
76	в той	5	5
77	в результате	3	5
78	целый ряд	2	5
79	этом отношении	3	5
80	а в	2	5
81	во всяком	3	5
82	того же	3	4
83	что эти	2	4
84	и на	6	4
85	с его	1	4
86	в рамках	1	4
87	как в	3	4
88	на то	6	4
89	в нем	1	4
90	же касается	1	4
91	того или	4	4
92	в данном	3	4
93	тем самым	5	4
94	на язык	2	4
95	иными словами	4	4
96	в русском	1	4
97	следует что	1	4
98	в пределах	25	4
99	не на	4	4
100	в самой	1	4
101	внимание на	1	4
102	что и	3	4
103	с ними	1	4
104	есть в	2	4
105	не есть	2	4
106	из них	3	4
107	со стороны	5	4
108	там где	3	4
109	в частности	5	4
110	и потому	5	4
111	с этим	2	4
112	в тех	1	4
113	слова и	1	4
114	один из	1	4
115	указать на	1	4
116	же в	2	4
117	в этих	2	4
118	так же	9	4
119	и то	2	3
120	в котором	2	3
121	той же	1	3
122	на себя	3	3
123	на практике	1	3
124	то это	1	3
125	то мы	1	3
126	только тогда	1	3
127	в общем	3	3
128	очевидно что	3	3
129	в истории	2	3
130	в связи	1	3
131	в своем	14	3
132	хотя и	2	3
133	когда он	3	3
134	его к	1	3
135	более или	1	3
136	в этой	2	3
137	с их	1	3
138	в себе	9	3
139	и если	2	3
140	на его	1	3
141	должна быть	2	3
142	состоит в	1	3
143	соответствии с	1	3
144	несмотря на	4	3
145	должно быть	1	3
146	или менее	1	3
147	в их	11	3
148	представление о	2	3
149	даже в	4	3
150	тому что	1	3
151	казалось бы	1	3
152	только и	1	3
153	ли не	1	3
154	что оно	1	3
155	оно не	1	3
156	свою очередь	2	3
157	сводится к	1	3
158	для этого	1	3
159	в известных	2	3
160	можно сказать	4	3
161	этом смысле	3	3
162	мы увидим	1	3
163	уже в	1	3
164	себе в	3	3
165	в одном	2	3
166	связано с	3	3
167	уже и	3	3
168	на долю	3	3
169	не было	1	3
170	и даже	6	3
171	или иной	4	3
172	к которому	1	3
173	в свою	3	3
174	в соответствии	1	3
175	если не	1	3
176	как это	4	3
177	а если	1	3
178	смысле этого	1	3
179	этого слова	1	3
180	потребность в	3	3
181	или иного	4	3
182	как на	3	3
183	но еще	2	3
184	в таком	3	3
185	гораздо более	1	3
186	речь идет	1	2
187	также и	7	2
188	на месте	2	2
189	по преимуществу	2	2
190	что если	2	2
191	бы и	3	2
192	как то	1	2
193	которое в	2	2
194	что его	1	2
195	значение и	1	2
196	если в	2	2
197	тогда как	1	2
198	которое при	1	2
199	относится к	1	2
200	идет о	3	2
201	тех случаях	1	2
202	могли бы	1	2
203	и как	2	2
204	увидим что	1	2
205	но в	14	2
206	от этого	5	2
207	чуть ли	1	2
208	большей части	2	2
209	во многих	4	2
210	реальное значение	1	2
211	он не	2	2
212	как с	1	2
213	но все	1	2
214	рано или	2	2
215	как они	1	2
216	в состоянии	1	2
217	лишь в	1	2
218	заключается в	2	2
219	и мы	3	2
220	связанная с	1	2
221	и тем	3	2
222	для них	2	2
223	как и	7	2
224	и было	1	2
225	иначе говоря	2	2
226	как таковой	1	2
227	одного и	1	2
228	и еще	2	2
229	но если	5	2
230	в своей	8	2
231	от себя	1	2
232	вопрос о	4	2
233	и более	2	2
234	том же	1	2
235	по себе	4	2
236	можно ли	3	2
237	что с	1	2
238	в то	16	2
239	не имеет	4	2
240	чтобы в	1	2
241	никогда не	3	2
242	же время	14	2
243	е не	1	2
244	быть в	1	2
245	доказать что	1	2
246	ли это	3	2
247	не является	3	2
248	не могут	2	2
249	когда мы	1	2
250	во все	3	2
251	но также	2	2
252	к жизни	1	2
253	если мы	1	2
254	что все	2	2
255	и сами	1	2
256	когда в	1	2
257	о котором	1	2
258	одно из	1	2
259	в разных	1	2
260	ними и	2	2
261	при том	1	2
262	на примере	1	2
263	любви к	1	2
264	во втором	2	2
265	должны быть	1	2
266	а именно	2	2
267	раз на	1	2
268	но с	2	2
269	тот же	1	2
270	и того	2	2
271	в стороне	3	2
272	в сторону	2	2
273	конечно не	1	2
274	ряде случаев	1	2
275	в большинстве	2	2
276	то и	1	2
277	был бы	1	2
278	или поздно	2	2
279	или иначе	1	2
280	в каком	4	2
281	на этот	2	2
282	которые можно	1	2
283	по своим	3	2
284	в ряде	1	2
285	по большей	1	2
286	только к	2	2
287	а на	1	2
288	так называемой	1	2
289	именно поэтому	1	2
290	это есть	1	2
291	говорили бы	1	2
292	с этой	6	2
293	между прочим	7	2
294	в смысле	9	2
295	в более	1	2
296	и для	3	2
297	этих случаях	1	2
298	случаях когда	2	2
299	живет и	1	2
300	или в	2	2
301	в силах	1	2
302	для нас	4	2
303	и все	2	2
304	тем более	4	2
305	пришлось бы	1	2
306	бы на	1	2
307	между ними	2	2
308	не говоря	2	2
309	понимать как	1	2
310	в последнем	1	2
311	в свое	1	2
312	ее в	3	2
313	этой точки	5	2
314	в имя	1	1
315	в сфере	3	1
316	же как	5	1
317	связана с	1	1
318	и сейчас	2	1
319	для себя	1	1
320	тех же	1	1
321	других областей	1	1
322	даже при	2	1
323	или к	1	1
324	но тем	1	1
325	ту же	1	1
326	исходит из	1	1
327	противном случае	1	1
328	ведь и	2	1
329	от которых	1	1
330	и этот	2	1
331	поэзии и	1	1
332	есть не	2	1
333	с более	3	1
334	многих случаях	1	1
335	большую роль	1	1
336	ответить на	1	1
337	именно к	2	1
338	в основных	1	1
339	есть нечто	1	1
340	говорить о	1	1
341	в деле	3	1
342	и другая	2	1
343	вместо того	1	1
344	из того	2	1
345	но даже	4	1
346	в некотором	4	1
347	и со	3	1
348	культурной традиции	2	1
349	в сочетании	1	1
350	столь же	5	1
351	время в	3	1
352	истории в	1	1
353	что люди	1	1
354	истории культуры	1	1
355	тем как	1	1
356	глаза на	1	1
357	совершенно прав	2	1
358	силу этого	1	1
359	к ним	3	1
360	с совершенно	1	1
361	современной россии	1	1
362	а через	1	1
363	отличие от	1	1
364	друг от	2	1
365	она есть	1	1
366	которые не	1	1
367	в одной	1	1
368	поскольку они	2	1
369	не нужно	2	1
370	от господствующей	1	1
371	что нет	1	1
372	помнить что	2	1
373	в противном	1	1
374	и где	1	1
375	к тем	1	1
376	всякого иного	1	1
377	мы получаем	1	1
378	своим природным	1	1
379	таковы например	1	1
380	все так	1	1
381	в нашем	1	1
382	думать что	8	1
383	в известном	3	1
384	в общий	1	1
385	и те	1	1
386	но на	3	1
387	в случае	2	1
388	все другие	2	1
389	в переводе	1	1
390	но именно	2	1
391	даже с	1	1
392	относиться только	1	1
393	к какой-либо	1	1
394	всех этих	1	1
395	не значит	1	1
396	вообще не	3	1
397	дело там	1	1
398	любой из	1	1
399	и по	5	1
400	на этом	1	1
401	или иных	1	1
402	слова т	1	1
403	от нее	1	1
404	тому чтобы	2	1
405	то ни	4	1
406	то чтобы	1	1
407	в совершенно	1	1
408	том случае	1	1
409	об этом	1	1
410	среды и	1	1
411	на ту	1	1
412	в данной	3	1
413	том смысле	1	1
414	нас значение	1	1
415	своей особой	1	1
416	и иных	1	1
417	сейчас в	1	1
418	лишь на	1	1
419	истории и	1	1
420	толковать как	1	1
421	в жизни	1	1
422	даже что	2	1
423	бы совершенно	2	1
424	о характере	1	1
425	она и	1	1
426	силы в	2	1
427	к которым	5	1
