N	2gram	Voloshinov_1	RusskieA
1	и в	15	36
2	не только	5	22
3	что в	6	19
4	том что	5	19
5	в том	4	17
6	но и	4	16
7	так как	9	15
8	во время	5	14
9	и другие	2	13
10	в этом	13	12
11	как и	6	10
12	в этот	4	10
13	вместе с	4	10
14	потому что	4	10
15	и т	1	10
16	это не	2	10
17	как мы	10	10
18	и на	3	10
19	т д	1	9
20	об этом	4	9
21	а в	6	9
22	как это	1	8
23	может быть	13	8
24	у русских	1	8
25	у нас	3	8
26	один из	4	8
27	мы увидим	4	8
28	о том	1	8
29	из них	1	8
30	и по	5	8
31	что они	1	7
32	так и	10	7
33	между тем	2	7
34	что и	2	7
35	при этом	7	6
36	таким образом	21	6
37	мы не	4	6
38	то что	10	6
39	и не	16	6
40	будто бы	2	6
41	полагает что	1	6
42	уже не	5	6
43	все это	5	6
44	все же	5	5
45	иногда и	1	5
46	там же	1	5
47	этом случае	1	5
48	как в	3	5
49	в течение	2	5
50	во многих	1	5
51	с ними	4	5
52	одно из	3	5
53	и у	6	5
54	как будто	1	5
55	как бы	11	5
56	что по	1	4
57	еще не	7	4
58	входит в	1	4
59	связи с	1	4
60	а иногда	1	4
61	в некоторых	1	4
62	во всех	8	4
63	того что	2	4
64	в первый	4	4
65	что этот	1	4
66	из этих	4	4
67	что на	1	4
68	г в	1	4
69	его с	1	4
70	а с	1	4
71	тем что	1	4
72	только в	6	4
73	и др	8	4
74	одна из	3	4
75	животных и	1	4
76	тому что	3	4
77	к тому	4	4
78	и что	3	4
79	не совсем	2	4
80	с собой	1	4
81	по существу	1	4
82	к этому	7	4
83	мы имеем	1	4
84	в г	3	4
85	не может	13	4
86	еще в	1	4
87	но это	2	4
88	приводит к	2	3
89	вывод что	1	3
90	в поле	1	3
91	в разных	1	3
92	так же	1	3
93	и другой	1	3
94	для них	3	3
95	думать что	2	3
96	не менее	3	3
97	точки зрения	13	3
98	настоящее время	1	3
99	что это	3	3
100	связанные с	2	3
101	то есть	1	3
102	в одном	3	3
103	не можем	3	3
104	но все	2	3
105	по этому	1	3
106	то же	7	3
107	в этих	2	3
108	и к	7	3
109	не будем	2	3
110	в качестве	2	3
111	можно сделать	1	3
112	только на	2	3
113	ничего не	2	3
114	тем не	2	3
115	далеко не	4	3
116	слова в	1	3
117	в настоящее	1	3
118	на этом	5	3
119	их в	2	3
120	с точки	10	3
121	их и	1	3
122	а также	1	3
123	на этот	1	3
124	в основном	2	3
125	в области	3	3
126	которые не	1	3
127	таким же	1	3
128	чаще всего	1	3
129	так называемой	1	3
130	но эти	2	3
131	также в	1	3
132	в своем	2	3
133	в свою	2	3
134	все эти	9	2
135	борьбы с	4	2
136	главным образом	4	2
137	сходство с	1	2
138	и здесь	1	2
139	еще до	1	2
140	и с	7	2
141	так обстояло	1	2
142	обстояло дело	1	2
143	в первые	1	2
144	обычно не	1	2
145	или в	1	2
146	в целом	2	2
147	в один	1	2
148	и для	2	2
149	на другие	2	2
150	как по	2	2
151	большинстве случаев	5	2
152	не было	4	2
153	после того	1	2
154	относящиеся к	1	2
155	западной европе	1	2
156	на тех	1	2
157	в жизни	5	2
158	всех этих	5	2
159	с ним	12	2
160	в какой	1	2
161	в нем	4	2
162	характер этого	1	2
163	его и	2	2
164	та же	1	2
165	у него	3	2
166	в последний	1	2
167	в нашем	3	2
168	такое же	1	2
169	его к	1	2
170	независимо от	1	2
171	к нам	1	2
172	когда он	1	2
173	но не	5	2
174	этому вопросу	1	2
175	между собой	4	2
176	судить о	1	2
177	например в	1	2
178	но в	9	2
179	какой степени	2	2
180	с этим	6	2
181	на самом	2	2
182	к ней	2	2
183	хотя и	1	2
184	в его	9	2
185	на все	2	2
186	как они	1	2
187	в дальнейшем	2	2
188	нас к	1	2
189	интерес к	1	2
190	именно с	1	2
191	в прошлом	1	2
192	не на	1	2
193	в изучении	1	2
194	мы должны	7	2
195	как он	1	2
196	свою очередь	1	2
197	воспоминания о	2	2
198	природы и	1	2
199	и другими	1	2
200	в круг	1	2
201	следующее в	1	2
202	находится в	3	2
203	до конца	5	2
204	и поэтому	1	2
205	и потому	8	2
206	ничего общего	2	2
207	и начало	1	2
208	в особенности	1	2
209	предположить что	1	2
210	для этого	4	2
211	в большинстве	4	2
212	могут быть	6	2
213	и до	3	2
214	составные части	1	2
215	в западной	1	2
216	мы видим	1	2
217	себя и	3	2
218	мы можем	12	2
219	она не	2	2
220	в различных	2	2
221	в своих	4	2
222	быть и	2	2
223	ко дню	1	2
224	в более	3	2
225	на этой	2	2
226	так называемый	4	2
227	чем в	1	2
228	а не	2	2
229	в ней	5	2
230	и пр	9	2
231	что она	2	2
232	на себя	2	2
233	ни одно	1	2
234	означает что	1	2
235	отнюдь не	2	2
236	этот вопрос	1	2
237	и как	1	2
238	он был	3	2
239	такие же	1	1
240	что между	1	1
241	не допускать	1	1
242	ряде других	1	1
