N	3gram	Berdyaev_M_2	FransuaR
1	до сих пор	3	4
2	мы еще вернемся	2	4
3	на самом деле	1	3
4	как и все	1	3
5	для того чтобы	4	3
6	по отношению к	2	2
7	в своей книге	1	2
8	но и в	1	2
9	в этом отношении	1	2
10	в значительной степени	1	2
11	одной и той	2	2
12	и не было	1	2
13	по сравнению с	1	2
14	к этой теме	1	2
15	и той же	2	2
16	не может быть	8	2
17	его отношение к	4	2
18	о том что	2	2
19	той или иной	1	2
20	еще вернемся в	1	2
21	как и в	2	2
22	смысле этого слова	1	1
23	что иное как	3	1
24	одном из самых	1	1
25	том что в	1	1
26	менее всего может	1	1
27	две стороны одной	1	1
28	подобно тому как	2	1
29	также и в	2	1
30	обычном смысле слова	1	1
31	в нем и	1	1
32	с точки зрения	1	1
33	и его жизнь	1	1
34	но для этого	2	1
35	он остается в	1	1
36	есть и в	1	1
37	может быть и	2	1
38	еще вернемся к	1	1
39	бы и не	1	1
40	не что иное	3	1
41	в высшей степени	3	1
42	в xix веке	1	1
43	и в этом	3	1
44	во втором случае	1	1
45	все что было	2	1
46	и в этой	1	1
47	говорят о том	1	1
48	по ту сторону	1	1
49	стороны одной и	1	1
50	сих пор не	1	1
51	есть не что	3	1
52	тому как в	1	1
53	в духе и	1	1
54	между тем как	1	1
55	ни к какому	1	1
56	был по преимуществу	1	1
57	это и есть	3	1
58	в котором в	1	1
59	в обычном смысле	1	1
60	всего может быть	1	1
61	но также и	1	1
62	в том что	2	1
63	в них есть	1	1
64	что и в	4	1
65	все это лишь	1	1
66	у него было	1	1
