N	3gram	Losev_Dial_2	Tvorches
1	в то же	3	13
2	то же время	4	12
3	в том что	6	6
4	о том что	4	5
5	у достоевского в	1	3
6	с самого начала	2	3
7	том что в	1	2
8	на самом деле	1	2
9	и та же	4	2
10	и т п	2	2
11	к достижению цели	1	2
12	точно так же	1	2
13	по крайней мере	9	2
14	в данном случае	2	2
15	не только в	2	2
16	в каждом человеке	1	2
17	можно сказать что	3	2
18	и в то	1	2
19	тем не менее	2	2
20	что иное как	3	1
21	не может не	3	1
22	но только не	1	1
23	мы никогда не	1	1
24	равно как и	1	1
25	то же самое	2	1
26	пространства и времени	4	1
27	в этом пункте	1	1
28	до сих пор	2	1
29	говорить о том	1	1
30	сами по себе	3	1
31	как и пространство	1	1
32	что в одном	1	1
33	на самом же	1	1
34	только то что	4	1
35	не могут быть	2	1
36	бы то ни	1	1
37	за то что	1	1
38	это вовсе не	2	1
39	то и другое	1	1
40	вместе с тем	1	1
41	не то что	1	1
42	все более и	1	1
43	ту или иную	1	1
44	одного из них	1	1
45	с одной стороны	1	1
46	в конце концов	1	1
47	со всеми его	1	1
48	но при этом	1	1
49	и как бы	1	1
50	в связи с	4	1
51	это не значит	2	1
52	мы уже говорили	1	1
53	души и тела	1	1
54	на его голову	1	1
55	могут быть без	1	1
56	одна и та	4	1
57	я не могу	1	1
58	самом же деле	1	1
59	бросается в глаза	1	1
60	по себе а	1	1
61	времени сходно с	1	1
62	заключается в том	1	1
63	не все же	1	1
64	это значит что	8	1
65	более и более	1	1
66	теперь перед нами	1	1
67	с другой стороны	4	1
68	на ту или	1	1
69	времени но этот	1	1
70	так как и	2	1
71	но это не	2	1
72	в душе его	1	1
73	не значит что	3	1
74	не что иное	3	1
75	к тому что	1	1
76	на первый взгляд	1	1
77	дело не в	1	1
78	к тому же	1	1
79	и т д	15	1
