N	3gram	Voloshinov_2	Komedia
1	до сих пор	3	9
2	в том что	6	9
3	в самом деле	5	6
4	для того чтобы	6	6
5	в свою очередь	5	6
6	в то же	8	4
7	о том что	3	4
8	то же время	8	4
9	с самого начала	5	4
10	к тому же	2	4
11	если бы он	3	3
12	по отношению к	8	3
13	с точки зрения	13	3
14	в связи с	7	3
15	во всяком случае	2	3
16	и речи о	2	3
17	с одной стороны	3	3
18	тем не менее	1	3
19	то же самое	5	3
20	в какой мере	1	2
21	так или иначе	1	2
22	в этом случае	1	2
23	по сравнению с	1	2
24	бы то ни	4	2
25	в этом отношении	1	2
26	брата и сестры	1	2
27	то ни было	4	2
28	обстоит дело с	1	2
29	с другой стороны	1	2
30	в конечном счете	1	2
31	но все же	1	2
32	но и все	1	1
33	может быть с	1	1
34	бы он был	2	1
35	чуть ли не	1	1
36	более или менее	2	1
37	самого начала не	1	1
38	не говоря уже	1	1
39	в том числе	1	1
40	в соответствии с	1	1
41	одной стороны и	2	1
42	но как раз	1	1
43	к одной из	1	1
44	говоря уже о	1	1
45	в зависимости от	2	1
46	в отличие от	3	1
47	в первую очередь	1	1
48	независимо от того	1	1
49	отнюдь не является	2	1
50	и не может	3	1
51	на то что	2	1
52	в себя от	1	1
53	несмотря на то	1	1
54	по крайней мере	2	1
55	по самой своей	1	1
56	же самое что	1	1
57	не сводится к	1	1
58	все то же	1	1
59	не давая ему	1	1
60	ситуации получают различное	1	1
61	как из того	1	1
62	все же на	1	1
63	в которой мы	1	1
64	и в свою	1	1
65	так и в	1	1
66	можно сказать что	1	1
67	точки зрения самого	2	1
68	и тем более	1	1
69	те моменты в	1	1
70	не менее в	1	1
71	не с точки	1	1
72	как мы знаем	1	1
73	являющаяся одним из	1	1
74	как раз эта	1	1
75	к тому что	3	1
76	друг от друга	1	1
77	в отношении к	4	1
78	друг с другом	1	1
79	вовсе не является	3	1
80	при этом почти	1	1
81	лицом к лицу	1	1
82	и между ними	1	1
83	выходят за пределы	2	1
84	не нуждается в	1	1
85	и все его	1	1
86	мы встречаем в	2	1
87	том числе и	1	1
