N	2gram	Losev_Prob_1	Mirosoze
1	и в	32	46
2	у достоевского	1	34
3	в нем	13	22
4	может быть	14	21
5	в этом	19	20
6	не только	17	18
7	и не	31	18
8	никогда не	7	18
9	для него	2	18
10	во имя	1	16
11	но и	9	15
12	не может	8	15
13	человека в	1	14
14	как и	3	13
15	иван карамазов	1	13
16	а не	15	13
17	не есть	29	13
18	друг друга	1	12
19	к человеку	1	12
20	прежде всего	10	12
21	потому что	16	12
22	не было	4	11
23	но он	3	11
24	у нас	14	11
25	но в	14	10
26	в себе	15	10
27	он не	3	10
28	он был	1	9
29	не в	4	9
30	не знает	1	9
31	и есть	6	8
32	в своем	5	8
33	так как	11	8
34	если нет	1	8
35	она не	2	8
36	переходит в	1	8
37	человека к	1	8
38	как бы	14	8
39	но это	8	8
40	ивана карамазова	1	7
41	как в	4	7
42	и к	1	7
43	в этой	10	7
44	хотя бы	3	7
45	и потому	2	7
46	и для	4	7
47	что он	7	7
48	вопрос о	1	6
49	что это	3	6
50	в бесах	1	6
51	он сам	2	6
52	и здесь	6	6
53	доходит до	1	6
54	так же	9	6
55	того что	7	6
56	жизни и	1	6
57	по преимуществу	2	5
58	то же	10	5
59	есть не	6	5
60	я не	1	5
61	совсем не	4	5
62	в самом	6	5
63	бы и	1	5
64	что она	5	5
65	что все	3	5
66	в своей	8	5
67	в отношении	3	5
68	в конце	6	5
69	есть прежде	1	5
70	и его	3	5
71	к тому	3	5
72	и это	9	5
73	это не	6	5
74	один из	4	5
75	в его	6	5
76	для того	8	5
77	то что	42	5
78	образ и	1	5
79	тот кто	2	5
80	и все	7	5
81	также и	11	4
82	с его	2	4
83	думать что	1	4
84	в жизни	3	4
85	нет в	1	4
86	том что	12	4
87	тому что	4	4
88	не имеет	2	4
89	того чтобы	9	4
90	только и	3	4
91	должны быть	1	4
92	должен быть	1	4
93	так и	12	4
94	на путь	1	4
95	для этого	3	4
96	себя в	1	4
97	уже не	3	4
98	вопроса о	2	4
99	т е	1	4
100	есть уже	1	4
101	что в	12	4
102	смысле слова	7	3
103	же как	2	3
104	чтобы не	1	3
105	той же	1	3
106	и самого	1	3
107	и на	8	3
108	иное как	2	3
109	в чем	3	3
110	что нет	2	3
111	духа и	1	3
112	идея и	2	3
113	он в	2	3
114	как он	4	3
115	идеи и	1	3
116	в россии	1	3
117	в каждом	1	3
118	не будет	2	3
119	и с	2	3
120	в глубине	1	3
121	его в	6	3
122	с самим	1	3
123	на почве	1	3
124	ни в	7	3
125	в них	7	3
126	все равно	5	3
127	для чего	2	3
128	и тогда	1	3
129	же есть	1	3
130	в такой	1	3
131	что всякий	4	3
132	что было	1	3
133	сам достоевский	1	3
134	не для	2	3
135	можно ли	5	3
136	того как	3	3
137	что иное	2	3
138	и всегда	2	3
139	по своей	1	3
140	только с	1	3
141	момент в	2	3
142	не существует	6	3
143	ничего подобного	2	3
144	если бы	4	3
145	с ним	3	3
146	и должно	2	3
147	о том	11	3
148	не стоит	2	3
149	и во	3	3
150	и можно	1	3
151	что они	3	3
152	в том	9	3
153	природой и	1	3
154	только в	7	3
155	есть в	5	3
156	не так	1	3
157	тем что	7	3
158	от того	1	3
159	до сих	3	3
160	в картине	1	3
161	с которым	1	3
162	человек в	1	3
163	в подростке	1	3
164	решения вопроса	1	3
165	нет ничего	10	3
166	не знал	5	3
167	и нет	1	3
168	сих пор	3	3
169	и от	1	3
170	на смену	1	3
171	сказать что	13	3
172	не что	2	3
173	есть и	3	3
174	я и	2	2
175	отношения к	1	2
176	сам по	7	2
177	не имеют	5	2
178	из подполья	2	2
179	науки и	2	2
180	который был	1	2
181	только это	1	2
182	но она	3	2
183	как то	1	2
184	совсем иное	2	2
185	нет то	1	2
186	во всех	7	2
187	то он	2	2
188	есть по	4	2
189	она есть	5	2
190	преступление и	1	2
191	в мысли	1	2
192	хотя и	6	2
193	говорит что	1	2
194	в действительности	3	2
195	есть ли	1	2
196	от этого	1	2
197	то в	5	2
198	в которой	2	2
199	бы не	1	2
200	и те	1	2
201	если он	1	2
202	в братьях	1	2
203	но на	1	2
204	и если	6	2
205	на его	2	2
206	этого вопроса	1	2
207	не к	1	2
208	на этом	1	2
209	с собой	2	2
210	тут не	1	2
211	лишь в	1	2
212	то все	1	2
213	стоит на	1	2
214	должно быть	2	2
215	в этих	3	2
216	закона и	1	2
217	точки зрения	3	2
218	другим и	1	2
219	нас не	2	2
220	ее в	2	2
221	место в	1	2
222	них есть	1	2
223	и той	1	2
224	мир и	1	2
225	которые в	2	2
226	есть еще	3	2
227	сам он	1	2
228	тогда когда	1	2
229	правда в	1	2
230	ничего не	10	2
231	к ней	1	2
232	связи с	5	2
233	было не	1	2
234	как будто	3	2
235	в основе	1	2
236	всегда есть	6	2
237	оно не	3	2
238	они стали	1	2
239	самим собою	1	2
240	мысль о	1	2
241	можно было	3	2
242	есть также	3	2
243	в которые	1	2
244	по себе	15	2
245	и возможно	1	2
246	и поэтому	1	2
247	и та	1	2
248	и что	9	2
249	как ее	1	2
250	в сущности	2	2
251	нас в	2	2
252	к нему	3	2
253	все время	2	2
254	наук и	1	2
255	подобно тому	2	2
256	которое было	1	2
257	но с	1	2
258	мы видим	2	2
259	тот же	1	2
260	мы увидим	3	2
261	бы его	1	2
262	он уже	1	2
263	между тем	2	2
264	так что	6	2
265	же и	3	2
266	уже в	3	2
267	ни одного	1	2
268	и лизы	1	2
269	и других	1	2
270	не о	2	2
271	братьях карамазовых	1	2
272	не случайно	1	2
273	есть выражение	2	2
274	или иной	5	2
275	что человек	1	2
276	мы еще	1	2
277	что не	3	2
278	в идиоте	1	2
279	вместе с	2	2
280	к своему	1	2
281	пройти через	1	2
282	что за	1	2
283	такого рода	7	2
284	тому как	2	2
285	это есть	9	2
286	что же	9	2
287	да и	3	2
288	революции он	1	2
289	понял что	1	2
290	сам не	1	2
291	ничего кроме	1	2
292	но для	3	2
293	сознания и	2	2
294	его с	1	2
295	ее и	1	2
296	но когда	2	2
297	и самое	1	2
298	бы за	1	2
299	быть и	3	2
300	а в	4	2
301	к самому	1	2
302	это все	1	2
303	и эта	1	2
304	самых гадких	1	1
305	он стоит	2	1
306	говорят о	2	1
307	и то	6	1
308	о любви	2	1
309	самом деле	6	1
310	он может	1	1
311	только потому	3	1
312	что иван	2	1
313	из самых	1	1
314	проникает в	1	1
315	от которых	1	1
316	должна быть	1	1
317	было глубоко	1	1
318	значение но	1	1
319	очень далеко	1	1
320	это совершенно	4	1
321	мы не	2	1
322	что если	2	1
323	но по	1	1
324	еще до	1	1
325	говорить о	6	1
326	свои права	1	1
327	х годов	1	1
328	и ее	8	1
329	меня самого	1	1
330	он остается	1	1
331	еще у	1	1
332	и отличается	1	1
333	и этого	2	1
334	подобного нет	1	1
335	а еще	1	1
336	быть в	1	1
337	ее внутреннюю	1	1
338	можно и	1	1
339	а следовательно	1	1
340	есть ни	5	1
341	и все-таки	2	1
