N	2gram	Trubetskoy_1	Myslijsy
1	потому что	7	49
2	то есть	4	30
3	и в	26	24
4	в душе	1	23
5	может быть	10	23
6	в сознании	1	23
7	то что	7	20
8	и не	8	19
9	в том	11	18
10	а не	5	18
11	что в	9	16
12	не только	10	15
13	по себе	1	15
14	того же	6	14
15	при этом	3	13
16	в слове	1	13
17	не в	2	13
18	было бы	1	13
19	то же	4	12
20	но не	8	12
21	мы можем	2	12
22	не может	4	12
23	мы не	1	11
24	таким образом	22	11
25	вместе с	15	11
26	если бы	3	11
27	что и	6	11
28	что мы	2	11
29	только в	4	11
30	тогда как	1	10
31	как в	1	10
32	в себе	6	10
33	для него	3	10
34	и проч	2	10
35	тогда когда	2	10
36	так что	3	10
37	так как	9	10
38	в нем	4	9
39	но и	9	9
40	как бы	12	9
41	точно так	3	9
42	и на	2	8
43	в этом	15	8
44	более или	5	8
45	том что	7	8
46	или менее	5	8
47	в одно	2	8
48	могут быть	1	8
49	а в	4	8
50	в чем	1	7
51	во всех	2	7
52	с этим	1	7
53	мысль о	2	7
54	как и	1	7
55	всяком случае	6	7
56	того как	1	7
57	не могут	2	7
58	прежде всего	2	7
59	сами по	1	7
60	тем что	1	7
61	того что	3	7
62	во всяком	6	7
63	и как	3	6
64	и того	1	6
65	одного и	1	6
66	тем не	3	6
67	в то	4	6
68	не имеет	5	6
69	связи с	9	6
70	свою очередь	1	6
71	между тем	2	6
72	и только	4	6
73	не можем	1	6
74	в одном	3	6
75	заметить что	1	6
76	с другой	8	6
77	не было	2	6
78	этого слова	1	6
79	не есть	1	6
80	в свою	2	6
81	только как	1	6
82	а и	1	5
83	что они	1	5
84	все же	6	5
85	уже в	2	5
86	на то	2	5
87	есть не	1	5
88	не менее	3	5
89	по крайней	5	5
90	с ним	1	5
91	судя по	1	5
92	так и	6	5
93	по мере	1	5
94	о том	6	5
95	с другими	4	5
96	а потому	1	5
97	крайней мере	5	5
98	тот же	2	5
99	из них	7	5
100	в них	2	5
101	для того	5	5
102	и их	1	5
103	только для	2	5
104	же в	1	5
105	в которой	3	5
106	а между	1	4
107	в самом	4	4
108	время как	1	4
109	к общему	1	4
110	еще не	2	4
111	но в	7	4
112	уже не	3	4
113	из этих	10	4
114	так сказать	1	4
115	главным образом	8	4
116	и если	3	4
117	заключает в	2	4
118	а вместе	1	4
119	с тем	18	4
120	такой же	1	4
121	в котором	4	4
122	место в	1	4
123	сих пор	5	4
124	одном из	1	4
125	они не	1	4
126	образом в	5	4
127	должны быть	1	4
128	и сами	2	4
129	то время	1	4
130	никогда не	5	4
131	и что	4	4
132	что он	4	4
133	с одной	7	4
134	указания на	1	4
135	и вместе	4	4
136	в других	3	4
137	до сих	5	4
138	души и	1	4
139	там где	1	4
140	если не	2	4
141	что оно	4	4
142	во время	4	4
143	мысли о	1	4
144	себе не	1	4
145	в таком	3	4
146	вряд ли	1	3
147	человека и	1	3
148	этого последнего	2	3
149	но тем	1	3
150	тем же	1	3
151	той же	1	3
152	но даже	1	3
153	не совсем	1	3
154	же что	1	3
155	при таких	1	3
156	что его	1	3
157	в создании	2	3
158	только тогда	1	3
159	если в	3	3
160	относится к	2	3
161	помнить что	1	3
162	что это	3	3
163	думать что	1	3
164	имеет для	1	3
165	что она	1	3
166	не как	2	3
167	так например	2	3
168	человека в	1	3
169	его не	2	3
170	них не	2	3
171	на все	2	3
172	его в	1	3
173	это не	1	3
174	о которых	1	3
175	далеко не	4	3
176	и тогда	4	3
177	в эту	2	3
178	в этих	4	3
179	и при	3	3
180	себе в	1	3
181	ни было	2	3
182	бы быть	1	3
183	в ней	1	3
184	в каком	1	3
185	только от	1	3
186	как не	1	3
187	те же	2	3
188	не с	2	3
189	том как	1	3
190	от них	2	3
191	и во	1	3
192	вслед за	2	3
193	которое мы	1	3
194	и у	8	3
195	когда душа	1	3
196	одно из	2	3
197	не так	1	3
198	одной стороны	7	3
199	в самой	2	3
200	смысле этого	1	3
201	но это	1	3
202	и для	5	3
203	и от	4	3
204	то не	1	3
205	и все	2	3
206	только что	2	3
207	с ними	1	3
208	от слова	1	3
209	все что	2	3
210	как на	8	3
211	таком случае	1	2
212	самом деле	1	2
213	и есть	1	2
214	не всякому	1	2
215	отношения к	1	2
216	с его	2	2
217	совсем не	1	2
218	по отношению	1	2
219	в общем	8	2
220	общего с	2	2
221	могли бы	1	2
222	нельзя в	1	2
223	все эти	6	2
224	в нашем	1	2
225	и тот	1	2
226	время и	1	2
227	перестает быть	2	2
228	всех этих	1	2
229	невозможно и	1	2
230	состоит в	2	2
231	но вместе	2	2
232	нужные для	1	2
233	и по	4	2
234	на этом	1	2
235	что душа	1	2
236	но все	7	2
237	факт что	1	2
238	связанные с	7	2
239	в жизни	1	2
240	ни с	1	2
241	мы знаем	1	2
242	и чувств	1	2
243	должно быть	1	2
244	к мысли	1	2
245	что такое	1	2
246	их в	1	2
247	не должно	1	2
248	без участия	1	2
249	или что	1	2
250	и его	1	2
251	что с	1	2
252	сказать что	2	2
253	самого начала	2	2
254	того чтобы	5	2
255	невозможно но	1	2
256	и весь	1	2
257	же время	2	2
258	с нами	1	2
259	этих последних	1	2
260	у нас	1	2
261	превращается в	2	2
262	когда мы	1	2
263	его с	1	2
264	указывает на	1	2
265	и это	2	2
266	что все	4	2
267	и образ	1	2
268	к нам	1	2
269	в себя	1	2
270	с самого	3	2
271	видно из	1	2
272	было в	1	2
273	после того	1	2
274	стремление к	1	2
275	и здесь	2	2
276	это было	1	2
277	связь между	1	2
278	теперь уже	1	2
279	и следовательно	1	2
280	эти последние	1	2
281	один из	2	2
282	мы видим	1	2
283	в нашей	1	2
284	и других	1	2
285	друг друга	1	2
286	у него	1	2
287	связано с	2	2
288	напрасно было	1	2
289	к которому	2	2
290	такое же	1	2
291	а с	7	2
292	ничем не	4	2
293	зависит от	1	2
294	в связи	3	2
295	с первого	1	2
296	так же	5	2
297	и потому	6	2
298	или по	2	2
299	некоторое время	1	2
300	все это	6	2
301	сознании и	2	2
302	не знаем	1	2
303	из себя	2	2
304	в его	5	2
305	о котором	2	2
306	сходство между	1	2
307	души в	1	2
308	бы в	1	2
309	мы должны	6	2
310	касается до	1	2
311	его уже	1	2
312	хотя бы	3	2
313	на более	1	2
314	но если	2	2
315	другой стороны	1	2
316	к этому	3	2
317	можно назвать	2	2
318	одним из	2	1
319	дошел до	1	1
320	отношение к	5	1
321	чтобы не	1	1
322	с новыми	1	1
323	и действительно	2	1
324	языку и	1	1
325	он может	1	1
326	мере в	1	1
327	и так	1	1
328	первое время	2	1
329	и до	1	1
330	чем именно	1	1
331	и за	1	1
332	и могут	1	1
333	мы уже	1	1
334	из всех	3	1
335	есть образ	1	1
336	смотреть на	2	1
337	есть единственное	1	1
338	из своих	2	1
339	этом не	1	1
340	перейти к	1	1
341	на каждом	1	1
342	оно есть	1	1
343	мы и	1	1
344	и заставляет	2	1
345	и образуют	1	1
346	в народных	3	1
347	дает им	1	1
348	не иметь	1	1
349	двух или	1	1
350	в отличие	1	1
351	самостоятельного значения	1	1
352	быть в	1	1
353	бы то	2	1
354	ними в	1	1
355	что вполне	1	1
356	в ее	1	1
357	друг к	1	1
358	видели что	1	1
359	друг на	2	1
360	в сторону	1	1
361	одном и	1	1
362	должны были	1	1
363	отличие от	1	1
364	общего правила	1	1
365	смотрел на	1	1
366	человек может	1	1
367	один и	1	1
368	в одной	1	1
369	что именно	2	1
370	для создания	1	1
371	для всех	2	1
372	как к	1	1
373	однако не	1	1
374	по форме	1	1
375	и наконец	2	1
376	психологии но	1	1
377	следует сказать	1	1
378	от этого	1	1
379	в этот	1	1
380	при нормальном	1	1
381	то в	1	1
382	убеждение что	2	1
383	мира то	1	1
384	бы и	1	1
385	он в	2	1
386	на душу	1	1
387	что так	1	1
388	в славянских	1	1
389	только на	1	1
390	что к	1	1
391	с их	1	1
392	имеем в	1	1
393	тому же	5	1
394	роли в	1	1
395	восстановить в	1	1
396	бы с	1	1
397	не следует	1	1
398	которого в	1	1
399	а просто	1	1
400	он не	4	1
401	как живопись	1	1
402	он должен	1	1
403	к одному	1	1
404	не к	2	1
405	именно из	2	1
406	не встречает	1	1
