N	2gram	Voloshinov_1	Narrotol
1	не только	7	32
2	может быть	17	25
3	но и	4	23
4	в качестве	1	21
5	и не	4	20
6	и в	16	19
7	в том	3	18
8	в этом	9	17
9	в частности	2	14
10	том что	3	14
11	а не	1	12
12	в рамках	1	12
13	а в	3	11
14	то что	3	11
15	не может	8	10
16	точки зрения	8	10
17	так и	4	9
18	в его	4	9
19	со стороны	1	9
20	при этом	6	9
21	в мире	1	9
22	и т.п	2	8
23	с другой	1	8
24	все же	1	7
25	еще не	5	7
26	как и	2	7
27	одной стороны	1	7
28	времени и	1	7
29	к тому	1	7
30	и т.д	1	7
31	с одной	1	7
32	на протяжении	2	6
33	как это	3	6
34	но не	1	6
35	в себя	1	6
36	но в	4	6
37	о том	2	6
38	что он	2	6
39	с его	7	6
40	можно сказать	4	5
41	к нему	1	5
42	нуждается в	5	5
43	и его	8	5
44	отнюдь не	4	5
45	уже не	1	5
46	в этой	4	5
47	себя в	1	5
48	в основе	3	5
49	к себе	3	5
50	или иной	1	5
51	и как	3	5
52	в данном	1	5
53	и с	8	4
54	матери и	3	4
55	данном случае	1	4
56	отличается от	1	4
57	прежде всего	9	4
58	при всей	2	4
59	хотя бы	4	4
60	те же	3	4
61	то же	2	4
62	что не	2	4
63	только в	4	4
64	точку зрения	1	4
65	у него	2	4
66	связи с	1	4
67	же в	1	4
68	было бы	2	4
69	о нем	1	4
70	как бы	5	4
71	сказать что	7	4
72	той или	1	4
73	в нем	4	4
74	столь же	1	3
75	о ней	1	3
76	это и	1	3
77	жизни и	3	3
78	не есть	2	3
79	бы то	1	3
80	что они	1	3
81	даже не	3	3
82	не будет	2	3
83	ни было	2	3
84	не менее	2	3
85	и самого	1	3
86	сводится к	2	3
87	жизни в	1	3
88	что в	3	3
89	никогда не	2	3
90	хотя и	1	3
91	мог бы	1	3
92	с ее	4	3
93	как мы	4	3
94	то ни	1	3
95	в сущности	1	3
96	что это	2	3
97	ни в	5	3
98	один из	2	3
99	а с	1	3
100	в конечном	3	3
101	одна из	1	3
102	же как	2	3
103	могут быть	3	3
104	не существует	2	3
105	когда он	1	3
106	этом отношении	1	3
107	и на	4	3
108	он не	2	3
109	в ней	1	3
110	а во	1	3
111	уже в	1	3
112	из этих	2	3
113	и даже	4	3
114	в свою	1	3
115	все эти	5	2
116	что по	1	2
117	в полном	1	2
118	приводит к	1	2
119	говорит и	1	2
120	оно не	2	2
121	даже самое	1	2
122	как кажется	1	2
123	в связи	1	2
124	от всех	1	2
125	говорить о	2	2
126	не всегда	1	2
127	говорит о	1	2
128	так же	2	2
