N	4gram	Tiupa_Disk_2	Narrotol
1	в том числе и	1	4
2	бы то ни было	1	3
3	в то же время	4	3
4	в той или иной	1	2
5	состоит в том что	2	2
6	нарративного высказывания состоит в	1	2
7	должен не у-влекать слушателей	1	1
8	возможность иного включает в	1	1
9	и характерное для восприятия	1	1
10	оно живет в готовом	1	1
11	авторитетное слово там же	1	1
12	в той мере в	1	1
13	характерное для восприятия сказания	1	1
14	от нудительной серьезности бахтин	1	1
15	дело в том что	2	1
16	ни анекдот ни притча	1	1
17	включает в себя и	1	1
18	совершенно иными границами между	1	1
19	чужому слову чего не	1	1
20	из двух или нескольких	1	1
21	собственным смыслом ни в	1	1
22	герою определяемое отсутствием ценностной	1	1
23	самому тогда как притчу	1	1
24	интонации и оценки и	1	1
25	анекдот не знает к	1	1
26	его ценностно-смысловой позиции в	1	1
27	конкретной ценностно-смысловой картины мира	1	1
28	изобразителя жизни повествователя о	1	1
29	этим моментам родственным анекдотическому	1	1
30	в готовом стабильно дифференцированном	1	1
31	к его ценностно-смысловой позиции	1	1
32	романного образа и романного	1	1
33	умения отрешиться от нудительной	1	1
34	в себя и возможность	1	1
35	в классическом романе реалистической	1	1
36	приводит к интонации доверительной	1	1
37	суть равнодостойные субъекты смыслополагания	1	1
38	биография и не дает	1	1
39	сколько от мастерства рассказчика	1	1
40	диалогизм биографического слова не	1	1
41	посрамление словесное кощунство и	1	1
42	опыта их свободного согласия	1	1
43	ней установка не на	1	1
44	жеста и как бы	1	1
45	возможность иной интонации и	1	1
46	свой опыт жизни а	1	1
47	комическая апофегма то есть	1	1
48	мире на свой опыт	1	1
49	в другом и другого	1	1
50	ценностями иными соседствами именно	1	1
51	адресат протороманного коммуникативного события	1	1
52	ощущение составляет необходимый фон	1	1
53	жизни то есть субъектом	1	1
54	не дает позвоночника роману	1	1
55	смыслополагания между которыми устанавливаются	1	1
56	за которым обнаруживается преодолеваемая	1	1
57	вещами и ценностями иными	1	1
58	знает к его ценностно-смысловой	1	1
59	проектировать свою жизненную позицию	1	1
60	позиции изобразителя жизни повествователя	1	1
61	он от позиции учителя	1	1
62	одного и того же	2	1
63	присутствия в мире на	1	1
64	необходимости ни в мире	1	1
65	мира с совершенно иными	1	1
66	преодолеваемая даль и сближение	1	1
67	дискурса призван обладать проективной	1	1
68	впервые освоена в анекдоте	1	1
69	закономерно приводит к интонации	1	1
70	с совершенно иными границами	1	1
71	так называемого чувства юмора	1	1
72	всего в том что	1	1
73	именно это ощущение составляет	1	1
74	в сказании или притче	1	1
75	излагаемой жизни как исполненной	1	1
76	по отношению к самому	1	1
77	сам текст анекдота выбор	1	1
78	голоса зримого жеста и	1	1
79	диалогизированного слова прямой речи	1	1
80	позиции учителя жизни постоянно	1	1
81	кощунство и непристойность необыкновенное	1	1
82	адресата от героя окажется	1	1
83	становящегося человека с его	1	1
84	чувства юмора умения отрешиться	1	1
85	которого анекдот легко может	1	1
86	профанация священного новелла ночной	1	1
87	иного языка и возможность	1	1
88	видения мира романного образа	1	1
89	от героя окажется неадекватным	1	1
90	двоякий жизненный опыт запечатлеваемый	1	1
91	герою жизнеописания чего анекдот	1	1
92	высказывания состоит в напряжении	1	1
93	ни притча не знают	1	1
94	равнодостойные субъекты смыслополагания между	1	1
95	припоминая и примеряя ее	1	1
96	реакцию предварительное знакомство слушателей	1	1
97	даль и сближение но	1	1
98	смыслом ни в мире	1	1
99	запрета есть профанация священного	1	1
100	не знает к его	1	1
101	жизни постоянно переходит к	1	1
102	иного включает в себя	1	1
103	невозможно притчевое нормативное самоотождествление	1	1
104	собственной ситуации жизненного выбора	1	1
105	где образ становящегося человека	1	1
106	знакомство слушателей с содержанием	1	1
107	иными границами между вещами	1	1
108	к своему герою определяемое	1	1
109	их свободного согласия за	1	1
110	у-влекать слушателей преодолевая их	1	1
111	границами между вещами и	1	1
112	и адресат протороманного коммуникативного	1	1
113	священного новелла ночной жанр	1	1
114	и сближение но не	1	1
115	или острота наизнанку глупость	1	1
116	прежде всего в том	1	1
117	автора с читателем к	1	1
118	ее содержание к собственной	1	1
119	на индивидуальный опыт чужой	1	1
120	речи именно диалог персонажей	1	1
121	слову чего не требует	1	1
122	живого голоса зримого жеста	1	1
123	самобытно но и характерное	1	1
124	проецировать чужой экзистенциальный опыт	1	1
125	становления и развития самоопределяющегося	1	1
126	анекдот но без благоговейного	1	1
127	отношению к самому герою	1	1
128	согласия за которым обнаруживается	1	1
129	в себе ему надлежит	1	1
130	опыт жизни а также	1	1
131	себя и возможность иного	1	1
132	уметь проецировать чужой экзистенциальный	1	1
133	разные формы скрытой полускрытой	1	1
134	и возможность иной интонации	1	1
135	притчевое нормативное самоотождествление с	1	1
136	образа и романного слова	1	1
137	отношение к своему герою	1	1
138	особое отношение к своему	1	1
139	в придании истории смысла	1	1
140	наличие так называемого чувства	1	1
141	той мере в какой	1	1
142	от позиции учителя жизни	1	1
143	и романного слова эта	1	1
144	как притчу в принципе	1	1
145	свободного согласия за которым	1	1
146	с читателем к иллюзии	1	1
147	благоговейного приятия и ученичества	1	1
148	же сказания или притчи	1	1
149	иллюзии живого голоса зримого	1	1
150	наизнанку глупость неуместность ошибка	1	1
151	освоена в анекдоте подготовившем	1	1
