N	3gram	Tiupa_Anal_1	Marksizm
1	с точки зрения	4	20
2	не может быть	16	13
3	в самом деле	2	9
4	и не может	4	9
5	до сих пор	1	8
6	бы то ни	3	8
7	то ни было	3	8
8	в связи с	1	7
9	и того же	2	5
10	одного и того	2	5
11	в отличие от	6	5
12	одни и те	1	5
13	с другой стороны	2	5
14	и те же	1	5
15	то же самое	2	3
16	в этом отношении	2	3
17	в науке о	1	3
18	и тот же	1	3
19	все без исключения	1	3
20	внутреннего и внешнего	2	3
21	один и тот	1	3
22	то же время	6	3
23	в первом случае	2	3
24	в то же	8	3
25	для того чтобы	3	3
26	в том что	9	3
27	нет и не	2	2
28	или хотя бы	1	2
29	тех пор пока	1	2
30	в данный момент	1	2
31	и той же	1	2
32	в том числе	3	2
33	в таком случае	3	2
34	на самом же	1	2
35	том числе и	1	2
36	как если бы	1	2
37	но в то	2	2
38	во всяком случае	1	2
39	смысле этого слова	1	2
40	не могут быть	2	2
41	одной и той	1	2
42	по отношению к	5	2
43	оно ни было	1	2
44	до тех пор	1	2
45	в свою очередь	1	2
46	самом же деле	1	2
47	в этом смысле	1	2
48	и в сущности	1	1
49	место лишь в	1	1
50	оно может быть	1	1
51	прежде всего в	1	1
52	не есть вещь	2	1
53	этого слова как	1	1
54	равно как и	1	1
55	большей или меньшей	4	1
56	подобно тому как	3	1
57	и та и	1	1
58	том что он	2	1
59	что же касается	1	1
60	в достаточной мере	1	1
61	и в разных	1	1
62	сами по себе	2	1
63	по отношению ко	1	1
64	но и в	2	1
65	по аналогии с	1	1
66	та и другая	1	1
67	моего существования и	1	1
68	нет ничего что	1	1
69	могли бы быть	2	1
70	в основе своей	2	1
71	может быть ничего	1	1
72	с этой точки	1	1
73	в частности как	1	1
74	именно здесь в	1	1
75	в нашем случае	3	1
76	и отличается от	1	1
77	может служить знаком	1	1
78	с одной стороны	3	1
79	всего может быть	1	1
80	и должно быть	1	1
81	во втором случае	1	1
82	и как бы	1	1
83	по природе своей	2	1
84	в большей или	1	1
85	все же не	1	1
86	какой бы то	2	1
87	как мы увидим	1	1
88	и та же	1	1
89	одна и та	1	1
90	а не в	3	1
91	в широком смысле	2	1
92	во внутренней речи	1	1
93	акт воли и	1	1
94	более или менее	1	1
95	имеет место лишь	1	1
96	в новейшее время	1	1
97	этой точки зрения	1	1
98	как и во	1	1
99	и в самом	1	1
100	функции и не	1	1
101	во времени и	3	1
102	не только в	1	1
103	выходит за пределы	1	1
104	или во всяком	1	1
105	к тому что	1	1
106	части нашей работы	1	1
107	в особенности же	1	1
108	друг с другом	1	1
109	отношения между элементами	1	1
110	конечно далеко не	1	1
111	таким образом с	1	1
112	не должен быть	2	1
113	той или иной	6	1
