N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	49
2	прежде всего	8	19
3	в его	10	18
4	и на	3	17
5	не только	21	17
6	и его	5	17
7	в этом	34	15
8	и не	13	15
9	в них	4	13
10	в эпоху	1	13
11	только в	13	13
12	но и	5	13
13	во время	1	12
14	как и	5	11
15	и т.п	1	11
16	как бы	5	11
17	в этой	3	10
18	вовсе не	6	10
19	в средние	1	9
20	в нем	13	9
21	для него	1	9
22	и др	2	9
23	все это	6	9
24	в сущности	3	8
25	отношение к	3	8
26	до нас	3	8
27	во франции	1	8
28	средние века	1	8
29	то же	8	7
30	все же	8	7
31	все эти	3	7
32	таким образом	19	7
33	на протяжении	2	7
34	как мы	9	7
35	один из	6	7
36	не может	13	7
37	жизни и	2	7
38	мы уже	1	6
39	именно в	8	6
40	во всех	2	6
41	в истории	9	6
42	с их	5	6
43	так и	1	6
44	и с	2	6
45	времени и	4	6
46	рядом с	2	6
47	точки зрения	7	6
48	но он	1	6
49	в то	5	6
50	же время	5	6
51	в себя	1	6
52	в литературе	1	6
53	то что	17	6
54	здесь в	1	6
55	так как	13	6
56	сказать что	5	6
57	с точки	2	5
58	из этих	5	5
59	но не	7	5
60	в своем	3	5
61	выражение в	1	5
62	при этом	3	5
63	в эту	1	5
64	в своей	4	5
65	никогда не	3	5
66	тот же	1	5
67	уже в	5	5
68	в начале	3	5
69	может быть	24	5
70	в особенности	4	5
71	отношения к	1	4
72	и до	2	4
73	и к	1	4
74	но в	10	4
75	в себе	4	4
76	этот процесс	3	4
77	но все	3	4
78	лишь в	1	4
79	в жизни	1	4
80	в этих	3	4
81	и более	1	4
82	с ним	1	4
83	одна из	2	4
84	в области	4	4
85	она была	2	4
86	с другой	8	4
87	в известной	3	4
88	мы находим	1	4
89	а в	5	4
90	тем что	6	4
91	в форме	2	4
92	до сих	5	4
93	не было	1	4
94	и о	1	4
95	сих пор	5	4
96	том что	26	4
97	в духе	1	4
98	в свое	2	4
99	в своих	2	4
100	значение в	2	4
101	как на	11	4
102	также и	16	3
103	человека и	1	3
104	связана с	4	3
105	в самом	12	3
106	и со	1	3
107	меньшей степени	1	3
108	для которого	1	3
109	раз в	1	3
110	да и	4	3
111	и вот	3	3
112	свое время	2	3
113	можно было	7	3
114	а затем	1	3
115	и других	3	3
116	было бы	5	3
117	из них	3	3
118	был и	1	3
119	несмотря на	2	3
120	мы видели	2	3
121	в г	5	3
122	во всем	2	3
123	нельзя было	1	3
124	в одном	4	3
125	к этим	1	3
126	только с	3	3
127	и это	6	3
128	в ее	11	3
129	в собственном	2	3
130	культуры и	1	3
131	в xix	1	3
132	известной мере	2	3
133	и вообще	3	3
134	но здесь	1	3
135	в виду	4	3
136	о том	15	3
137	другими словами	1	3
138	в значительной	2	3
139	к нему	2	3
140	наконец в	1	3
141	же в	1	3
142	большей или	2	3
143	что он	4	3
144	с одной	4	3
145	не дает	1	3
146	этого процесса	1	3
147	этом отношении	3	3
148	и особенно	1	3
149	или меньшей	2	3
150	превращается в	1	3
151	нужно сказать	1	3
152	о чем	4	3
153	одной стороны	4	3
154	видит в	4	3
155	в течение	5	3
156	например у	1	3
157	с полной	1	3
158	и все	1	3
159	в большей	7	3
160	в том	31	3
161	другой стороны	5	3
162	охарактеризовать так	1	2
163	одним из	5	2
164	до него	1	2
165	века но	1	2
166	на самом	1	2
167	тех же	1	2
168	в какой-то	1	2
169	собственном смысле	2	2
170	видеть в	1	2
171	и последующих	1	2
172	в ней	3	2
173	литературы и	1	2
174	еще не	4	2
175	он был	1	2
176	себе и	2	2
177	это и	1	2
178	в произведениях	1	2
179	дает нам	1	2
180	как к	1	2
181	понять и	1	2
182	к числу	1	2
183	литературы в	3	2
184	только то	1	2
185	та же	1	2
186	таковы например	1	2
187	учение о	2	2
188	имеем в	1	2
189	на то	1	2
190	вследствие этого	1	2
191	на его	1	2
192	по словам	1	2
193	перестает быть	1	2
194	подобно тому	1	2
195	так например	6	2
196	и за	1	2
197	значительной степени	1	2
198	в свет	1	2
199	на этой	3	2
200	второй половины	3	2
201	должен был	4	2
202	на античных	1	2
203	были в	1	2
204	автора и	1	2
205	по поводу	1	2
206	в отношении	2	2
207	наших дней	1	2
208	и без	2	2
209	в их	11	2
210	жизнь и	1	2
211	его современников	1	2
212	точку зрения	1	2
213	на языке	2	2
214	мы должны	1	2
215	что в	11	2
216	того как	3	2
217	того чтобы	21	2
218	ничего не	2	2
219	в самой	1	2
220	связи с	3	2
221	художественной литературы	2	2
222	могут быть	4	2
223	свое значение	2	2
224	здесь не	2	2
225	без всякого	1	2
226	средних веков	2	2
227	в дальнейшем	2	2
228	еще в	1	2
229	по сравнению	3	2
