N	2gram	Vygotskiy__2	Formalny
1	и не	7	30
2	вовсе не	6	28
3	и в	15	27
4	может быть	9	25
5	не может	9	24
6	так и	8	21
7	и его	4	19
8	в этом	19	18
9	таким образом	14	18
10	а не	3	17
11	самом деле	6	16
12	точки зрения	26	16
13	то же	5	15
14	в нем	1	15
15	в процессе	11	15
16	между ними	1	15
17	на самом	3	14
18	как и	6	14
19	с точки	18	14
20	не в	8	12
21	если бы	8	12
22	в самом	11	11
23	в жизни	1	11
24	и от	1	11
25	не могут	2	10
26	место в	1	10
27	но и	10	10
28	не только	15	9
29	лишь в	3	9
30	как его	1	9
31	так как	4	9
32	так же	4	9
33	отнюдь не	2	8
34	с помощью	5	8
35	как бы	7	8
36	при этом	3	8
37	входит в	1	8
38	ни в	2	8
39	как мы	6	8
40	в пределах	1	8
41	только в	4	8
42	как раз	4	8
43	то что	20	8
44	и все	3	8
45	что в	14	8
46	с тем	1	7
47	потому что	7	7
48	его в	1	7
49	между тем	1	7
50	в его	2	7
51	в том	33	7
52	для них	1	7
53	если мы	6	7
54	там где	6	7
55	все это	4	7
56	здесь и	3	6
57	действительности и	3	6
58	но в	6	6
59	все эти	3	6
60	в своей	4	6
61	и ее	3	6
62	всяком случае	6	6
63	и теперь	2	6
64	все время	3	6
65	было бы	10	6
66	что он	12	6
67	с другой	6	6
68	более того	1	6
69	вместе с	6	6
70	в данном	3	6
71	все же	4	6
72	и для	2	6
73	бы в	1	6
74	хотя бы	4	6
75	в своих	1	6
76	во всяком	7	6
77	в зависимости	6	5
78	зависимости от	6	5
79	но не	3	5
80	в истории	6	5
81	независимо от	4	5
82	что именно	3	5
83	так сказать	1	5
84	без исключения	1	5
85	ни было	1	5
86	того чтобы	12	5
87	сводится к	1	5
88	в ней	1	5
89	что они	3	5
90	в дальнейшем	1	5
91	никогда не	8	5
92	в плоскости	1	5
93	говорит он	12	5
94	связи с	9	5
95	и их	5	5
96	друг друга	5	5
97	лишь для	1	5
98	между которыми	2	5
99	тем что	2	5
100	и потому	1	5
101	тому как	2	5
102	что же	2	5
103	не является	9	5
104	в результате	3	5
105	другой стороны	1	5
106	не есть	1	4
107	мы не	10	4
108	быть понято	1	4
109	он был	1	4
110	бы то	1	4
111	менее всего	1	4
112	как в	4	4
113	и как	2	4
114	в целом	10	4
115	но ведь	2	4
116	бы ни	2	4
117	подобно тому	2	4
118	то ни	1	4
119	данном случае	3	4
120	в ее	1	4
121	мы знаем	7	4
122	том что	27	4
123	для данного	2	4
124	по себе	7	4
125	она не	1	4
126	в смысле	1	4
127	тогда когда	5	4
128	мы можем	10	4
129	и является	1	4
130	могут быть	2	4
131	к тому	7	4
132	о том	9	4
133	связь между	5	4
134	же и	1	4
135	конечно не	1	4
136	уже в	5	4
137	только на	1	4
138	следует что	2	4
139	содержания и	1	4
140	для того	10	4
141	со стороны	3	4
142	прежде всего	4	4
143	до конца	1	4
144	в связи	6	4
145	мы видели	6	4
146	как это	6	4
147	да и	1	4
148	между собой	1	4
149	из этого	1	4
150	они не	3	4
151	же как	2	3
152	того же	3	3
153	мы уже	6	3
154	той же	2	3
155	в виду	6	3
156	и на	1	3
157	в которых	3	3
158	столь же	2	3
159	время в	1	3
160	во всех	2	3
161	то мы	1	3
162	то он	2	3
163	а и	1	3
164	как со	1	3
165	нет и	2	3
166	самое понятие	1	3
167	бы и	3	3
168	что это	6	3
169	формы в	1	3
170	в себе	2	3
171	сливаются в	1	3
172	не следует	2	3
173	и с	4	3
174	те же	3	3
175	материала и	1	3
176	это не	5	3
177	и тем	2	3
178	ее в	2	3
179	в этих	2	3
180	от его	4	3
181	и более	2	3
182	по отношению	6	3
183	тому что	1	3
184	одной плоскости	1	3
185	в основе	3	3
186	для нас	4	3
187	все без	1	3
188	этом отношении	3	3
189	же самое	2	3
190	оно не	1	3
191	только то	1	3
192	и что	8	3
193	можно сказать	2	3
194	их в	4	3
195	в них	4	3
196	у нас	1	3
197	к его	2	3
198	в той	1	3
199	того что	17	3
200	отношению к	5	3
201	дело идет	1	3
202	является для	4	3
203	жизни в	1	3
204	сказать что	6	3
205	всех других	1	3
206	и эта	2	3
207	смысле слова	5	2
208	ту же	2	2
209	человека и	3	2
210	в такой	2	2
211	это и	1	2
212	отношения между	3	2
213	в котором	2	2
214	высшей степени	7	2
215	с таким	6	2
216	это делают	1	2
217	что уже	1	2
218	из своих	1	2
219	в сущности	9	2
220	так чтобы	1	2
221	говорить о	2	2
222	эпохи в	1	2
223	они вместе	1	2
224	и со	1	2
225	же что	1	2
226	так называемые	1	2
227	с его	4	2
228	видели что	5	2
229	в общем	3	2
230	очевидно что	3	2
231	отличие от	3	2
232	и речи	13	2
233	за пределы	2	2
234	чем же	1	2
235	данный момент	1	2
236	вот как	1	2
237	в своем	9	2
238	стороны и	2	2
239	не являются	1	2
240	увидим что	2	2
241	от этого	2	2
242	из этих	4	2
243	учение о	1	2
244	в этой	6	2
245	только один	1	2
246	как он	6	2
247	вообще не	1	2
248	что она	3	2
249	внутренней речи	5	2
250	из виду	2	2
251	на этом	1	2
252	именно это	1	2
253	в основу	1	2
254	этим самым	1	2
255	на протяжении	2	2
256	этом смысле	2	2
257	ведь если	1	2
258	от действия	2	2
259	он является	2	2
260	не понимают	2	2
261	в высшей	7	2
262	процесса развития	2	2
263	ни с	1	2
264	произведение с	1	2
265	такой же	1	2
266	и тогда	2	2
267	нисколько не	2	2
268	в эту	4	2
269	том как	1	2
270	таким же	3	2
271	бы к	3	2
272	то его	1	2
273	не от	1	2
274	в отличие	3	2
275	где она	1	2
276	но эта	3	2
277	друг другу	1	2
278	однако в	1	2
279	где нет	1	2
280	в совершенной	1	2
281	даже в	4	2
282	в отношении	6	2
283	как о	1	2
284	дело не	1	2
285	дело в	1	2
286	одна из	1	2
287	и притом	1	2
288	весь этот	1	2
289	смысла но	1	2
290	в нас	1	2
291	проблема и	1	2
292	не могло	2	2
293	только не	1	2
294	вытекает из	3	2
295	слова как	1	2
296	и лишь	1	2
297	из элементов	1	2
298	отличается от	1	2
299	оторванная от	1	2
300	и это	3	2
301	с ее	2	2
302	здесь не	1	2
303	внутренняя речь	3	2
304	сам становится	2	2
305	был бы	1	2
306	является в	1	2
307	поэтому в	1	2
308	для этого	3	2
309	упускается из	1	2
310	ничего не	3	2
311	на все	2	2
312	знака и	1	2
313	в самой	3	2
314	развития как	1	2
315	или на	1	2
316	и во	1	2
317	переходит в	1	2
318	в языке	1	2
319	что и	2	2
320	и только	3	2
321	когда говорят	1	2
322	и мир	1	2
323	говорит в	1	2
324	предмета и	1	2
325	но так	1	2
326	мы увидим	2	2
327	должен быть	2	2
328	в самое	1	2
329	именно на	1	2
330	не можем	3	2
331	является не	1	2
332	в данной	1	2
333	из них	3	2
334	тогда он	1	2
335	особенно ясной	1	2
336	сами по	1	2
337	от того	2	2
338	же деле	1	2
339	и даже	5	2
340	или иной	2	2
341	в области	1	2
342	и из	2	2
343	связаны с	1	2
344	и тех	1	2
345	к которому	6	2
346	и др	5	2
347	связано с	1	2
348	самом же	1	2
349	и самый	2	2
350	которыми в	1	2
351	нет никаких	2	2
352	материал и	1	2
353	с такой	2	2
354	смысле этого	3	2
355	этого слова	3	2
356	а к	1	2
357	но это	1	2
358	но для	2	2
359	сознания и	1	2
360	от него	1	2
361	у них	2	2
362	мы должны	6	2
363	именно для	1	2
364	в целях	1	2
365	одной из	3	2
366	но если	2	2
367	именно потому	1	2
368	бы быть	1	2
369	к этому	4	2
370	я и	1	1
371	от этой	1	1
372	неотделима от	1	1
373	рассматривать в	1	1
374	сам по	1	1
375	и то	1	1
376	тех же	1	1
377	переход от	4	1
378	для науки	1	1
379	и закон	1	1
380	и принципиально	1	1
381	вещь не	1	1
382	и до	3	1
383	не имеют	1	1
384	все те	2	1
385	собственном смысле	3	1
386	видеть в	1	1
387	со своей	1	1
388	к созданию	1	1
389	и этот	1	1
390	не происходит	1	1
391	с в	4	1
392	есть не	1	1
393	мы имеем	3	1
394	или наоборот	1	1
395	деятельность но	1	1
396	а действительность	1	1
397	в первый	2	1
398	во времени	1	1
399	а для	1	1
400	из того	4	1
401	этого термина	1	1
402	то это	1	1
403	пространство и	1	1
404	способен овладеть	1	1
405	учение об	1	1
406	развитии в	1	1
407	это действительно	1	1
408	а следовательно	1	1
409	как у	2	1
410	тот или	1	1
411	находит в	1	1
412	коем случае	1	1
413	подвести некоторые	1	1
414	смысле мы	2	1
415	явлений и	1	1
416	не входит	1	1
417	только тогда	2	1
418	вообще как	1	1
419	должны были	3	1
420	себе и	1	1
421	изменения и	1	1
422	от действительности	5	1
423	оно является	1	1
424	неизменным в	1	1
425	значение для	4	1
426	сама по	2	1
427	один и	1	1
428	знака с	1	1
429	и вовсе	1	1
430	его на	1	1
431	с этим	3	1
432	жизни того	1	1
433	что как	3	1
434	далее мы	1	1
435	действительность его	1	1
436	в одних	1	1
437	сознания в	1	1
438	характер носит	1	1
439	следующим образом	2	1
440	как таковое	1	1
441	роль играет	1	1
442	теперь становится	1	1
443	внедряется в	1	1
444	та же	1	1
445	в нашем	1	1
446	в последнее	4	1
447	с их	2	1
448	и тот	1	1
449	предметов и	1	1
450	имеем в	1	1
451	на то	6	1
452	всей его	2	1
453	и если	1	1
454	положение что	2	1
455	не слово	2	1
456	физического тела	1	1
457	время и	1	1
458	и интересов	1	1
459	он не	7	1
460	же именно	1	1
461	роли в	2	1
462	моменты которые	2	1
463	этого вопроса	1	1
464	не к	1	1
465	которого речь	1	1
466	мы полагаем	1	1
467	по существу	5	1
468	новой форме	1	1
469	чем она	1	1
470	еще одну	1	1
471	и по	3	1
472	между знаком	3	1
473	одно и	1	1
474	но все	2	1
475	исходя из	1	1
476	что является	1	1
477	а вместе	1	1
478	всех стадиях	1	1
479	факт что	1	1
480	проблем теории	1	1
481	он знал	1	1
482	значение в	3	1
483	некоторые итоги	1	1
484	и второй	1	1
485	эту тенденцию	1	1
486	зрения на	1	1
487	и обратно	2	1
488	того или	1	1
489	по различным	2	1
490	с другими	3	1
491	объективной действительности	2	1
492	с так	1	1
493	приходит в	1	1
494	при данных	1	1
495	к теории	1	1
496	психологизма и	1	1
497	нет в	1	1
498	о которых	3	1
499	и теоретической	1	1
500	с этой	2	1
501	на друга	1	1
502	качественное своеобразие	1	1
503	значит не	1	1
504	чем в	2	1
505	в развитии	26	1
506	можно считать	2	1
507	должно быть	2	1
508	автора и	1	1
509	не больше	1	1
510	связаны между	1	1
511	на первый	1	1
512	не выдерживает	1	1
513	что между	2	1
514	нельзя их	1	1
515	и при	1	1
516	именно и	1	1
517	объективными признаками	1	1
518	в их	2	1
519	она в	1	1
520	развития что	1	1
521	мы говорили	1	1
522	дальнейшее развитие	1	1
523	значение то	1	1
524	могло бы	1	1
525	о языке	2	1
526	на место	2	1
527	идеалистическое понимание	1	1
528	и той	2	1
529	единство и	1	1
530	из основного	1	1
531	тому чтобы	2	1
532	том же	2	1
533	условием для	2	1
534	от внешней	5	1
535	как проблема	1	1
536	же мы	1	1
537	то с	1	1
538	его психологической	1	1
539	должен совершаться	1	1
540	а от	1	1
541	объективную действительность	2	1
542	его внутреннего	1	1
543	еще один	2	1
544	с ним	3	1
545	тем самым	3	1
546	и роль	1	1
547	что эта	6	1
548	знаком и	3	1
549	самого начала	1	1
550	того как	4	1
551	к этим	1	1
552	на него	1	1
553	когда они	1	1
554	иметь в	1	1
555	для всего	2	1
556	двух явлений	1	1
557	больше чем	2	1
558	действительности но	1	1
559	при всем	1	1
560	учения о	2	1
561	речь является	1	1
562	пути и	1	1
563	как она	1	1
564	и связи	1	1
565	связь и	1	1
566	не ставит	1	1
567	то у	1	1
568	же этот	1	1
569	убедиться в	1	1
570	в сознании	1	1
571	происходит то	1	1
572	целом и	1	1
573	деле он	1	1
574	и делает	1	1
575	совершенно необходимо	1	1
576	больше того	3	1
577	не потому	2	1
578	с другом	2	1
579	в момент	1	1
580	во все	2	1
581	и другой	2	1
582	числе и	3	1
583	мере того	1	1
584	не встречается	1	1
585	той или	2	1
586	свое значение	1	1
587	что при	3	1
588	плоскости в	2	1
589	как известно	6	1
590	жизни уже	1	1
591	правда не	1	1
592	и самое	1	1
593	случайных обстоятельств	1	1
594	основным для	1	1
595	но по	1	1
596	вывод что	1	1
597	на основе	7	1
598	общения между	1	1
599	определенным образом	1	1
600	языка и	3	1
601	в собственном	3	1
602	как по	2	1
603	последнее время	5	1
604	чтобы быть	1	1
605	в себя	2	1
606	с самого	1	1
607	и может	1	1
608	речи то	1	1
609	те случаи	1	1
610	нами теории	1	1
611	можно было	5	1
612	для него	3	1
613	и социальные	1	1
614	и вообще	2	1
615	по теории	1	1
616	по мере	1	1
617	в коем	1	1
618	первый план	1	1
619	на ряд	1	1
620	об этом	3	1
621	и человека	3	1
622	является по	1	1
623	действительность с	1	1
624	и здесь	1	1
625	и должно	1	1
626	и возможно	1	1
627	в действительной	1	1
628	имеет еще	1	1
629	язык и	1	1
630	но мы	3	1
631	одного из	1	1
632	к действительности	8	1
633	что его	4	1
634	и который	1	1
635	отчета в	2	1
636	там же	1	1
637	общение в	1	1
