N	2gram	Tiupa_Hudo_2	Problema
1	и не	18	28
2	то есть	1	27
3	не только	11	24
4	только в	4	23
5	в виде	2	22
6	вовсе не	2	21
7	и в	28	20
8	в том	15	20
9	не просто	1	16
10	все эти	1	16
11	то что	6	15
12	потому что	2	15
13	точки зрения	2	14
14	той или	1	14
15	было бы	3	14
16	но и	9	14
17	также и	1	13
18	перед нами	11	13
19	не в	13	13
20	или иной	2	13
21	в нашем	2	12
22	в себе	9	12
23	том что	19	12
24	с точки	2	11
25	по себе	1	11
26	прежде всего	3	11
27	как будто	4	11
28	едва ли	3	10
29	отнюдь не	2	10
30	тем не	4	10
31	и его	5	10
32	не менее	5	10
33	так и	8	10
34	в качестве	4	10
35	не является	2	10
36	в этом	13	9
37	может быть	8	9
38	и даже	1	9
39	все это	3	9
40	но в	2	8
41	содержит в	1	8
42	если бы	6	8
43	что он	8	8
44	в той	1	8
45	и все	7	8
46	то же	6	7
47	мы не	1	7
48	в ней	3	7
49	еще не	3	7
50	и с	6	7
51	это не	6	7
52	здесь не	2	7
53	хотя бы	2	7
54	и тем	1	7
55	с другой	3	7
56	именно в	2	7
57	сказать что	2	7
58	а не	14	7
59	и потому	1	7
60	такого рода	1	7
61	мы имеем	1	6
62	как символ	1	6
63	при этом	11	6
64	об этом	7	6
65	как и	11	6
66	в данном	2	6
67	же самое	3	6
68	а также	2	6
69	так что	1	6
70	но это	1	6
71	и от	2	6
72	для нас	3	6
73	другой стороны	1	6
74	в таком	1	6
75	но не	4	5
76	как в	5	5
77	хотя и	1	5
78	в нем	3	5
79	да и	5	5
80	в них	3	5
81	в этих	3	5
82	когда мы	1	5
83	и о	4	5
84	в ее	18	5
85	данном случае	2	5
86	о том	12	5
87	можно сказать	6	5
88	жизни и	6	5
89	уже не	10	5
90	так как	1	5
91	то и	4	5
92	человеческой жизни	6	5
93	не может	4	5
94	вместе с	2	5
95	так же	3	5
96	не существует	1	5
97	или в	3	5
98	и т	4	4
99	это и	1	4
100	человеческих отношений	2	4
101	нет никакой	1	4
102	уже в	1	4
103	в этой	5	4
104	что она	7	4
105	времени и	1	4
106	несмотря на	3	4
107	в своей	6	4
108	в одном	3	4
109	тем самым	2	4
110	отличается от	1	4
111	только не	2	4
112	в разных	1	4
113	в самой	1	4
114	ни о	3	4
115	можно было	3	4
116	жизнь и	1	4
117	с ним	7	4
118	никак не	1	4
119	во всех	1	4
120	и только	2	4
121	одной из	3	4
122	и ее	3	4
123	или даже	1	4
124	ни с	2	4
125	что не	2	4
126	уже давно	1	4
127	как бы	5	4
128	в художественном	4	4
129	как раз	4	4
130	и для	2	4
131	бы даже	1	4
132	же в	1	4
133	а в	6	4
134	в то	6	4
135	самом деле	3	3
136	в каждой	1	3
137	и на	3	3
138	он был	1	3
139	но как	1	3
140	чем же	1	3
141	поскольку они	1	3
142	же и	2	3
143	в своем	5	3
144	и к	2	3
145	бы и	4	3
146	т д	2	3
147	но все	1	3
148	человека в	4	3
149	в другом	2	3
150	того или	2	3
151	с другими	3	3
152	из них	2	3
153	в жизни	8	3
154	глубоко и	1	3
155	как это	7	3
156	трактуется как	1	3
157	и другое	1	3
158	как о	3	3
159	дело не	2	3
160	на себе	1	3
161	и сама	4	3
162	казалось бы	6	3
163	имеем дело	1	3
164	в области	1	3
165	к тому	7	3
166	себе в	2	3
167	как мы	2	3
168	с собой	2	3
169	все в	1	3
170	к нему	3	3
171	в его	11	3
172	что и	4	3
173	то для	1	3
174	не мешает	1	3
175	без этого	1	3
176	для всех	1	3
177	в начале	1	3
178	здесь мы	1	3
179	для него	5	3
180	себе и	1	3
181	тем что	6	3
182	для того	4	3
183	не было	6	3
184	были бы	1	3
185	еще и	2	3
186	нет ничего	2	3
187	о себе	3	3
188	ни на	1	3
189	независимо от	1	3
190	для искусства	1	3
191	или иного	2	3
192	а если	1	3
193	и более	1	3
194	в условиях	1	3
195	только для	2	3
196	это уже	2	3
197	слова но	1	3
198	все они	3	3
199	совершенно не	1	3
200	из этого	1	3
201	что в	5	3
202	точно так	1	3
203	которая не	1	3
204	для ее	1	2
205	чтобы не	3	2
206	и весьма	1	2
207	и то	2	2
208	бы для	1	2
209	за собой	1	2
210	по преимуществу	3	2
211	обойтись без	1	2
212	в которой	1	2
213	которые тоже	1	2
214	функции в	1	2
215	время как	1	2
216	говорить о	2	2
217	ему в	2	2
218	и он	3	2
219	между собой	1	2
220	мы читаем	2	2
221	нам представляется	2	2
222	столь же	3	2
223	не то	1	2
224	нет и	1	2
225	за пределы	1	2
226	что они	4	2
227	все же	2	2
228	человеческая жизнь	1	2
229	то в	4	2
230	со своей	2	2
231	что это	5	2
232	ни одна	1	2
233	тому же	2	2
234	что без	1	2
235	он не	4	2
236	в корне	1	2
237	с ее	5	2
238	том чтобы	1	2
239	на земле	1	2
240	не будет	2	2
241	а его	1	2
242	его в	2	2
243	но именно	2	2
244	этого не	1	2
245	и тогда	2	2
246	в котором	6	2
247	она в	2	2
248	и уж	1	2
249	самое время	1	2
250	с такою	2	2
251	и всякого	1	2
252	не могли	1	2
253	однако в	2	2
254	дело в	1	2
255	того чтобы	4	2
256	и притом	1	2
257	к ней	2	2
258	однако это	1	2
259	у меня	1	2
260	есть только	1	2
261	во все	1	2
262	они и	2	2
263	для себя	6	2
264	и это	3	2
265	настолько что	1	2
266	на нечто	1	2
267	приходит к	2	2
268	но по	1	2
269	и говорит	1	2
270	в пределах	1	2
271	и когда	1	2
272	дерева и	1	2
273	остановимся на	1	2
274	и что	1	2
275	учения о	1	2
276	в значительной	1	2
277	это было	2	2
278	на всех	1	2
279	с его	5	2
280	нечто иное	1	2
281	тотчас же	1	2
282	том как	2	2
283	символ этот	1	2
284	с ними	3	2
285	дело с	2	2
286	то он	1	2
287	тот или	1	2
288	со всеми	1	2
289	себя в	8	2
290	только на	5	2
291	заключается в	1	2
292	за ним	1	2
293	в конце	1	2
294	то время	1	2
295	в других	4	2
296	о которых	2	2
297	в самом	5	2
298	а именно	1	2
299	ряд с	1	2
300	как же	2	2
301	это все	1	2
302	говорит о	4	2
303	все время	3	2
304	была бы	3	2
305	что перед	1	2
306	в это	3	2
307	представить себе	1	2
308	поэтому не	1	2
309	был в	1	2
310	этого произведения	3	2
311	лет назад	1	2
312	от нас	1	2
313	из себя	1	2
314	еще более	1	2
315	будто бы	3	2
316	и вдруг	1	2
317	жизни в	7	2
318	с ней	1	2
319	в частности	7	2
320	и жизнь	1	2
321	можно назвать	1	2
322	к людям	2	1
323	одним из	1	1
324	таком случае	1	1
325	человека и	3	1
326	становится в	1	1
327	ему становится	1	1
328	перед лицом	1	1
329	от своей	1	1
330	к другому	1	1
331	его своей	1	1
332	для общего	1	1
333	же как	2	1
334	при анализе	1	1
335	на душе	2	1
336	что между	1	1
337	что если	1	1
338	непрерывном движении	1	1
339	и совсем	1	1
340	не была	1	1
341	на себя	3	1
342	на свою	1	1
343	всю ночь	3	1
344	что можно	1	1
345	жизни это	1	1
346	в черном	2	1
347	это время	1	1
348	характером и	1	1
349	и самого	1	1
350	и этого	1	1
351	тургенева и	1	1
352	на них	1	1
353	бы то	1	1
354	тем как	2	1
355	к нулю	1	1
356	и оскорбительно	1	1
357	о смерти	3	1
358	легко может	1	1
359	не все	3	1
360	если в	2	1
361	присутствует в	1	1
362	отношение к	2	1
363	иной эстетической	1	1
364	проявлений этого	1	1
365	общая картина	1	1
366	оказывается не	1	1
367	и счастье	1	1
368	как к	1	1
369	как нам	1	1
370	это был	2	1
371	когда он	1	1
372	я должен	1	1
373	ничего и	1	1
374	напомним что	1	1
375	имеет в	1	1
376	в действительности	1	1
377	о самом	1	1
378	для которого	1	1
379	себе как	1	1
380	ни один	1	1
381	как некий	1	1
382	он в	1	1
383	жизни так	2	1
384	бы не	3	1
385	из этих	2	1
386	его же	1	1
387	поскольку в	1	1
388	тоже не	2	1
389	остановиться на	1	1
390	который всегда	1	1
391	того именно	1	1
392	но ведь	1	1
393	как он	3	1
394	с чем	1	1
395	если для	1	1
396	толстой считал	1	1
397	или нескольких	1	1
398	и еще	1	1
399	нее и	1	1
400	в принципе	2	1
401	пор мы	1	1
402	отношений между	1	1
403	у толстого	1	1
404	в силу	1	1
405	а потом	1	1
406	и исключительно	1	1
407	лишь с	1	1
408	русской классической	1	1
409	от нее	1	1
410	то ни	1	1
411	тем в	1	1
412	в поведении	1	1
413	единственный способ	1	1
414	искусства в	1	1
415	дело здесь	1	1
416	всю свою	1	1
417	например с	1	1
418	однако здесь	1	1
419	к области	1	1
420	человека здесь	1	1
421	рядом с	5	1
422	в соединении	1	1
423	жизни то	2	1
424	не всегда	1	1
425	и уже	4	1
426	жизни но	1	1
427	чем в	1	1
428	только тем	2	1
429	во время	1	1
430	и при	1	1
431	в атмосфере	1	1
432	внешним и	2	1
433	это ощущение	1	1
434	переходе от	1	1
435	человеком и	1	1
436	не как	2	1
437	жизни с	2	1
438	от его	1	1
439	признать что	1	1
440	эта картина	1	1
441	бы так	1	1
442	над ними	1	1
443	вырастает в	1	1
444	взгляд и	1	1
445	в своих	1	1
446	символикой и	1	1
447	том же	1	1
448	именно так	2	1
449	вместе со	2	1
450	даже в	1	1
451	тому что	4	1
452	раз и	1	1
453	человек и	1	1
454	и какие	1	1
455	самого начала	1	1
456	что ему	1	1
457	ее с	1	1
458	от жизни	1	1
459	у него	5	1
460	пока еще	3	1
461	чем не	1	1
462	никогда не	5	1
463	появляются в	1	1
464	в отношениях	1	1
465	ничего не	5	1
466	жизни не	2	1
467	это то	1	1
468	это именно	1	1
469	по своей	1	1
470	и любовь	1	1
471	в самостоятельную	1	1
472	смотрела на	1	1
473	в основе	2	1
474	в будущем	1	1
475	человеком а	1	1
476	перед ним	1	1
477	в символ	1	1
478	с разными	1	1
479	ведь даже	1	1
480	такова что	2	1
481	сама жизнь	1	1
482	об одном	1	1
483	числе и	1	1
484	всего в	1	1
485	бы он	1	1
486	мысли о	2	1
487	в каждом	1	1
488	звездного неба	1	1
489	что все	3	1
490	нам о	1	1
491	матери в	1	1
492	этом произведении	1	1
493	с самого	1	1
494	и исчезает	1	1
495	на свой	2	1
496	на том	1	1
497	и сам	5	1
498	то как	1	1
499	особенно в	1	1
500	реальной жизни	1	1
501	которая была	2	1
502	произведения не	2	1
503	сам он	2	1
504	символики это	1	1
505	когда в	3	1
506	не нужно	1	1
507	это только	1	1
508	мы в	1	1
509	этой жизни	1	1
510	начале этого	1	1
511	о ней	1	1
512	именно потому	1	1
513	и здесь	1	1
514	внимание на	3	1
515	настоящее время	1	1
516	как ее	1	1
517	в глаза	1	1
518	все его	3	1
519	душ и	1	1
520	нас в	1	1
521	этих двух	1	1
522	места и	1	1
523	жили в	1	1
524	приветливо и	1	1
525	и всякая	1	1
526	это нужно	1	1
527	природы и	1	1
528	внешним образом	1	1
529	соединении с	1	1
530	которая и	1	1
531	уже во	1	1
532	по своим	1	1
533	в окна	1	1
534	боге любви	1	1
535	и об	2	1
536	и она	1	1
537	достоевского и	1	1
538	того что	1	1
539	быть и	1	1
540	известном смысле	1	1
541	оно и	1	1
542	и личной	1	1
543	обе эти	1	1
544	идет по	2	1
545	время когда	1	1
546	среди других	3	1
547	на другие	1	1
548	было что	1	1
549	что даже	2	1
550	и так	1	1
551	который в	2	1
552	по мнению	1	1
553	для нее	4	1
554	в контексте	2	1
555	не происходит	1	1
556	но ее	1	1
557	с одной	3	1
558	и у	2	1
559	ни одного	2	1
560	в нашей	1	1
561	а он	1	1
562	и хорошо	1	1
563	где бы	1	1
564	превращаются в	1	1
565	эти два	1	1
566	не связанных	1	1
567	нуждается в	2	1
568	ведь это	1	1
569	на одном	1	1
570	настолько чтобы	1	1
571	т п	2	1
572	нежная и	1	1
573	для меня	1	1
574	не о	1	1
575	не случайно	10	1
576	жизни на	2	1
577	ее на	2	1
578	бы это	1	1
579	толстой в	1	1
580	представляется в	2	1
581	ней и	1	1
582	и точно	1	1
583	до сих	2	1
584	нельзя сказать	1	1
585	думал он	1	1
586	бы эти	1	1
587	такое же	1	1
588	до конца	1	1
589	в рассказе	21	1
590	только по	1	1
591	превращается в	4	1
592	церкви и	1	1
593	однако и	2	1
594	слова своего	1	1
595	о чем	8	1
596	когда же	2	1
597	она говорит	2	1
598	бы оно	1	1
599	на фоне	3	1
600	от страха	2	1
601	зачем же	1	1
602	который бы	1	1
603	человека к	1	1
604	жизнь есть	2	1
605	для осуществления	1	1
606	при переходе	1	1
607	и красота	1	1
608	одной стороны	3	1
609	к жизни	1	1
610	это были	1	1
611	что же	2	1
612	о соотношении	1	1
613	исходя из	1	1
614	во всю	1	1
615	с этой	1	1
616	слова и	1	1
617	художественное произведение	1	1
618	и нет	1	1
619	сих пор	2	1
620	видно что	1	1
621	сердце у	1	1
622	мышление и	1	1
623	но для	1	1
624	за его	1	1
625	отношениях к	1	1
626	ли в	3	1
627	мира и	1	1
628	в настоящее	1	1
629	в третьем	1	1
630	бы в	1	1
631	но зато	1	1
632	по самой	1	1
633	между внешним	2	1
634	отношении к	1	1
635	за этим	1	1
636	нам в	1	1
637	о своем	4	1
638	между ними	2	1
639	не знает	1	1
640	природы не	1	1
641	который подобно	1	1
642	должен иметь	1	1
643	жизни а	1	1
644	это просто	1	1
645	он предполагает	1	1
646	т е	2	1
647	бы его	1	1
648	он и	1	1
649	только о	1	1
650	себе но	2	1
651	которого нет	1	1
652	к этой	1	1
653	как нарастающая	1	1
654	в искусстве	1	1
655	и другие	5	1
656	по поводу	3	1
657	это в	1	1
658	прежде в	1	1
659	во сне	3	1
660	как на	2	1
661	том числе	1	1
662	во власть	1	1
663	гораздо более	2	1
664	смысле что	1	1
