N	4gram	Medvedev_F_1	Dialekti
1	в то же время	8	3
2	не говоря уже о	1	2
3	но даже и на	1	1
4	сами по себе не	1	1
5	с одной стороны и	4	1
6	на самом деле это	1	1
7	и с точки зрения	1	1
8	в том отношении что	1	1
9	что бы то ни	2	1
10	на самом же деле	1	1
11	и в то же	1	1
12	взятые сами по себе	1	1
13	же время никогда не	1	1
14	мы уже знаем что	1	1
15	и до сих пор	1	1
16	тем не менее в	1	1
17	во что бы то	2	1
18	т е таких которые	1	1
19	в связи с этим	2	1
20	бы то ни стало	2	1
21	что на самом деле	1	1
22	все более и более	2	1
