N	2gram	Tiupa_Hudo_1	Myshleni
1	в этом	11	29
2	точки зрения	5	28
3	и в	14	26
4	для себя	3	24
5	не только	12	24
6	то что	8	24
7	с точки	3	21
8	того чтобы	3	19
9	в том	12	18
10	и не	2	18
11	том что	16	17
12	потому что	5	16
13	для других	2	15
14	как и	9	15
15	к слову	1	14
16	как мы	3	14
17	того что	4	14
18	так как	1	14
19	в ходе	3	12
20	и его	5	12
21	что в	6	12
22	мысли и	1	11
23	в которой	1	11
24	в слове	1	11
25	только не	1	11
26	но и	5	11
27	не может	7	11
28	что они	1	10
29	по своей	4	10
30	в сущности	1	9
31	в самом	4	9
32	в себе	11	9
33	тому что	4	9
34	мысли в	1	9
35	мышления и	2	9
36	тем что	3	9
37	что мы	1	9
38	по своему	3	9
39	же как	2	8
40	то же	9	8
41	той же	2	8
42	что она	4	8
43	что он	9	8
44	только в	5	8
45	мы пытались	1	8
46	сказать что	1	8
47	тем самым	1	8
48	и то	1	7
49	мы не	2	7
50	и к	4	7
51	с самого	1	7
52	самого начала	1	7
53	о природе	3	7
54	к тому	7	7
55	в ситуации	1	7
56	может быть	5	7
57	прежде всего	11	7
58	самом деле	5	6
59	вопрос о	2	6
60	во всех	1	6
61	по отношению	8	6
62	все же	3	6
63	все эти	3	6
64	было бы	6	6
65	и тем	1	6
66	в ее	3	6
67	что эта	1	6
68	нас к	1	6
69	и что	2	6
70	в какой	1	6
71	иначе как	1	6
72	именно в	7	6
73	а не	12	6
74	как бы	7	6
75	в смысле	1	6
76	мы должны	1	6
77	все что	1	6
78	речь не	1	5
79	в целом	2	5
80	же мере	2	5
81	чем это	1	5
82	с внешней	2	5
83	в силу	1	5
84	и с	4	5
85	нашего исследования	1	5
86	с тем	1	5
87	что этот	1	5
88	у нее	2	5
89	она не	4	5
90	слова как	2	5
91	же самое	1	5
92	данном случае	1	5
93	никак не	2	5
94	во второй	5	5
95	если бы	3	5
96	в виду	1	5
97	на вопрос	2	5
98	можно сказать	4	5
99	как она	2	5
100	с одной	1	5
101	в качестве	9	5
102	на всем	1	5
103	в начале	2	5
104	одно из	1	5
105	слова в	2	5
106	одной стороны	1	5
107	до конца	2	5
108	как это	1	5
109	в данном	1	5
110	отношению к	8	5
111	с этой	2	5
112	и для	3	5
113	в речи	2	5
114	бы в	1	5
115	только что	4	5
116	отношения между	1	4
117	едва ли	3	4
118	на пороге	1	4
119	еще не	7	4
120	с другой	1	4
121	если в	2	4
122	это и	1	4
123	как в	8	4
124	стороны и	1	4
125	но в	5	4
126	на то	4	4
127	внутреннюю сторону	1	4
128	в такой	2	4
129	не в	7	4
130	не менее	5	4
131	никогда не	6	4
132	своей природе	2	4
133	связи с	4	4
134	не могут	1	4
135	что оно	1	4
136	приводит к	3	4
137	что у	3	4
138	о том	12	4
139	в его	8	4
140	и только	1	4
141	одной из	2	4
142	так что	2	4
143	во внешней	1	4
144	то и	3	4
145	в конце	4	4
146	друг друга	5	4
147	о чем	1	4
148	речь в	2	4
149	и от	4	4
150	то о	2	4
151	этой точки	1	4
152	связана с	1	3
153	на самом	2	3
154	только потому	2	3
155	в первом	1	3
156	к другому	4	3
157	мы уже	4	3
158	и столь	1	3
159	в ней	4	3
160	в чем	1	3
161	мышления как	2	3
162	но не	3	3
163	нет и	1	3
164	в этой	8	3
165	в одной	2	3
166	как к	3	3
167	психологического анализа	1	3
168	в этот	1	3
169	из этих	1	3
170	он не	4	3
171	в первой	6	3
172	чем у	1	3
173	содержит в	1	3
174	наших глазах	1	3
175	и по	3	3
176	так и	13	3
177	об этом	5	3
178	такой же	3	3
179	для него	10	3
180	в своей	10	3
181	друг другу	1	3
182	тем не	4	3
183	состоит в	2	3
184	том и	1	3
185	для нее	2	3
