N	3gram	Trubetskoy_1	Psycholo
1	в самом деле	1	18
2	на то что	4	12
3	в том что	7	11
4	с точки зрения	9	9
5	то же самое	1	8
6	для того чтобы	6	8
7	заключается в том	1	6
8	с самого начала	1	6
9	до сих пор	5	5
10	совершенно ясно что	1	5
11	о которых мы	1	5
12	и в этом	1	3
13	и то и	1	3
14	и то что	3	3
15	указывает на то	1	3
16	о том что	2	3
17	речь идет о	1	3
18	то и другое	1	3
19	должны были бы	1	2
20	которых мы говорили	1	2
21	заключается не в	1	2
22	на самом деле	6	2
23	только в том	2	2
24	только то что	1	2
25	вместе с тем	3	2
26	в данном случае	3	2
27	смысле этого слова	1	2
28	и как бы	1	2
29	во всяком случае	6	2
30	потому что они	1	2
31	в лучшем случае	3	2
32	и вместе с	2	2
33	в свою очередь	1	2
34	к тому что	2	2
35	и в другом	2	2
36	для нас важно	1	1
37	в том виде	1	1
38	но все же	1	1
39	более или менее	4	1
40	в том и	2	1
41	указали на то	1	1
42	своих отношениях к	1	1
43	она могла бы	1	1
44	того или иного	2	1
45	он не может	1	1
46	данном случае и	1	1
47	что он не	2	1
48	в том случае	4	1
49	не могло бы	1	1
50	представить себе что	1	1
51	в этом отношении	1	1
52	что не только	1	1
53	с тем чтобы	3	1
54	заключает в себе	1	1
55	можно было бы	3	1
56	элементов из которых	1	1
57	на себя как	2	1
58	том случае если	3	1
59	речь идет не	1	1
60	мы уже указали	1	1
61	и в своем	1	1
62	в применении к	1	1
63	и что в	1	1
64	в противоречие с	2	1
65	из которых каждая	1	1
66	тот факт что	2	1
67	с необычайной ясностью	1	1
68	состоит в том	1	1
69	не может согласиться	1	1
70	в зависимость от	2	1
71	мы говорили выше	1	1
72	но не к	1	1
73	себя как на	2	1
74	может согласиться с	1	1
75	а между тем	5	1
76	в своих отношениях	1	1
77	а в том	1	1
78	и все же	1	1
79	в том чтобы	1	1
80	и в течение	1	1
81	что и то	1	1
82	ему что он	1	1
83	к тому чтобы	4	1
84	уже указали на	1	1
85	сплошь и рядом	1	1
86	совершенно очевидно что	1	1
87	не может быть	4	1
88	она не может	2	1
89	только для того	1	1
90	к тому же	1	1
91	но этого мало	1	1
