N	2gram	Tiupa_Lite_3	Komedia
1	и в	16	22
2	и не	22	21
3	том что	8	13
4	в том	12	12
5	так как	1	11
6	со стороны	7	11
7	потому что	3	10
8	в самом	3	9
9	вместе с	5	9
10	в этом	14	8
11	его в	2	8
12	в глазах	3	8
13	в своем	1	8
14	о том	6	8
15	если бы	2	8
16	в его	6	8
17	что и	2	8
18	что он	5	8
19	едва ли	3	7
20	то же	9	7
21	при этом	15	7
22	не по	1	7
23	в конце	2	7
24	о чем	3	7
25	а в	5	7
26	в свою	2	7
27	того же	2	6
28	самом деле	3	6
29	еще не	6	6
30	так что	1	6
31	тому же	5	6
32	в то	9	6
33	и его	6	6
34	к тому	6	6
35	того чтобы	2	6
36	свою очередь	1	6
37	для того	2	6
38	может быть	12	6
39	как раз	2	6
40	во время	1	6
41	к этому	2	6
42	отношение к	2	5
43	но в	3	5
44	не только	14	5
45	а по	2	5
46	он не	1	5
47	в своей	7	5
48	то это	2	5
49	не менее	2	5
50	же время	7	5
51	связи с	2	5
52	к себе	8	5
53	и сам	2	5
54	хотя и	4	5
55	к нему	1	5
56	что в	2	5
57	по отношению	4	5
58	из них	4	5
59	тем что	2	5
60	прежде всего	3	5
61	как это	3	5
62	все это	1	5
63	и т	1	4
64	на себя	2	4
65	в ней	1	4
66	он был	1	4
67	с другой	6	4
68	нет и	1	4
69	отнюдь не	3	4
70	все же	2	4
71	когда он	2	4
72	то что	12	4
73	что к	1	4
74	в себе	6	4
75	и с	2	4
76	с тем	1	4
77	несмотря на	2	4
78	точки зрения	7	4
79	не в	10	4
80	однако в	4	4
81	в отношении	1	4
82	у него	1	4
83	друг друга	1	4
84	так и	9	4
85	здесь нет	1	4
86	т п	1	4
87	вовсе не	1	4
88	но и	14	4
89	до конца	4	4
90	ничем не	1	4
91	а не	12	4
92	в связи	1	4
93	и для	4	4
94	бы в	1	4
95	хотя бы	1	4
96	так же	2	4
97	идет о	1	3
98	над ней	1	3
99	который в	1	3
100	говорить о	1	3
101	к началу	1	3
102	из того	2	3
103	столь же	1	3
104	с его	6	3
105	в ее	5	3
106	с этим	1	3
107	и к	3	3
108	ситуации в	1	3
109	представляет собой	2	3
110	в этой	8	3
111	как он	1	3
