N	2gram	Bakhtin_fo_1	Vladivir
1	и в	50	40
2	то что	6	28
3	не только	9	25
4	и не	14	25
5	у него	6	24
6	то есть	33	24
7	том что	4	18
8	в том	9	18
9	но и	8	18
10	еще и	2	18
11	также и	2	17
12	что в	5	17
13	в этом	25	16
14	в его	13	14
15	так что	1	14
16	не может	6	14
17	точки зрения	5	13
18	вовсе не	13	13
19	только в	4	13
20	в конце	9	12
21	сказать что	3	12
22	никогда не	2	11
23	потому что	4	11
24	таким образом	11	11
25	о том	1	11
26	ни в	8	10
27	и его	16	10
28	прежде всего	15	10
29	как раз	13	10
30	и потому	3	10
31	и то	4	9
32	уже не	2	9
33	что это	1	9
34	в себе	3	9
35	и с	4	9
36	в своей	2	9
37	есть только	2	9
38	философии и	1	9
39	как мы	14	8
40	в своем	4	8
41	в этой	1	8
42	он не	5	8
43	не был	1	8
44	а также	2	8
45	раз и	2	8
46	для него	2	8
47	может быть	11	8
48	а не	3	8
49	так же	6	8
50	а только	2	7
51	хотя и	3	7
52	и как	10	7
53	что все	2	7
54	с тем	3	7
55	как и	8	7
56	в то	9	7
57	что и	3	7
58	того что	2	7
59	так как	6	7
60	в те	1	7
61	вместе с	3	7
62	к тому	3	7
63	а в	3	7
64	в своих	1	7
65	смысле слова	2	6
66	и на	8	6
67	кроме того	4	6
68	с точки	2	6
69	по себе	2	6
70	иной раз	1	6
71	во всем	2	6
72	и это	4	6
73	и от	1	6
74	так и	12	6
75	об этом	2	6
76	и здесь	1	6
77	и даже	2	6
78	если не	1	6
79	да и	3	6
80	хотя бы	2	6
81	отношения к	3	5
82	мы уже	11	5
83	в ней	4	5
84	совсем не	2	5
85	тут же	1	5
86	отнюдь не	5	5
87	в истории	2	5
88	все эти	9	5
89	тоже не	1	5
90	тому же	2	5
91	должно быть	1	5
92	в отношении	3	5
93	дело в	2	5
94	тем что	2	5
95	для нас	2	5
96	ничего не	9	5
97	только и	5	5
98	эти три	1	5
99	у нас	1	5
100	для себя	7	5
101	с другой	2	5
102	что он	1	5
103	только на	3	5
104	в одном	3	5
105	не было	7	5
106	в данном	2	5
107	между прочим	1	5
108	в самом	8	4
109	то же	11	4
110	вопрос о	2	4
111	учение об	1	4
112	еще не	5	4
113	но не	5	4
114	то он	1	4
115	все же	6	4
116	но в	10	4
117	бы и	1	4
118	на то	1	4
119	оно должно	1	4
120	есть все	1	4
121	было бы	2	4
122	чем в	2	4
123	в котором	4	4
124	не имеет	4	4
125	или как	4	4
126	в каком	2	4
127	то время	4	4
128	в дальнейшем	6	4
129	в глаза	2	4
130	если мы	2	4
131	при помощи	1	4
132	здесь в	2	4
133	говорит о	1	4
134	до конца	4	4
135	и все	6	4
136	в течение	2	4
137	по существу	12	4
138	в основном	5	4
139	указать на	1	4
140	в результате	6	4
141	мы должны	2	4
142	же как	2	3
143	мы имеем	1	3
144	я не	1	3
145	и был	1	3
146	здесь не	4	3
147	в чем	2	3
148	отличие от	2	3
149	независимо от	1	3
150	перед нами	1	3
151	и у	5	3
152	уже в	2	3
153	из этих	1	3
154	с их	2	3
155	в нем	24	3
156	при этом	3	3
157	является не	1	3
158	но все	5	3
159	свойств и	1	3
160	в качестве	3	3
161	это было	1	3
162	это не	6	3
163	бытие и	1	3
164	далеко не	2	3
165	не больше	1	3
