N	2gram	Tiupa_Narr_1	Komedia
1	и в	11	26
2	едва ли	3	14
3	и не	23	14
4	и его	10	12
5	к тому	6	12
6	так и	5	12
7	тому же	6	11
8	может быть	15	11
9	в том	8	11
10	в этом	12	10
11	на протяжении	7	10
12	но и	27	10
13	столь же	5	9
14	том что	7	9
15	если бы	7	9
16	вместе с	2	9
17	что в	3	9
18	ясно что	1	8
19	и на	5	7
20	не только	31	7
21	на себя	4	7
22	что и	1	7
23	из них	4	7
24	ли не	2	7
25	еще не	4	6
26	в своем	3	6
27	о том	4	6
28	в нем	4	6
29	таким образом	1	6
30	в то	4	6
31	того чтобы	4	6
32	потому что	5	6
33	и здесь	1	6
34	в двух	1	6
35	наряду с	1	6
36	во время	1	6
37	то что	9	6
38	в которой	1	5
39	с его	4	5
40	что он	3	5
41	с этим	1	5
42	для того	3	5
43	на основании	1	5
44	с тем	1	5
45	себя внимание	3	5
46	и с	3	5
47	один из	6	5
48	действующих лиц	5	5
49	в качестве	14	5
50	обращает на	3	5
51	к этому	1	5
52	уже в	1	4
53	в наиболее	2	4
54	хотя и	4	4
55	в самом	6	4
56	что это	1	4
57	в целом	3	4
58	из этих	4	4
59	это было	2	4
60	как и	13	4
61	в этих	2	4
62	тому что	1	4
63	не менее	3	4
64	важно что	1	4
65	не по	4	4
66	с и	1	4
67	судя по	1	4
68	как будто	3	4
69	как мы	2	4
70	что у	4	4
71	сразу же	1	4
72	еще в	3	4
73	его в	1	4
74	между тем	3	4
75	в его	6	4
76	только в	12	4
77	до нас	1	4
78	же в	2	4
79	в начале	3	4
80	этот раз	1	4
81	так как	1	4
82	у него	7	4
83	в последние	1	4
84	на этот	1	4
85	что для	1	4
86	прежде всего	4	4
87	мира в	4	4
88	в частности	14	4
89	как это	3	4
90	о его	2	4
91	все же	4	4
92	и для	2	4
93	и от	2	4
94	одной из	1	4
95	точки зрения	5	4
96	речь идет	3	3
97	например в	1	3
98	тех же	1	3
99	в котором	1	3
100	то же	8	3
101	в их	1	3
102	той же	1	3
103	надо было	1	3
104	похожи на	1	3
105	того же	1	3
106	это время	1	3
107	в ней	4	3
108	во всех	1	3
109	как правило	5	3
110	но не	4	3
111	по отношению	3	3
112	как в	4	3
113	что касается	2	3
114	но в	7	3
115	со своей	1	3
116	в этой	6	3
