N	2gram	Vinokur_St_2	Dialekti
1	т е	10	48
2	и не	9	27
3	а не	5	26
4	точки зрения	5	25
5	и т	9	24
6	и в	29	24
7	есть нечто	1	23
8	не только	19	23
9	т д	6	23
10	что такое	2	21
11	по себе	3	20
12	не может	2	19
13	не просто	1	18
14	ничего не	4	17
15	и что	6	15
16	что все	1	14
17	с точки	2	14
18	то что	11	14
19	в таком	1	14
20	таким образом	10	13
21	что он	13	13
22	вовсе не	6	13
23	может быть	2	13
24	и даже	3	13
25	что это	3	12
26	того что	5	12
27	не менее	3	11
28	не имеет	2	11
29	что же	1	11
30	в сущности	1	10
31	тем не	2	10
32	только не	2	10
33	не существует	1	10
34	что она	1	9
35	ни в	3	9
36	но и	19	9
37	в этом	21	8
38	и как	2	8
39	отличается от	1	8
40	так что	3	8
41	прежде всего	5	8
42	том что	27	8
43	это и	1	7
44	в самом	7	7
45	как и	2	7
46	нет никакого	2	7
47	никогда не	3	7
48	как раз	8	7
49	потому что	9	7
50	что оно	1	7
51	в виду	7	7
52	только на	1	7
53	но что	1	7
54	в особенности	2	7
55	ничем не	1	7
56	что в	19	7
57	самом деле	3	6
58	я не	7	6
59	то же	2	6
60	об этом	6	6
61	и с	4	6
62	оно не	3	6
63	утверждать что	2	6
64	если бы	2	6
65	что и	2	6
66	о том	17	6
67	и жизни	1	6
68	так как	2	6
69	даже не	1	6
70	и пр	8	6
71	не на	2	6
72	и все	1	6
73	все это	11	6
74	кроме того	4	6
75	но если	1	6
76	сам по	1	5
77	вопрос о	6	5
78	точка зрения	1	5
79	хотя и	4	5
80	и к	4	5
81	он не	9	5
82	одно и	1	5
83	так и	9	5
84	было бы	5	5
85	в них	2	5
86	мы не	1	5
87	в том	27	5
88	можно ли	1	5
89	в то	2	5
90	и его	6	5
91	только в	2	5
92	одно из	1	5
93	что для	1	5
94	как это	2	5
95	с этой	2	5
96	но это	3	5
97	жизни и	1	5
98	как на	9	5
99	и то	1	4
100	говорить о	1	4
101	мы и	1	4
102	в чем	1	4
103	нет и	2	4
104	в истории	2	4
105	я должен	1	4
106	конечно не	1	4
107	он просто	1	4
108	истории и	2	4
109	тому что	7	4
110	что есть	1	4
111	но только	1	4
112	не могут	1	4
113	а что	1	4
114	и это	2	4
115	то время	1	4
116	к тому	10	4
117	с другой	4	4
118	е не	1	4
119	для него	4	4
120	если оно	1	4
121	говорит о	2	4
122	у нас	3	4
123	так же	3	4
124	при всем	1	4
125	хотя бы	3	4
126	только что	2	4
127	е в	1	4
128	сказать что	2	4
129	была бы	5	3
130	той же	1	3
131	и тут	1	3
132	зависимости от	1	3
133	и на	6	3
134	за пределы	1	3
135	и я	2	3
136	мере в	2	3
137	в одной	2	3
138	что именно	2	3
139	с этим	3	3
140	в своем	9	3
141	все же	6	3
142	все эти	2	3
143	на то	2	3
144	в нем	4	3
145	не будет	1	3
146	он и	1	3
147	выйти за	1	3
148	и без	1	3
149	не в	4	3
150	есть еще	2	3
151	она не	1	3
152	одна из	1	3
153	в основе	1	3
154	на себя	3	3
155	же время	1	3
156	должны быть	1	3
157	и о	4	3
158	всего и	1	3
159	это было	2	3
160	все время	1	3
161	или же	1	3
162	это же	1	3
163	то и	1	3
164	при помощи	4	3
165	из них	3	3
166	каком смысле	1	3
167	сами по	2	3
168	случае не	2	3
169	тем что	3	3
170	для того	7	3
171	именно как	1	3
172	в каком	2	3
173	не было	3	3
174	его как	2	3
175	ни о	1	3
176	ни на	1	3
177	как бы	5	3
178	сравнении с	2	3
179	на свете	1	3
180	если не	2	3
181	с полной	1	3
182	и от	1	3
183	ни к	1	3
184	при его	1	3
185	только о	2	3
186	все что	1	3
187	также и	2	2
188	например в	3	2
189	же как	3	2
190	в частности	4	2
191	только потому	2	2
192	в чисто	2	2
193	в первом	1	2
194	не имеют	1	2
195	в зависимости	1	2
196	его не	3	2
197	из того	1	2
198	и он	3	2
199	в ней	7	2
200	еще не	1	2
201	верить в	1	2
202	на них	1	2
203	бы то	2	2
204	с его	2	2
205	но не	3	2
206	было указано	1	2
207	что история	1	2
208	целый ряд	1	2
209	но в	8	2
210	в условиях	1	2
211	из этих	1	2
212	бы только	1	2
213	в себе	2	2
214	тому же	3	2
215	есть но	1	2
216	и если	1	2
217	вообще не	3	2
218	при этом	2	2
219	перестает быть	1	2
220	что у	4	2
221	и по	3	2
222	на этом	1	2
223	а когда	1	2
224	говорил что	1	2
225	но совершенно	1	2
226	из нее	3	2
227	на основании	1	2
228	во внимание	2	2
229	и уже	1	2
230	несмотря на	2	2
231	она была	1	2
232	от своего	1	2
233	к истории	2	2
234	всяком случае	3	2
235	в их	3	2
236	от его	2	2
237	и эти	1	2
238	что этот	2	2
239	как видим	1	2
240	но они	2	2
241	иной раз	1	2
242	говорите что	1	2
243	иметь в	3	2
244	говорят что	2	2
245	очень мало	2	2
246	как не	1	2
247	не вполне	1	2
248	у меня	3	2
249	уже о	1	2
250	для такого	1	2
251	как мы	1	2
252	меня в	2	2
253	и сами	1	2
254	говоря уже	1	2
255	так в	1	2
256	разного рода	1	2
257	и всякого	1	2
258	и вообще	2	2
259	нас к	1	2
260	и здесь	3	2
261	никак не	2	2
262	указано что	1	2
263	и во	1	2
264	однако что	1	2
265	смысле не	1	2
266	в его	13	2
267	тех пор	1	2
268	как например	2	2
269	отцу и	1	2
270	их не	1	2
271	и тем	1	2
272	же в	1	2
273	ведь это	1	2
274	не о	1	2
275	у него	1	2
276	есть также	1	2
277	так или	1	2
278	со стороны	2	2
279	или иначе	1	2
280	именно в	4	2
281	еще и	3	2
282	себя и	1	2
283	только к	2	2
284	но как	1	2
285	и потому	2	2
286	нет ни	1	2
287	в данном	2	2
288	этом вопросе	1	2
289	с тех	1	2
290	по существу	2	2
291	быть не	1	2
292	но для	1	2
293	и для	1	2
294	или в	1	2
295	для нас	1	2
296	бы в	1	2
297	а в	1	2
298	не говоря	1	2
299	другой стороны	3	2
300	обычно не	1	2
301	совершенно не	2	2
302	по одному	1	2
303	о себе	1	2
304	бы его	1	2
305	из этого	1	2
306	точно так	1	2
307	к этой	1	2
308	а я	1	2
309	ее в	2	2
310	в своих	1	2
311	они не	2	2
312	который не	1	2
313	во всяком	3	2
314	ту же	1	1
315	речь идет	4	1
316	зависимость от	1	1
317	этом отношении	9	1
318	на самом	3	1
319	идет о	3	1
320	основан на	1	1
321	в приведенном	1	1
322	и принципиально	1	1
323	к другому	1	1
324	по преимуществу	1	1
325	высшей степени	1	1
326	едва ли	1	1
327	не говорю	1	1
328	и которая	1	1
329	по его	3	1
330	а как	4	1
331	для своего	2	1
332	на первом	2	1
333	ответить на	1	1
334	на свою	1	1
335	ничего разумеется	1	1
336	этого термина	1	1
337	конечно и	2	1
338	указал что	1	1
339	д на	1	1
340	думаю что	1	1
341	столько же	3	1
342	конечно это	1	1
343	не то	3	1
344	в общем	3	1
345	это однако	1	1
346	тогда как	2	1
347	себе и	1	1
348	тут же	1	1
349	отличаются от	1	1
350	из таких	2	1
351	с какой	1	1
352	чем же	1	1
353	исходным пунктом	1	1
354	если она	1	1
355	независимо от	1	1
356	этом его	1	1
357	что как	1	1
358	понимать в	1	1
359	нового и	1	1
360	об истории	2	1
361	более или	2	1
362	силе и	1	1
363	именно эта	1	1
364	чего же	1	1
365	них как	1	1
366	не приходится	4	1
367	в которой	11	1
368	об общих	1	1
369	был автором	2	1
370	что к	1	1
371	не те	1	1
372	только один	1	1
373	говорят о	1	1
374	сколько ни	1	1
375	кажется не	1	1
376	мы можем	1	1
377	именно то	1	1
378	в старых	1	1
379	свою собственную	1	1
380	них нет	1	1
381	не к	2	1
382	оно-то и	1	1
383	мало того	1	1
384	языком и	1	1
385	его от	1	1
386	что является	1	1
387	то ни	2	1
388	факт что	6	1
389	они должны	1	1
390	в совершенно	1	1
391	что мне	1	1
392	же сколько	1	1
393	его в	2	1
394	на почве	2	1
395	известно что	1	1
396	всю свою	1	1
397	с реальными	1	1
398	серьезного значения	1	1
399	нет в	1	1
400	ее истории	1	1
401	о чем	5	1
402	с такой	1	1
403	действительно не	2	1
404	такой же	1	1
405	нисколько не	1	1
406	речь может	1	1
407	но я	1	1
408	или менее	2	1
409	неодушевленному предмету	1	1
410	не выдерживает	1	1
411	во время	2	1
412	общества и	1	1
413	нас не	2	1
414	исключить из	2	1
415	в отношении	2	1
416	мне его	1	1
417	в котором	7	1
418	пор в	1	1
419	то для	1	1
420	что вся	1	1
421	место в	1	1
422	представление о	1	1
423	ни малейшего	1	1
424	не как	1	1
425	и неспособность	1	1
426	основана на	1	1
427	одном из	3	1
428	и той	1	1
429	но он	3	1
430	что было	2	1
431	и более	2	1
432	в устах	2	1
433	даже в	2	1
434	вплоть до	1	1
435	что эта	3	1
436	что с	2	1
437	виду что	1	1
438	еще до	4	1
439	дело не	2	1
440	по совести	1	1
441	того как	7	1
442	что ему	3	1
443	на него	1	1
444	самого и	1	1
445	сколько и	1	1
446	для кого	1	1
447	совершенно правильно	1	1
448	больше чем	1	1
449	этих двух	1	1
450	есть плод	1	1
451	связи с	4	1
452	должен решаться	1	1
453	будет зависеть	1	1
454	что на	3	1
455	в стиле	1	1
456	в движении	2	1
457	и проч	1	1
458	и картина	1	1
459	которых он	1	1
460	исходить из	1	1
461	без внимания	1	1
462	в основу	1	1
463	но все	7	1
464	чем угодно	1	1
465	что вы	1	1
466	упреков в	1	1
467	мы до	1	1
468	в каждой	1	1
469	должны говорить	1	1
470	эта последняя	1	1
471	тогда я	1	1
472	где нет	2	1
473	не могу	1	1
474	без всякого	1	1
475	в ее	2	1
476	данном случае	1	1
477	только при	1	1
478	были бы	1	1
479	средних веков	1	1
480	книги и	1	1
481	он с	1	1
482	имеет никакого	1	1
483	и совершенно	1	1
484	и сам	2	1
485	iii в	1	1
486	не с	1	1
487	было в	1	1
488	и которые	1	1
489	во многом	2	1
490	и глубоким	1	1
491	на которую	1	1
492	связанных с	1	1
493	даны в	2	1
494	говорит здесь	1	1
495	связанное с	1	1
496	быть ни	1	1
497	о смерти	1	1
498	зависеть от	1	1
499	вот почему	1	1
500	но к	1	1
501	на вопрос	3	1
502	внимание на	4	1
503	то не	1	1
504	скажу что	1	1
505	можно сказать	1	1
506	и который	2	1
507	с соответствующими	1	1
508	не дал	1	1
509	эти два	1	1
510	целиком в	1	1
511	наконец в	3	1
512	он был	2	1
513	у всех	2	1
514	свои личные	1	1
515	к ней	1	1
516	в лице	1	1
517	не зная	1	1
518	наконец и	1	1
519	но с	4	1
520	что только	1	1
521	здесь не	1	1
522	тот же	1	1
523	одной из	3	1
524	этот вопрос	2	1
525	полной убедительностью	1	1
526	не свойственно	1	1
527	очень много	1	1
528	и прочие	1	1
529	в общий	1	1
530	в качестве	5	1
531	в указанном	1	1
532	в сторону	1	1
533	вот что	3	1
534	когда говорил	1	1
535	всем его	1	1
536	ни одного	3	1
537	а это	1	1
538	а то	1	1
539	не так	1	1
540	о я	1	1
541	и также	1	1
542	в одном	6	1
543	у нее	1	1
544	заметить что	1	1
545	на ряде	1	1
546	как вся	1	1
547	таком виде	1	1
548	но одно	1	1
549	до сих	6	1
550	в каких	1	1
551	от этих	1	1
552	к которому	1	1
553	с той	2	1
554	обвинения в	2	1
555	такое же	2	1
556	или о	1	1
557	при чем	1	1
558	между ними	1	1
559	в некоторых	2	1
560	церкви и	1	1
561	не умеют	1	1
562	или с	2	1
563	в связи	1	1
564	но оно	1	1
565	связь с	2	1
566	внимания к	1	1
567	вместе с	7	1
568	от характера	1	1
569	для самого	1	1
570	относятся к	3	1
571	поскольку речь	1	1
572	тот факт	4	1
573	которая для	1	1
574	характера и	1	1
575	по своему	2	1
576	не дают	1	1
577	в течение	6	1
578	вас в	1	1
