N	3gram	Tiupa_Hudo_1	StatiiOP
1	в том что	7	17
2	о том что	1	11
3	для того чтобы	2	10
4	с точки зрения	3	8
5	с другой стороны	5	6
6	не может быть	3	5
7	в данном отношении	1	5
8	я думаю что	1	4
9	то же время	5	4
10	в том отношении	1	4
11	того или иного	3	4
12	в то же	5	4
13	по отношению к	9	3
14	то или иное	1	3
15	так же как	1	3
16	тем или иным	1	3
17	заключается в том	1	3
18	и в самом	1	3
19	в том числе	2	2
20	в этом случае	1	2
21	и в том	1	2
22	в иных случаях	1	2
23	том числе и	1	2
24	может быть и	2	2
25	по крайней мере	1	2
26	как раз в	1	2
27	с одной стороны	2	2
28	в то время	1	2
29	во втором случае	1	2
30	имеем дело с	1	2
31	так или иначе	3	2
32	мере в какой	1	2
33	в статье о	1	2
34	том отношении что	1	2
35	из этих двух	1	2
36	тем не менее	3	2
37	дело не в	1	2
38	как и в	1	2
39	однако и в	1	1
40	в той или	2	1
41	той или иной	4	1
42	в настоящее время	1	1
43	в этом смысле	3	1
44	в том и	2	1
45	в соответствии с	1	1
46	том что он	1	1
47	в одной из	1	1
48	в таких случаях	1	1
49	что он не	1	1
50	бы то ни	1	1
51	ведь это не	1	1
52	только то что	1	1
53	с которыми он	1	1
54	говорит что он	1	1
55	точно так же	1	1
56	в том случае	1	1
57	ту или иную	1	1
58	содержит в себе	1	1
59	можно даже сказать	1	1
60	той мере в	1	1
61	и в то	1	1
62	имеем перед собой	1	1
63	в той мере	1	1
64	и по отношению	1	1
65	в стилистическом отношении	2	1
66	языка не может	1	1
67	а с другой	2	1
68	и не могла	1	1
69	а в том	1	1
70	даже сказать что	1	1
71	к особенностям его	1	1
72	можно сказать не	1	1
73	но у нас	1	1
74	мы говорим о	1	1
75	бы они ни	1	1
76	они ни были	1	1
77	друг от друга	1	1
78	к тому что	2	1
79	быть не может	1	1
80	мы имеем дело	2	1
81	он не только	1	1
