N	3gram	Bakhtin_Pr_1	formyVre
1	и т п	3	11
2	с точки зрения	13	8
3	для того чтобы	1	7
4	не только в	2	5
5	то же время	9	4
6	в то же	9	4
7	как мы уже	1	4
8	друг с другом	1	4
9	к себе самому	1	3
10	имеем в виду	1	3
11	и в то	2	3
12	и в этом	5	3
13	мы уже говорили	1	3
14	в большинстве случаев	2	3
15	в том что	6	3
16	и т д	1	3
17	в другом месте	1	2
18	а следовательно и	1	2
19	то же самое	1	2
20	в этом случае	1	2
21	разрезе одного момента	1	2
22	до сих пор	2	2
23	в пределах отдельных	2	2
24	сами по себе	3	2
25	не было бы	1	2
26	может быть и	1	2
27	то что было	3	2
28	в этом отношении	3	2
29	у него есть	1	2
30	мы имеем в	1	2
31	в разрезе одного	2	2
32	даже там где	2	1
33	и в сущности	2	1
34	не значит конечно	2	1
35	он ни был	2	1
36	а вовсе не	1	1
37	значит конечно что	2	1
38	и наконец в	1	1
39	на самом деле	4	1
40	но менее всего	1	1
41	и так сказать	1	1
42	том что он	4	1
43	и для него	1	1
44	что в мире	1	1
45	за немногими исключениями	1	1
46	и его жизнь	1	1
47	они не могут	1	1
48	говорит он что	1	1
49	они вовсе не	1	1
50	он что в	1	1
51	в одном времени	2	1
52	в этом новом	1	1
53	в конце концов	5	1
54	и совершенно новое	1	1
55	между тем как	4	1
56	а так как	1	1
57	то что в	1	1
58	так сказать по	1	1
59	себе самому и	1	1
60	но он не	1	1
61	что должно быть	1	1
62	с самим собою	1	1
63	что весь этот	1	1
64	может быть или	1	1
65	в частности на	1	1
66	что действие романа	1	1
67	но и как	1	1
68	в нем мы	1	1
69	как можно больше	2	1
70	те же что	1	1
71	конечно не в	1	1
72	из одного куска	2	1
73	же что и	1	1
74	мы увидим дальше	1	1
75	то время как	1	1
76	в данном случае	2	1
77	дело идет о	3	1
78	таким образом и	1	1
79	он не знал	1	1
80	прошлому и будущему	1	1
81	на первый взгляд	1	1
82	рассеяны по всему	1	1
83	в своем существе	1	1
84	по сравнению с	1	1
85	в нашем анализе	1	1
86	прежде всего необходимо	1	1
87	своего отношения к	1	1
88	для него самого	2	1
89	это не значит	3	1
90	к прошлому и	1	1
91	но только в	1	1
92	с другой стороны	3	1
93	себе самом и	4	1
94	не может быть	4	1
95	именно в том	1	1
96	его художественного мира	1	1
97	но в то	5	1
98	этой точки зрения	1	1
99	бы он ни	2	1
100	видение и изображение	1	1
101	она дана как	1	1
102	в индивидуальном и	1	1
103	в то время	1	1
104	в свою очередь	1	1
105	рядом с этим	1	1
106	несмотря на эти	1	1
107	о том что	1	1
108	в одном из	1	1
109	с самого начала	1	1
110	новое видение и	1	1
111	как бы ни	1	1
112	может показаться что	1	1
113	выходит за пределы	1	1
114	но все же	2	1
115	предмет видения и	1	1
116	можно сказать что	1	1
117	уже не только	1	1
118	к тому что	1	1
119	точки зрения может	1	1
120	как бы в	2	1
121	на этот мир	1	1
122	и в нем	1	1
123	в пространстве а	2	1
124	в себе в	1	1
125	у него был	1	1
126	с нею в	1	1
127	быть самим собою	1	1
128	что и в	1	1
129	новое отношение к	1	1
130	конечно что в	1	1
131	совершенно новое видение	1	1
132	как мы видели	1	1
