N	2gram	Nazirov_Tv_1	Psycholo
1	то что	8	44
2	и в	21	33
3	в этом	6	28
4	и что	1	25
5	как бы	17	25
6	все время	1	24
7	потому что	5	24
8	том что	11	22
9	может быть	5	22
10	что в	12	21
11	в том	7	21
12	о том	6	20
13	что он	6	20
14	сейчас же	1	16
15	только что	2	15
16	как это	1	14
17	что это	1	13
18	таким образом	5	13
19	то есть	12	13
20	так же	3	13
21	и не	7	13
22	все это	10	13
23	сказать что	2	13
24	самом деле	2	12
25	в самом	3	12
26	было бы	1	12
27	к тому	2	12
28	и все	6	12
29	если мы	1	12
30	так как	3	12
31	он не	8	11
32	что все	3	11
33	говорит что	2	10
34	что она	2	10
35	в трагедии	1	10
36	рассказа и	1	10
37	в его	13	10
38	как она	1	10
39	не может	4	10
40	то же	13	9
41	в этой	5	9
42	и если	1	9
43	по себе	1	9
44	как раз	1	9
45	в конце	1	8
46	как будто	5	8
47	для этого	1	8
48	в рассказе	3	8
49	вместе с	2	8
50	в своем	4	7
51	не только	7	7
52	в нем	3	7
53	так что	2	7
54	до конца	2	7
55	когда он	2	7
56	и т	3	6
57	на самом	3	6
58	в сущности	1	6
59	в ней	2	6
60	перед нами	2	6
61	все эти	1	6
62	в себе	2	6
63	и вот	1	6
64	во время	1	6
65	всякий раз	1	6
66	но он	2	6
67	что эта	1	6
68	тому что	1	6
69	в самой	1	6
70	же самое	1	6
71	никак не	1	6
72	это не	4	6
73	у него	7	6
74	а не	5	6
75	мы должны	1	6
76	шекспира и	1	6
77	это и	3	5
78	мы уже	1	5
79	в целом	4	5
80	и на	7	5
81	с этим	1	5
82	все же	5	5
83	целый ряд	1	5
84	и как	4	5
85	как он	1	5
86	как и	12	5
87	самого начала	3	5
88	никогда не	3	5
89	и его	6	5
90	и это	1	5
91	с самого	3	5
92	казалось бы	1	5
93	с ним	3	5
94	заключается в	1	5
95	в какой	1	5
96	что для	2	5
97	вовсе не	5	5
98	связь с	1	5
99	и есть	1	4
100	той же	3	4
101	весь рассказ	1	4
102	в которой	3	4
103	я не	3	4
104	не то	2	4
105	говорит о	3	4
106	с офицером	2	4
107	не будет	2	4
108	это было	1	4
109	с тем	1	4
110	и уже	1	4
111	слова и	1	4
112	в своей	4	4
113	одна из	2	4
114	ее с	1	4
115	на него	1	4
116	а в	6	4
117	у нас	1	4
118	хронологической последовательности	1	4
119	и о	1	4
120	что у	1	4
121	жизнь и	1	4
122	об этом	2	4
123	о нем	1	4
124	утверждает что	1	4
125	того что	3	4
126	в двух	2	4
127	этот вопрос	1	4
128	только в	5	4
129	себя в	1	4
130	в жизни	2	4
131	при помощи	2	4
132	и других	3	4
133	из них	2	4
134	что не	2	4
135	гамлета как	1	4
136	в частности	2	4
137	мы узнаем	1	4
138	с этой	1	4
139	жизни и	3	4
140	ее в	3	4
141	это в	3	4
142	к этому	2	4
143	в таком	1	4
144	же как	1	3
145	к своей	1	3
146	и до	1	3
147	и этот	1	3
148	что если	1	3
149	говорить о	1	3
150	событий и	1	3
151	то это	1	3
152	и он	2	3
153	что его	2	3
154	это означало	2	3
155	но не	3	3
156	самом конце	1	3
157	конце концов	1	3
158	как в	8	3
159	та же	4	3
160	из этой	1	3
161	что может	1	3
162	на этом	1	3
163	в основу	1	3
164	здесь мы	2	3
165	его в	1	3
166	должен был	1	3
167	ни в	1	3
168	далеко не	3	3
169	всех этих	1	3
170	но если	3	3
171	т п	2	3
172	борьбу с	1	3
173	что этот	1	3
174	тем самым	7	3
175	она не	1	3
176	в то	15	3
177	в основе	2	3
178	мы все	1	3
179	упоминания о	1	3
180	ли это	1	3
181	нет ни	2	3
182	во все	1	3
183	он видит	3	3
184	с ее	3	3
185	и говорит	1	3
186	мнение что	1	3
187	в мире	4	3
188	так и	2	3
189	за то	2	3
190	и здесь	1	3
191	что и	2	3
192	во всей	2	3
193	вслед за	2	3
194	с одной	1	3
195	в виде	3	3
196	был бы	2	3
197	тому же	1	3
198	могло бы	1	3
199	в одном	1	3
200	сами по	1	3
201	тем что	1	3
202	и из	1	3
203	до сих	1	3
204	но и	3	3
205	на этот	1	3
206	мы никогда	1	3
207	не было	1	3
208	одной стороны	1	3
209	означало бы	1	3
210	эти слова	2	3
211	он говорит	3	3
212	видит в	1	3
213	да и	1	3
214	еще раз	1	3
215	сих пор	1	3
216	при таком	1	3
217	что оно	1	3
218	указывает на	1	3
219	тот же	2	3
220	и вдруг	1	3
221	бы его	1	3
222	к этой	1	3
223	в своих	5	3
224	точно так	2	3
225	событий в	1	3
226	также и	1	2
227	сам автор	1	2
228	всей ее	1	2
229	а как	2	2
230	мы имеем	1	2
231	впечатление от	1	2
232	время как	1	2
233	принадлежит к	1	2
234	и ее	1	2
235	это время	2	2
236	большей частью	1	2
237	не был	3	2
238	столь же	1	2
239	бы то	1	2
240	с его	11	2
241	во всех	1	2
242	и всякий	1	2
243	него все	1	2
244	как говорит	1	2
245	в одной	2	2
246	в художественном	1	2
247	нам кажется	1	2
248	и наконец	2	2
249	не в	2	2
250	и к	1	2
251	толстого в	1	2
252	в действительности	1	2
253	но в	7	2
254	бы и	1	2
