N	2gram	Medvedev_F_1	Problema
1	и в	24	30
2	в своей	11	22
3	не только	7	18
4	то что	8	18
5	в этом	15	17
6	том что	1	17
7	и даже	3	14
8	людей и	1	13
9	таким образом	13	13
10	но и	7	13
11	потому что	1	13
12	также и	1	12
13	в его	23	12
14	а именно	1	12
15	в том	6	12
16	в н	1	12
17	и не	20	12
18	так что	1	11
19	в своем	11	11
20	у него	1	11
21	в этой	6	10
22	в виде	1	10
23	для нас	1	10
24	точки зрения	16	10
25	все же	3	9
26	но в	5	9
27	который в	1	9
28	только в	2	9
29	и все	6	9
30	сказать что	1	9
31	хотя и	1	8
32	художественного творчества	1	8
33	с точки	13	8
34	вовсе не	10	8
35	но не	3	7
36	как и	11	7
37	не в	8	7
38	никогда не	4	7
39	связи с	3	7
40	у нас	5	7
41	здесь не	3	7
42	так и	18	7
43	что он	3	7
44	может быть	14	7
45	в связи	4	7
46	в результате	2	7
47	вместе с	2	7
48	и на	8	6
49	и как	3	6
50	в нем	14	6
51	его в	3	6
52	несмотря на	1	6
53	можно найти	1	6
54	и его	10	6
55	можно сказать	1	6
56	и что	2	6
57	что и	2	6
58	уже не	2	6
59	так как	1	6
60	с другой	5	6
61	прежде всего	22	6
62	как бы	6	6
63	и для	1	6
64	а в	6	6
65	другой стороны	1	6
66	в году	2	5
67	в которой	4	5
68	тем не	1	5
69	в силу	1	5
70	и с	8	5
71	с тем	2	5
72	он и	1	5
73	еще в	2	5
74	нисколько не	2	5
75	но он	1	5
76	не менее	11	5
77	и притом	1	5
78	и о	1	5
79	людей в	1	5
80	что у	1	5
81	и их	10	5
82	а не	10	5
83	не может	16	5
84	так же	4	5
85	как раз	2	5
86	в самом	5	5
87	что в	4	5
88	едва ли	1	4
89	отнюдь не	6	4
90	и к	4	4
91	в себе	3	4
92	при этом	5	4
93	но все	2	4
94	было бы	6	4
95	ни в	2	4
96	не мог	1	4
97	не так	2	4
98	в то	9	4
99	как о	4	4
100	но даже	1	4
101	ясно что	3	4
102	или в	1	4
103	даже и	2	4
104	далеко не	1	4
105	а с	1	4
106	в частности	4	4
107	в смысле	1	4
108	жизни в	2	4
109	из этого	1	4
110	новое время	1	3
111	смысле слова	1	3
112	на первом	1	3
113	в ней	10	3
114	еще не	6	3
115	в ее	8	3
116	совсем не	1	3
117	что они	1	3
118	что касается	1	3
119	от этого	2	3
120	он в	2	3
121	учение о	4	3
122	с одной	4	3
123	он не	3	3
124	в другом	1	3
