N	2gram	Tiupa_Lite_3	Dialekti
1	не есть	1	40
2	и не	22	30
3	и есть	1	19
4	а не	12	18
5	и т	1	17
6	может быть	12	17
7	то что	12	16
8	и в	16	15
9	как бы	8	14
10	точки зрения	7	14
11	не имеет	1	14
12	так как	1	14
13	по себе	2	13
14	в чуде	1	13
15	того что	9	13
16	это не	5	12
17	в этом	14	11
18	и вот	2	11
19	говорить о	1	11
20	есть чудо	1	11
21	в том	12	11
22	прежде всего	3	11
23	не может	8	11
24	и все	1	11
25	том что	8	10
26	в основе	5	10
27	потому что	3	10
28	с ее	3	10
29	это и	1	9
30	то же	9	9
31	было бы	2	9
32	с точки	3	9
33	в виду	1	9
34	уже не	3	9
35	все это	1	9
36	что иное	1	8
37	в чем	1	8
38	не в	10	8
39	в себе	6	8
40	не только	14	8
41	и о	1	8
42	и ее	2	8
43	иное как	1	8
44	это значит	1	8
45	не что	1	8
46	не просто	1	7
47	как и	5	7
48	и его	6	7
49	только в	7	7
50	что он	5	7
51	что в	2	7
52	перед нами	1	6
53	хотя и	4	6
54	и тем	3	6
55	если бы	2	6
56	в то	9	6
57	же время	7	6
58	что и	2	6
59	так что	1	6
60	вовсе не	1	6
61	и даже	2	6
62	а именно	5	6
63	нет ничего	1	6
64	сказать что	1	6
65	той же	3	5
66	и на	2	5
67	быть в	1	5
68	с его	6	5
69	сама по	1	5
70	субъекта и	5	5
71	и объекта	1	5
72	в своем	1	5
73	то в	3	5
74	на то	2	5
75	в нем	2	5
76	есть не	1	5
77	в жизни	8	5
78	одной личности	1	5
79	что такое	1	5
80	что я	5	5
81	в ней	1	5
82	того чтобы	2	5
83	тогда когда	1	5
84	я не	2	5
85	как только	1	5
86	о том	6	5
87	так и	9	5
88	можно сказать	2	5
89	именно в	5	5
90	в свете	1	5
91	для того	2	5
92	личности в	3	5
93	и для	4	5
94	хотя бы	1	4
95	что они	1	4
96	в этой	8	4
97	и как	3	4
98	не как	2	4
99	в силу	1	4
100	подобно тому	2	4
101	то ни	2	4
102	и с	2	4
103	с тем	1	4
104	и уже	1	4
105	бытия и	1	4
106	она не	1	4
107	уже о	3	4
108	той или	2	4
109	ничего общего	1	4
110	еще не	6	4
111	в его	6	4
112	с ними	2	4
113	есть в	1	4
114	ни с	2	4
115	в одном	4	4
116	как раз	2	4
117	отнюдь не	3	4
118	так же	2	4
119	тому как	3	4
120	на свете	2	4
121	но это	1	4
122	один из	2	4
123	лишь как	1	4
124	бы в	1	4
125	жизни и	3	4
126	но и	14	4
127	отношения к	3	3
128	и то	1	3
129	едва ли	3	3
130	так чтобы	2	3
131	личности с	3	3
132	со стороны	7	3
133	в истории	1	3
134	общего с	1	3
135	как в	5	3
136	с этим	1	3
137	своей и	1	3
138	когда он	2	3
139	и наконец	3	3
140	как таковое	2	3
141	но в	3	3
142	бы и	3	3
143	и если	4	3
144	мы уже	1	3
145	не всегда	2	3
146	в данном	4	3
147	можно только	1	3
148	в своей	7	3
149	в их	1	3
150	миф и	1	3
151	в предыдущем	1	3
152	только для	3	3
153	и притом	1	3
154	свободы и	2	3
155	миф как	1	3
156	нет ни	1	3
157	есть только	1	3
158	более не	1	3
159	говоря уже	4	3
160	к жизни	2	3
161	слово есть	1	3
162	сознания и	2	3
163	имеется в	1	3
164	в словах	3	3
165	и об	2	3
166	для всех	1	3
167	без того	1	3
168	это будет	2	3
169	знали что	1	3
170	в области	3	3
171	за пределы	1	3
172	в природе	4	3
173	себя и	2	3
174	что не	2	3
175	смысла и	1	3
176	у нас	2	3
177	и потому	2	3
178	личности когда	1	3
179	что здесь	1	3
180	в свою	2	3
181	не говоря	4	3
182	совершенно не	3	3
183	есть и	1	3
184	только не	1	3
185	тем самым	7	3
186	к этому	2	3
187	одних и	1	2
188	тех же	1	2
189	вопрос о	2	2
190	совпадает с	1	2
191	во всех	2	2
192	бы не	1	2
193	сам собою	1	2
194	себе и	1	2
195	нет и	1	2
196	данный момент	1	2
197	все же	2	2
198	что по	1	2
199	в этот	1	2
200	или иную	1	2
201	в самом	3	2
202	ни одна	1	2
203	при этом	15	2
204	тем не	1	2
205	собственно говоря	1	2
206	с этой	2	2
207	между искусством	1	2
208	в глубине	2	2
209	на все	1	2
210	лишь в	5	2
211	весь мир	1	2
212	в них	1	2
213	все равно	1	2
214	и вне	1	2
215	должно быть	4	2
216	нисколько не	1	2
217	со всей	2	2
218	в диалектике	1	2
219	том как	1	2
220	в котором	1	2
221	от себя	2	2
222	что было	1	2
223	однако в	4	2
224	поведение и	1	2
225	в отношении	1	2
226	не менее	2	2
227	как о	2	2
228	случае не	1	2
229	никогда не	4	2
230	во всем	1	2
231	не по	1	2
232	как будто	4	2
233	может и	1	2
234	и искусство	1	2
235	слово которое	1	2
236	и тогда	2	2
237	свою очередь	1	2
238	в ее	5	2
239	жизнь и	1	2
240	для этого	1	2
241	даже не	1	2
242	о ней	1	2
243	о нем	2	2
244	познания и	1	2
245	ее в	2	2
246	но мы	1	2
247	и требует	1	2
