N	3gram	Vygotskiy__5	Sovremen
1	мы не можем	1	6
2	с точки зрения	9	5
3	в зависимости от	2	4
4	не может быть	3	4
5	не может не	1	3
6	с самого начала	5	3
7	тем не менее	1	2
8	друг с другом	7	2
9	во всяком случае	1	2
10	в отличие от	2	2
11	в свою очередь	3	2
12	то же самое	4	2
13	точки зрения и	1	1
14	как мы это	1	1
15	и может быть	1	1
16	такой же мере	3	1
17	что иное как	1	1
18	в известном смысле	7	1
19	одной стороны и	1	1
20	не могут быть	1	1
21	в которой он	1	1
22	в такой же	3	1
23	из которых в	1	1
24	одни и те	1	1
25	в связи с	1	1
26	все более и	1	1
27	где можно было	1	1
28	это означало бы	1	1
29	по отношению к	12	1
30	на самом деле	1	1
31	такое объяснение не	1	1
32	как и во	1	1
33	в этом смысле	1	1
34	и той же	1	1
35	только на его	1	1
36	так же как	7	1
37	влечет за собой	1	1
38	а не только	1	1
39	в свое время	2	1
40	в этом случае	3	1
41	один и тот	3	1
42	шаг за шагом	1	1
43	в скрытом виде	1	1
44	не было бы	1	1
45	с помощью которой	1	1
46	до сих пор	3	1
47	и что следовательно	1	1
48	они не могут	1	1
49	представление о том	1	1
50	у нас на	1	1
51	по аналогии с	1	1
52	есть не что	1	1
53	ни одного из	1	1
54	это значит что	4	1
55	и те же	1	1
56	совершенно так же	1	1
57	более и более	1	1
58	между собой но	1	1
59	можно было бы	3	1
60	и не может	2	1
61	в самом деле	2	1
62	к одному и	2	1
63	той или иной	1	1
64	но если мы	2	1
65	но все же	2	1
66	мы знаем что	1	1
67	мы говорим о	2	1
68	знаем что это	1	1
69	и ничего не	1	1
70	но мы знаем	1	1
71	в то же	1	1
72	мы видим что	2	1
73	одной и той	1	1
74	те или иные	1	1
75	не что иное	1	1
76	как мы видим	1	1
77	в процессе развития	3	1
78	в том что	11	1
79	в этой области	1	1
80	на этот вопрос	4	1
81	все эти три	2	1
82	в обоих случаях	1	1
83	ничто не может	1	1
84	же самое что	2	1
85	тот же процесс	2	1
86	с одной стороны	3	1
87	и тот же	3	1
