N	3gram	Propp_Russ_1	FransuaR
1	в том что	15	6
2	как мы уже	1	5
3	в отличие от	1	4
4	с точки зрения	3	3
5	на самом же	1	3
6	в этом отношении	1	3
7	самом же деле	1	3
8	на самом деле	1	2
9	и в других	4	2
10	на этот вопрос	1	2
11	и у других	1	2
12	в это время	2	2
13	во всех этих	1	2
14	и в том	1	2
15	были связаны с	1	2
16	но все же	2	2
17	во второй половине	1	2
18	в большинстве случаев	2	2
19	можно сказать что	1	1
20	потому что он	1	1
21	еще далеко не	1	1
22	между прочим в	1	1
23	и связанные с	2	1
24	он так и	1	1
25	они ничего не	1	1
26	по отношению к	1	1
27	в настоящее время	3	1
28	греков и римлян	1	1
29	одна из основных	1	1
30	всяком случае не	1	1
31	и не только	1	1
32	идет не о	1	1
33	на тех же	1	1
34	но и на	2	1
35	можно говорить о	1	1
36	потому что по	1	1
37	в собственном смысле	1	1
38	может быть правильно	1	1
39	некоторые из них	1	1
40	сказать что в	1	1
41	так как он	1	1
42	слово для обозначения	1	1
43	и в городах	1	1
44	и многие другие	2	1
45	для дальнейшего развития	1	1
46	очень интересный и	1	1
47	не потому что	1	1
48	мы наблюдаем в	1	1
49	один из них	2	1
50	еще и в	1	1
51	на весь мир	1	1
52	в связи с	4	1
53	во всяком случае	1	1
54	в целом ряде	1	1
55	в других местах	2	1
56	в них в	1	1
57	бросается в глаза	1	1
58	так например в	1	1
59	и пр и	1	1
60	в одном из	1	1
61	они были связаны	1	1
62	это приводит к	1	1
63	мы видим что	1	1
64	но это не	2	1
65	друг с другом	1	1
66	не только в	1	1
67	во многих отношениях	1	1
