N	3gram	Bakhtin_Pr_4	slovoVRo
1	то же время	5	12
2	в то же	5	12
3	в узком смысле	2	10
4	в той или	1	9
5	той или иной	2	9
6	с точки зрения	9	8
7	с чужим словом	3	8
8	во всех его	2	7
9	в большинстве случаев	8	6
10	в отношении к	2	6
11	не может не	1	5
12	и в то	1	5
13	во всяком случае	1	5
14	как мы сказали	3	4
15	с одной стороны	1	4
16	последней смысловой инстанции	1	4
17	с другой стороны	3	4
18	большей или меньшей	2	4
19	к чужому слову	5	4
20	единого и единственного	1	4
21	но в то	2	4
22	в самом предмете	2	3
23	хотя бы и	1	3
24	чужим словом в	3	3
25	в данном случае	1	3
26	в большей или	2	3
27	или меньшей степени	2	3
28	ориентация слова среди	1	3
29	более или менее	3	3
30	так и в	1	3
31	выходит за пределы	1	3
32	бы ни были	1	2
33	и в сущности	2	2
34	то есть для	1	2
35	на ту же	1	2
36	а между тем	1	2
37	в широком смысле	1	2
38	а вовсе не	1	2
39	в известной степени	1	2
40	и к нему	1	2
41	мы уже сказали	2	2
42	друг о друге	1	2
43	в этом случае	1	2
44	до сих пор	8	2
45	и во всех	1	2
46	и не может	7	2
47	одно и то	1	2
48	о том же	2	2
49	не только в	1	2
50	и то же	1	2
51	а не как	1	2
52	на том же	1	2
53	отношение к чужому	1	2
54	ту же тему	2	2
55	на авторскую речь	1	2
56	прямой и непосредственной	1	2
57	в пределах одной	1	2
58	они как бы	1	2
59	как мы уже	2	2
60	к тому что	1	2
61	можно было бы	2	2
62	друг с другом	5	2
63	может войти в	1	1
64	теоретического осознания и	1	1
65	на чужое слово	11	1
66	в глубинные пласты	2	1
67	а не к	1	1
68	не в самом	1	1
69	а следовательно и	2	1
70	слово направлено на	2	1
71	прежде всего как	1	1
72	жизни слова которые	1	1
73	романа во втором	1	1
74	прежде всего в	1	1
75	дело в том	2	1
76	а затем и	1	1
77	слово в то	1	1
78	как мы видим	1	1
79	как бы не	1	1
80	то есть уже	2	1
81	имеем в виду	3	1
82	социальных диалектов и	1	1
83	и так сказать	1	1
84	но именно эти	1	1
85	монологический контекст данного	1	1
86	авторским словом непосредственно	1	1
87	там и сям	1	1
88	неизбежно приводят к	1	1
89	то есть к	1	1
90	является в сущности	1	1
91	лежит в одной	1	1
92	с установкой на	1	1
93	разнородные явления как	1	1
94	и не в	2	1
95	под разными углами	1	1
96	с авторской речью	1	1
97	в прямой авторской	1	1
98	на свой предмет	6	1
99	всякое иное слово	1	1
100	не входит в	1	1
101	в отличие от	3	1
102	но и в	2	1
103	знает только себя	1	1
104	одна из существеннейших	1	1
105	на самом же	1	1
106	в монологический контекст	1	1
107	и на предмет	1	1
108	объектную тень на	1	1
109	как бы нет	1	1
110	живет на границе	3	1
111	рано или поздно	1	1
112	перед нами типичная	1	1
113	нет ничего что	1	1
114	быть более или	2	1
115	жизни слова но	1	1
116	в таком слове	1	1
117	даже в самых	1	1
118	полное слияние голосов	1	1
119	он никогда не	1	1
120	между этими высказываниями	1	1
121	может быть и	1	1
122	только один и	1	1
123	не могло быть	1	1
124	слово во всех	1	1
125	нем новые стороны	1	1
126	не лежит в	1	1
127	в значительной степени	1	1
128	осмысления и оценки	1	1
129	в романе нет	1	1
130	а как бы	1	1
131	слова так как	1	1
132	и заставляет его	1	1
133	мы не знаем	1	1
134	но и на	1	1
135	им и не	1	1
136	мы имеем в	3	1
137	и всякое иное	1	1
138	к чужому высказыванию	1	1
139	в одной плоскости	2	1
140	его жизни и	1	1
141	этого диалога в	1	1
142	а не язык	1	1
143	так или иначе	1	1
144	прямой авторской речи	1	1
145	не может войти	1	1
146	нейтральное слово языка	1	1
147	и синтаксическую структуру	1	1
148	к своему предмету	1	1
149	перед нами в	1	1
150	прямым авторским словом	3	1
151	в самой этой	2	1
152	каковы бы ни	1	1
153	в точном смысле	1	1
154	прямое авторское слово	2	1
155	ни одному из	1	1
156	остановимся на анализе	1	1
157	о которых мы	1	1
158	не может быть	8	1
159	в свое время	2	1
160	здесь перед нами	1	1
161	профессиональных жаргонов и	1	1
162	о том что	2	1
163	одной плоскости с	1	1
164	служить своим новым	1	1
165	здесь таким образом	1	1
166	простое и непосредственное	1	1
167	в данную эпоху	1	1
168	оглядки на чужое	1	1
169	в чужих устах	1	1
170	особой точки зрения	1	1
171	никогда не может	1	1
172	в нем новые	1	1
173	слова как мы	1	1
174	заключено в кавычки	1	1
175	слово не в	1	1
176	при всех возможных	1	1
177	в одном из	2	1
178	то есть в	4	1
179	и непосредственное выражение	1	1
180	тем поразительнее что	1	1
181	точек зрения и	2	1
182	с самого начала	1	1
183	никогда не бывает	1	1
184	том же предмете	2	1
185	от автора и	2	1
186	в его собственном	1	1
187	зрения и оценок	1	1
188	но в этом	1	1
189	можно сказать что	2	1
190	свой предмет слово	2	1
191	у толстого со	1	1
192	в самом слове	1	1
193	направленное на свой	2	1
194	как точка зрения	1	1
195	дополнять друг друга	1	1
196	у нее нет	1	1
197	о котором идет	1	1
198	и на почве	1	1
199	же авторское слово	1	1
200	с прямым авторским	1	1
201	самом же деле	1	1
202	может быть различной	1	1
203	о нем он	1	1
204	в том что	2	1
205	рядом друг с	1	1
206	друг друга и	1	1
207	как и в	3	1
208	самого начала в	1	1
209	с большой внешней	1	1
210	о тропах или	1	1
211	чужим словом и	2	1
212	как нейтральное слово	1	1
213	слово как бы	1	1
214	в пределах одного	6	1
