N	3gram	Bakhtin_Fr_5	RusskieA
1	в том что	6	15
2	том что в	1	6
3	вместе с тем	1	6
4	в связи с	5	4
5	в эти дни	2	4
6	о том что	1	4
7	с точки зрения	2	3
8	мы не можем	1	3
9	тем не менее	1	3
10	что иное как	1	2
11	но это не	1	2
12	и связанные с	2	2
13	может быть и	1	2
14	в это время	1	2
15	так как они	2	2
16	и некоторые другие	1	2
17	в свою очередь	1	2
18	в большинстве случаев	2	2
19	после того как	1	2
20	по этому поводу	1	2
21	не что иное	1	2
22	потому что он	3	1
23	хотя и не	1	1
24	одном и том	1	1
25	и того же	1	1
26	по отношению к	1	1
27	на самом деле	4	1
28	на этом кончается	1	1
29	же как и	2	1
30	том что это	1	1
31	можно говорить о	2	1
32	как это ни	1	1
33	и та же	1	1
34	и должна была	1	1
35	на самом же	1	1
36	в этом отношении	5	1
37	независимо от того	1	1
38	а в связи	1	1
39	в этот вечер	1	1
40	можно было бы	2	1
41	так как он	1	1
42	мы видели такие	1	1
43	что в основе	1	1
44	еще и в	1	1
45	и том же	1	1
46	не может так	1	1
47	в отличие от	2	1
48	во всех этих	1	1
49	на весь мир	3	1
50	не только для	2	1
51	характер этого праздника	1	1
52	но вместе с	1	1
53	потому что она	2	1
54	и находящиеся в	1	1
55	одна и та	1	1
56	так же как	4	1
57	самом же деле	1	1
58	может так как	1	1
59	того же явления	1	1
60	в одном и	1	1
61	это ни странно	1	1
62	так например в	1	1
63	были связаны с	1	1
64	в то время	2	1
65	об этом мы	1	1
66	народ и его	1	1
67	ничего общего с	1	1
68	на другой день	1	1
69	можно сказать что	2	1
70	одного и того	1	1
71	что во время	1	1
72	не по существу	1	1
73	связанные с ним	1	1
74	как мы уже	1	1
75	мы видим что	2	1
76	друг с другом	2	1
77	как и в	1	1
78	что и в	1	1
79	только тогда когда	1	1
80	в данном случае	2	1
81	как мы видели	4	1
