N	2gram	Tiupa_Narr_2	Problema
1	то есть	9	46
2	в его	6	43
3	и не	14	42
4	и в	13	38
5	не может	8	27
6	может быть	10	26
7	как бы	6	22
8	по отношению	5	21
9	отнюдь не	4	19
10	отношению к	5	19
11	и с	1	17
12	и его	3	16
13	в этом	13	15
14	в нем	5	15
15	и т	2	14
16	только в	11	13
17	т п	2	13
18	прежде всего	6	13
19	но не	3	12
20	за пределы	1	12
21	во всех	1	11
22	в области	2	11
23	ни в	1	11
24	и для	3	11
25	не входит	1	10
26	отношение к	1	10
27	таким образом	5	10
28	к нему	1	10
29	не только	26	9
30	не имеет	2	9
31	но и	15	9
32	и как	1	8
33	входит в	1	8
34	было бы	2	8
35	точки зрения	5	8
36	место в	5	8
37	для нее	1	8
38	произведения как	1	8
39	в том	14	8
40	то что	8	8
41	еще не	2	7
42	в самом	2	7
43	в плане	1	7
44	как и	4	7
45	не в	8	7
46	как мы	1	7
47	с другой	5	7
48	между тем	3	7
49	с помощью	1	7
50	в своей	4	7
51	что в	4	7
52	отношения к	1	6
53	самом деле	3	6
54	и наконец	1	6
55	не к	4	6
56	не всегда	1	6
57	с точки	2	6
58	ничего не	6	6
59	дело с	2	6
60	все же	6	6
61	а в	9	6
62	отличие от	5	5
63	в своем	6	5
64	все эти	3	5
65	при этом	14	5
66	то же	4	5
67	это не	3	5
68	далеко не	5	5
69	содержанию в	1	5
70	в отличие	5	5
71	так и	9	5
72	в основе	1	5
73	и о	1	5
74	никогда не	6	5
75	с ним	4	5
76	может иметь	1	5
77	большинстве случаев	1	5
78	художника и	1	5
79	в большинстве	1	5
80	не на	1	5
81	а не	17	5
82	быть только	1	5
83	должно быть	1	5
84	имеет место	2	5
85	на самом	2	4
86	должна быть	2	4
87	в виду	1	4
88	в ней	2	4
89	как вещь	1	4
90	конечном счете	3	4
91	относится к	1	4
92	как в	5	4
93	но в	6	4
94	в нашем	2	4
95	в себе	8	4
96	в данном	10	4
97	не менее	4	4
98	но они	1	4
99	тем самым	5	4
100	в то	5	4
101	чтобы стать	1	4
102	здесь не	2	4
103	позицию по	1	4
104	в ее	4	4
105	данном случае	6	4
106	только со	1	4
107	можно было	2	4
108	не с	1	4
109	о том	5	4
110	в конечном	3	4
111	с ними	3	4
112	в других	2	4
113	в форме	5	4
114	к которому	2	4
115	что не	1	4
116	в романе	1	4
117	более того	1	4
118	только по	2	4
119	и потому	1	4
120	себя самого	1	4
121	хотя бы	2	4
122	может и	1	4
123	между ними	1	4
124	сказать что	3	4
125	также и	1	3
126	например в	1	3
127	противном случае	1	3
128	едва ли	3	3
129	на материале	1	3
130	говорить о	2	3
131	мы будем	1	3
132	произведение не	1	3
133	и к	6	3
134	в целом	3	3
135	вследствие этого	2	3
136	к миру	2	3
137	он не	5	3
138	в мире	4	3
139	а как	3	3
140	и тем	5	3
141	в слове	3	3
142	несмотря на	2	3
143	том что	13	3
144	есть его	1	3
145	тем не	5	3
146	на него	5	3
147	в противном	1	3
148	имеем дело	2	3
149	же время	3	3
150	все то	2	3
151	как только	1	3
152	слова но	1	3
153	в событии	1	3
154	хотя и	5	3
155	и от	1	3
156	начало и	1	3
157	приводит к	1	3
158	как содержание	1	3
159	ясно что	1	3
160	если бы	4	3
161	основе своей	1	3
162	этом смысле	1	3
163	но с	1	3
164	одной из	1	3
165	как нечто	1	3
166	с одной	5	3
167	со всеми	2	3
168	и даже	3	3
169	бытия в	2	3
170	оно не	2	3
171	одной стороны	5	3
172	его как	1	3
173	на фоне	2	3
174	да и	3	3
175	слова и	1	3
176	но это	2	3
177	все это	1	3
178	не является	4	3
179	и все	4	3
180	не знает	1	3
181	в таком	3	3
182	все что	4	3
183	они не	2	3
184	относится и	1	2
185	он может	2	2
186	в определенный	1	2
187	в котором	5	2
188	его не	1	2
