N	3gram	Bakhtin_Pr_1	Analitik
1	в том что	6	7
2	по отношению к	8	7
3	с другой стороны	3	5
4	о том что	1	5
5	по крайней мере	1	4
6	в свою очередь	1	4
7	до известной степени	1	3
8	в данном случае	2	3
9	то же время	9	3
10	не только не	1	3
11	в то же	9	3
12	в этом отношении	3	3
13	дело в том	1	2
14	как нам кажется	1	2
15	подобно тому как	3	2
16	том что он	4	2
17	с точки зрения	13	2
18	сама по себе	1	2
19	не только к	1	2
20	тем или иным	1	2
21	во всяком случае	3	2
22	авторской позиции и	1	2
23	а в том	1	2
24	можно сказать что	1	2
25	и в форме	1	2
26	и в сущности	2	1
27	даже в пределах	1	1
28	хотя и не	1	1
29	к себе самому	1	1
30	а потому и	1	1
31	чего нет в	1	1
32	из этих трех	1	1
33	в первой части	1	1
34	на самом деле	4	1
35	одно из самых	1	1
36	и так сказать	1	1
37	в самом деле	2	1
38	в этом смысле	10	1
39	в этом случае	1	1
40	как если бы	1	1
41	до сих пор	2	1
42	в романе достоевского	5	1
43	в зависимости от	5	1
44	хотя бы и	2	1
45	между тем как	4	1
46	таким образом в	1	1
47	о себе самом	9	1
48	несмотря на свою	1	1
49	с самим собою	1	1
50	перед нами не	1	1
51	на этот вопрос	1	1
52	но и как	1	1
53	по себе а	1	1
54	в художественном мире	2	1
55	не только в	2	1
56	так и в	1	1
57	не столько в	1	1
58	в известном смысле	1	1
59	не могут быть	1	1
60	а не как	4	1
61	всяком случае не	1	1
62	по этому пути	1	1
63	не в том	1	1
64	по себе еще	2	1
65	для него самого	2	1
66	как бы в	2	1
67	в полной мере	1	1
68	для того чтобы	1	1
69	не только как	1	1
70	высказывания и в	1	1
71	по ту сторону	2	1
72	того или иного	1	1
73	себе еще не	2	1
74	не может быть	4	1
75	но с другой	2	1
76	хотя он и	1	1
77	и для автора	1	1
78	в первом случае	1	1
79	само по себе	3	1
80	в одном из	1	1
81	как бы ни	1	1
82	именно потому что	2	1
83	как и сам	1	1
84	заключается в том	1	1
85	в большинстве случаев	2	1
86	в каждом отдельном	1	1
87	было бы сказать	1	1
88	в сущности не	1	1
89	автора там где	1	1
90	что и в	1	1
