N	3gram	Bakhtin_Fr_2	PoTuStor
1	с точки зрения	5	6
2	на самом деле	1	4
3	до сих пор	4	3
4	по сравнению с	2	3
5	во всяком случае	2	3
6	не может быть	4	3
7	можно сказать что	2	3
8	в большинстве случаев	1	3
9	связанных с ними	1	2
10	не могут быть	1	2
11	в его целом	3	2
12	о том что	3	2
13	мы можем сказать	1	2
14	во всех его	1	2
15	не нуждается в	1	2
16	этого метода в	1	1
17	мы здесь имеем	1	1
18	для него только	1	1
19	было связано с	2	1
20	не дает нам	2	1
21	прежде всего на	1	1
22	дело в том	1	1
23	мы имеем в	1	1
24	имеем в виду	2	1
25	подобно тому как	2	1
26	но даже и	2	1
27	всех его моментах	1	1
28	в материнское лоно	1	1
29	сих пор еще	2	1
30	как мы сказали	1	1
31	коем случае нельзя	1	1
32	ни в коем	1	1
33	и та же	1	1
34	в этом отношении	3	1
35	но несмотря на	2	1
36	для него уже	1	1
37	свой смысл и	1	1
38	все же в	3	1
39	все эти столь	1	1
40	в коем случае	1	1
41	никакому сомнению что	1	1
42	для него существует	1	1
43	с одной стороны	3	1
44	переносит центр тяжести	1	1
45	в году в	2	1
46	смысл и значение	2	1
47	в них и	1	1
48	него существует только	1	1
49	самом деле в	1	1
50	в свое время	3	1
51	в том что	1	1
52	может быть ничего	1	1
53	перевести на язык	1	1
54	так и в	1	1
55	одна и та	1	1
56	и теперь в	1	1
57	и в эпоху	1	1
58	и прежде всего	1	1
59	как бы второе	1	1
60	мы знаем что	1	1
61	или во всяком	1	1
62	и как мы	1	1
63	таким образом и	1	1
64	что в них	1	1
65	друг с другом	1	1
66	для того чтобы	1	1
67	можем сказать что	1	1
