N	3gram	Vygotskiy__1	Komedia
1	к тому же	1	10
2	едва ли не	1	5
3	в том что	9	5
4	вместе с тем	2	4
5	на этот раз	1	4
6	о том что	7	4
7	для того чтобы	5	4
8	и столь же	1	3
9	в том числе	1	3
10	в связи с	1	3
11	до тех пор	1	3
12	в то время	5	3
13	в этом смысле	2	2
14	до сих пор	3	2
15	в отличие от	3	2
16	в это время	1	2
17	то время как	5	2
18	с одной стороны	5	2
19	в нем не	1	2
20	то что он	1	2
21	во всяком случае	6	2
22	что у него	3	2
23	независимо от того	1	2
24	и т п	15	2
25	что и в	2	2
26	речь идет о	1	2
27	не означает что	2	1
28	не в состоянии	3	1
29	в драматическом искусстве	1	1
30	как например в	1	1
31	в какой мере	3	1
32	мы имеем дело	1	1
33	потому что в	1	1
34	в самом деле	7	1
35	никак не может	2	1
36	и вслед за	1	1
37	в том же	1	1
38	что само по	1	1
39	что ни в	1	1
40	с точки зрения	2	1
41	только в том	3	1
42	и во всех	1	1
43	имеет в виду	2	1
44	том случае если	1	1
45	с самого начала	1	1
46	по своему содержанию	1	1
47	а может быть	1	1
48	то что в	1	1
49	том числе и	1	1
50	точно так же	3	1
51	не всегда можно	1	1
52	вместе с ними	1	1
53	в том случае	2	1
54	и не всегда	1	1
55	а вместе с	1	1
56	но в их	1	1
57	и во всяком	1	1
58	что на долю	1	1
59	то что у	3	1
60	в этой области	1	1
61	в первом случае	1	1
62	вслед за ним	1	1
63	на задний план	1	1
64	в чем же	1	1
65	как будто бы	2	1
66	по сравнению с	1	1
67	благодаря тому что	2	1
68	и результаты его	1	1
69	само по себе	5	1
70	тех пор пока	1	1
71	и в другой	1	1
72	в целом ряде	2	1
73	и не без	1	1
74	с другой стороны	5	1
75	с на основании	1	1
76	мере в какой	1	1
77	в полной мере	1	1
78	и в том	1	1
79	вместо того чтобы	1	1
80	не может быть	8	1
81	не было бы	2	1
82	более или менее	2	1
83	у него в	1	1
84	в тех случаях	1	1
85	всяком случае в	2	1
86	так и в	2	1
87	существует два мнения	1	1
88	в свою очередь	1	1
89	и в самом	2	1
90	не только в	1	1
91	как мы знаем	1	1
92	что в каждом	1	1
93	тем не менее	2	1
94	однако если мы	1	1
95	к выводу что	1	1
96	там и здесь	1	1
97	даже в тех	1	1
98	вслед за этим	1	1
