N	2gram	Vygotskiy__7	Dialekti
1	не есть	4	47
2	и не	18	30
3	может быть	7	20
4	не только	24	19
5	и в	26	19
6	по себе	3	18
7	и т	1	17
8	а не	6	16
9	в себе	9	15
10	что она	8	14
11	потому что	16	14
12	то что	24	14
13	в том	18	14
14	так как	14	14
15	как бы	6	14
16	вовсе не	2	13
17	то же	8	12
18	точки зрения	28	12
19	но и	11	12
20	значит что	1	12
21	и все	1	12
22	и как	1	10
23	что это	6	10
24	в нем	2	10
25	ни в	2	10
26	как и	15	10
27	том что	17	10
28	сказать что	8	10
29	так и	3	10
30	это не	3	10
31	никогда не	4	9
32	времени и	1	9
33	не может	11	9
34	она есть	1	9
35	мы уже	3	8
36	в этом	29	8
37	в своей	3	8
38	с точки	21	8
39	не в	4	8
40	она не	5	8
41	прежде всего	7	8
42	это есть	4	8
43	это значит	1	8
44	и то	7	7
45	есть не	3	7
46	время как	2	7
47	сама по	1	7
48	так что	4	7
49	и к	7	7
50	должно быть	2	7
51	как это	5	7
52	только тогда	1	7
53	как будто	1	7
54	совершенно не	2	7
55	но это	3	7
56	что в	12	7
57	я не	3	6
58	но не	3	6
59	что они	10	6
60	отнюдь не	1	6
61	тогда когда	5	6
62	в то	3	6
63	и вообще	1	6
64	что он	8	6
65	конечно не	1	6
66	что не	2	6
67	того что	14	6
68	и может	1	6
69	и потому	3	5
70	и это	1	5
71	говорить о	1	5
72	есть ли	1	5
73	в силу	5	5
74	в одну	2	5
75	все равно	1	5
76	и его	12	5
77	и с	5	5
78	в виду	5	5
79	о том	4	5
80	и что	6	5
81	можно сказать	5	5
82	а она	1	5
83	но как	1	5
84	не мешает	1	5
85	что и	3	5
86	с другой	4	5
87	а именно	1	5
88	и следовательно	5	5
89	в одно	1	5
90	что поэзия	1	5
91	по своему	9	5
92	в смысле	6	5
93	как раз	3	5
94	только что	5	5
95	в самом	9	5
96	только в	8	5
97	и есть	2	4
98	поэзии и	2	4
99	еще не	4	4
100	самом деле	6	4
101	за пределы	1	4
102	в одной	3	4
103	в своем	1	4
104	все же	6	4
105	в каком-то	1	4
106	та же	1	4
107	при этом	1	4
108	он не	3	4
109	содержит в	3	4
110	и по	3	4
111	одно и	3	4
112	таким образом	23	4
113	заключается в	6	4
114	как таковой	1	4
115	в одном	1	4
116	но он	2	4
117	все это	3	4
118	с ним	3	4
119	по своей	10	4
120	связи с	4	4
121	в таком	1	4
122	в каком	1	4
123	не могут	4	4
124	есть только	2	4
125	что оно	4	4
126	той или	1	4
127	без всякого	1	4
128	в ее	6	4
129	ясно что	1	4
130	в другом	1	4
131	к нему	3	4
132	и только	4	4
133	уже в	2	4
134	одно из	5	4
135	то время	2	4
136	от того	1	4
137	нельзя сказать	1	4
138	в связи	1	4
139	в меру	7	4
140	могут быть	2	4
