N	2gram	Vygotskiy__7	RusskieA
1	и в	26	29
2	том что	17	22
3	в том	18	22
4	что в	12	22
5	как бы	6	18
6	состоит в	3	15
7	в других	1	15
8	и другие	1	14
9	так как	14	13
10	может быть	7	13
11	и п	1	13
12	во время	2	12
13	в этом	29	11
14	как и	15	11
15	одна из	1	11
16	в этот	3	10
17	не только	24	10
18	и с	5	10
19	все это	3	10
20	о том	4	9
21	а в	2	9
22	его в	2	8
23	показывает что	2	8
24	или на	1	8
25	но и	11	8
26	ее в	8	8
27	как в	4	7
28	данном случае	5	7
29	мы видели	3	7
30	представляют собой	1	7
31	или в	2	7
32	мы имеем	1	6
33	мы не	7	6
34	еще не	4	6
35	при этом	1	6
36	таким образом	23	6
37	того чтобы	19	6
38	для нас	2	6
39	для того	18	6
40	с тем	5	6
41	вместе с	12	6
42	в данном	5	6
43	этом случае	14	6
44	же в	1	6
45	и т	1	5
46	должна была	1	5
47	но не	3	5
48	но в	4	5
49	это не	3	5
50	не может	11	5
51	представление о	7	5
52	потому что	16	5
53	для этого	3	5
54	и что	6	5
55	то что	24	5
56	с ней	2	5
57	к этому	2	5
58	же как	8	4
59	то же	8	4
60	вопрос о	6	4
61	что по	2	4
62	их в	1	4
63	том же	2	4
64	а затем	2	4
65	в них	1	4
66	в которых	2	4
67	не в	4	4
68	тогда когда	5	4
69	у нас	2	4
70	к нему	3	4
71	так что	4	4
72	то и	4	4
73	в виде	1	4
74	из них	1	4
75	именно в	6	4
76	а не	6	4
77	о чем	4	4
78	так же	14	4
79	как это	5	4
80	предположить что	1	4
81	по существу	1	4
82	и все	1	4
83	в таком	1	4
84	и о	3	3
85	в ее	6	3
86	только тогда	1	3
87	что ее	2	3
88	что это	6	3
89	все эти	6	3
90	в этой	3	3
91	что она	8	3
92	по всем	1	3
93	подобно тому	1	3
94	и по	3	3
95	на этом	1	3
96	и других	2	3
97	с другими	3	3
98	должен был	1	3
99	в этих	2	3
100	в котором	4	3
101	в отличие	2	3
102	но он	2	3
103	она не	5	3
104	не имеет	2	3
105	и после	1	3
106	такие же	1	3
107	и другой	3	3
108	как мы	14	3
109	что от	1	3
110	нас к	6	3
111	должно было	2	3
112	во всех	6	3
113	в свете	4	3
114	а именно	1	3
115	того что	14	3
116	что здесь	1	3
117	между тем	1	3
118	в качестве	5	3
119	связь с	1	3
120	за ним	1	3
121	друг друга	4	3
122	отличие от	2	3
123	тем что	9	3
124	что для	2	3
125	до конца	5	3
126	тому как	1	3
127	и там	1	3
128	и от	4	3
129	было бы	6	3
130	но если	2	3
131	наши наблюдения	1	2
132	также что	1	2
133	одним из	2	2
134	и то	7	2
135	на самом	3	2
136	переход от	1	2
137	в стороне	1	2
138	это и	4	2
139	но она	1	2
140	что иное	1	2
141	между собой	6	2
142	иное как	1	2
143	не был	1	2
144	это имеет	1	2
145	там и	1	2
146	с одной	5	2
147	ее к	1	2
148	по представлению	1	2
149	очевидно что	3	2
150	эта связь	2	2
151	с этим	2	2
152	ней в	1	2
153	все же	6	2
154	и как	1	2
155	не было	1	2
