N	2gram	Vinokur_Ku_2	Myshleni
1	и в	23	28
2	в том	19	28
3	то что	9	28
4	в этом	18	27
5	того что	3	24
6	потому что	25	22
7	том что	11	19
8	не может	9	19
9	таким образом	5	18
10	родного языка	1	18
11	что он	5	18
12	только в	5	18
13	в силу	7	17
14	что в	10	17
15	не только	20	16
16	по сравнению	2	15
17	так же	4	15
18	сравнению с	1	14
19	точки зрения	14	13
20	может быть	15	13
21	с помощью	7	13
22	сказать что	4	13
23	в сфере	3	12
24	в школе	1	12
25	мы могли	2	12
26	тому что	1	11
27	и не	16	11
28	что мы	6	11
29	как бы	4	11
30	но не	6	10
31	по отношению	1	10
32	с точки	8	10
33	в отношении	2	10
34	того чтобы	11	10
35	к тому	4	10
36	как мы	3	10
37	так как	15	10
38	от того	4	10
39	но и	7	10
40	понятия и	1	10
41	могли бы	2	9
42	было бы	15	9
43	в процессе	3	9
44	мы можем	1	9
45	в самом	12	8
46	мы видели	2	8
47	тем самым	2	8
48	никогда не	2	8
49	тем что	3	8
50	для того	9	8
51	еще не	5	8
52	того же	3	7
53	то же	6	7
54	в сущности	9	7
55	отношение к	1	7
56	в своем	2	7
57	в которой	1	7
58	с самого	1	7
59	он не	3	7
60	в нем	4	7
61	заключается в	2	7
62	письменной речи	21	7
63	самого начала	1	7
64	можно было	9	7
65	если бы	12	7
66	там где	5	7
67	вместе с	5	7
68	что оно	3	7
69	между ними	1	7
70	же как	2	6
71	мы не	1	6
72	в чем	1	6
73	и как	1	6
74	и к	1	6
75	как и	2	6
76	для него	1	6
77	не имеет	4	6
78	тогда когда	1	6
79	когда мы	1	6
80	то время	1	6
81	приводит к	5	6
82	так и	4	6
83	и что	8	6
84	можно сказать	4	6
85	так что	1	6
86	как раз	3	6
87	в области	11	6
88	вообще не	1	6
89	в то	4	6
90	том же	1	5
91	показать что	1	5
92	в зависимости	4	5
93	вопрос о	9	5
94	время как	1	5
95	зависимости от	5	5
96	и на	6	5
97	но в	11	5
98	то в	1	5
99	в этой	6	5
100	что все	5	5
101	на этой	4	5
102	и тем	5	5
103	с тем	2	5
104	того как	2	5
105	не могут	5	5
106	могут быть	4	5
107	языка и	8	5
108	в пределах	4	5
109	это не	6	5
110	в свете	1	5
111	в понятиях	1	5
112	иначе как	1	5
113	и все	2	5
114	речи и	5	5
115	и то	5	4
116	той же	2	4
117	мы имеем	5	4
118	совпадает с	1	4
119	я не	5	4
120	мы и	1	4
121	только тогда	1	4
122	относится к	1	4
123	в той	2	4
124	с этим	3	4
125	целый ряд	5	4
126	в себе	1	4
127	в нашем	7	4
128	на то	4	4
129	в наших	1	4
130	свою силу	1	4
131	на этом	3	4
132	к другу	1	4
133	он должен	1	4
134	знаем что	3	4
135	не в	8	4
136	в структуру	1	4
137	что на	4	4
138	оно не	2	4
139	на основе	1	4
140	ясно что	5	4
141	что и	3	4
142	именно в	3	4
143	в качестве	8	4
144	мы знаем	4	4
145	которые в	1	4
146	но что	2	4
147	на этот	2	4
148	и следовательно	2	4
149	в частности	2	4
150	который мы	2	4
151	они не	1	4
152	ту же	6	3
153	отношения к	2	3
154	это и	3	3
155	за собой	2	3
156	с его	1	3
157	из этих	1	3
158	одном и	1	3
159	очевидно что	2	3
160	значение для	1	3
161	независимо от	1	3
162	как в	3	3
163	хотя и	4	3
164	от этого	2	3
165	и отношения	1	3
166	в случае	1	3
167	как оно	1	3
168	связанные с	2	3
169	при этом	2	3
170	одной и	1	3
171	и по	3	3
172	в каждом	1	3
173	а по	1	3
174	первую очередь	1	3
175	с того	1	3
176	письменная речь	1	3
177	должен был	1	3
178	в них	4	3
179	к осознанию	1	3
180	что такое	3	3
181	в их	2	3
182	и той	1	3
183	для данного	2	3
