N	2gram	Potebnia_M_2	Formalny
1	и в	24	24
2	в его	2	23
3	прежде всего	7	22
4	и не	19	20
5	так и	5	18
6	не может	12	16
7	в этом	8	15
8	в нем	9	14
9	может быть	23	14
10	таким образом	11	13
11	с точки	1	13
12	и т	6	12
13	как и	7	11
14	в их	1	11
15	не менее	5	11
16	должно быть	2	11
17	в ней	3	10
18	то же	12	10
19	вовсе не	9	10
20	и его	2	10
21	и их	5	10
22	а не	18	10
23	в то	6	9
24	в процессе	1	9
25	и потому	2	9
26	все это	2	9
27	и на	8	8
28	как в	10	8
29	т д	3	8
30	и с	1	8
31	лишь в	1	8
32	не в	13	8
33	же время	2	8
34	в ее	1	8
35	именно в	1	8
36	то что	20	8
37	в свою	6	8
38	на самом	2	7
39	должна быть	1	7
40	не только	15	7
41	место в	4	7
42	жизни и	1	7
43	в содержании	1	7
44	в единстве	1	7
45	и от	3	7
46	но и	9	7
47	отношения к	2	6
48	еще не	4	6
49	самом деле	2	6
50	более или	8	6
51	в целом	3	6
52	все эти	2	6
53	как бы	9	6
54	входит в	1	6
55	или менее	8	6
56	свою очередь	6	6
57	и здесь	2	6
58	до сих	4	6
59	в том	18	6
60	было бы	13	6
61	как это	2	6
62	сих пор	4	6
63	и все	3	6
64	а в	8	6
65	бы ни	5	5
66	хотя бы	2	5
67	во всех	7	5
68	одним словом	4	5
69	но в	4	5
70	и свою	1	5
71	в самом	4	5
72	при этом	13	5
73	по себе	15	5
74	не могло	1	5
75	и до	1	5
76	у нас	2	5
77	должны быть	4	5
78	должен быть	1	5
79	как мы	1	5
80	того что	7	5
81	только на	1	5
82	со стороны	3	5
83	с другой	6	5
84	и др	1	5
85	формы и	1	5
86	с его	2	4
87	по отношению	2	4
88	в истории	1	4
89	независимо от	9	4
90	в которой	5	4
91	главным образом	4	4
92	не как	3	4
93	с другими	5	4
94	и может	3	4
95	друг друга	2	4
96	как на	3	4
97	оно не	3	4
98	при таком	1	4
99	никогда не	4	4
100	если бы	11	4
101	в формах	2	4
102	всяком случае	7	4
103	с одной	4	4
104	конечно не	1	4
105	т п	3	4
106	одною из	3	4
107	одной стороны	3	4
108	в связи	2	4
109	этой последней	2	4
110	стороны и	1	4
111	с этой	1	4
112	что в	16	4
113	так же	2	4
114	во всяком	7	4
115	мы не	11	3
116	бы то	1	3
117	но не	12	3
118	со всеми	1	3
119	значение и	2	3
120	в общем	2	3
121	отношение к	1	3
122	как к	1	3
123	все же	5	3
124	и как	6	3
125	и наконец	1	3
126	в себе	10	3
127	не приводит	1	3
128	их отношения	3	3
129	человек не	1	3
130	так сказать	4	3
131	он не	1	3
132	перестает быть	2	3
133	роли в	1	3
134	всех этих	2	3
135	он должен	1	3
136	оно должно	3	3
137	так например	3	3
138	в каждом	2	3
139	то ни	1	3
140	на все	3	3
141	его в	3	3
142	в жизни	2	3
143	в них	5	3
144	свою область	1	3
145	они не	4	3
146	нового направления	1	3
147	тем самым	4	3
148	но для	1	3
149	не о	1	3
150	связи с	6	3
151	отличается от	1	3
152	к тому	1	3
153	здесь не	1	3
154	влияние на	4	3
155	бы в	2	3
156	как она	1	3
157	один из	2	3
158	или же	7	3
159	в большинстве	1	3
160	и других	2	3
161	для него	10	3
162	не для	1	3
163	в особенности	1	3
164	и чем	1	3
165	не было	6	3
166	и непосредственно	1	3
167	его как	1	3
168	ни на	1	3
169	смысле этого	3	3
170	ничем не	2	3
171	этого слова	6	3
172	но это	3	3
173	это последнее	4	3
174	же в	5	3
175	между ними	2	3
176	от всех	1	3
177	что он	4	3
178	думать что	3	3
179	в применении	1	2
180	чтобы не	1	2
181	применении к	1	2
182	и это	2	2
183	тех же	1	2
184	самый предмет	2	2
185	его не	3	2
186	а как	1	2
187	от всякой	1	2
188	вопрос о	2	2
189	единство и	1	2
190	последней в	1	2
191	в создании	3	2
192	а только	8	2
193	для других	1	2
194	друг от	1	2
195	за пределы	2	2
196	с этим	7	2
197	однако не	1	2
198	в действительности	2	2
199	от этого	1	2
200	именно того	1	2
201	он в	1	2
202	в нашем	2	2
203	остановиться на	1	2
204	этот образ	1	2
205	и если	4	2
206	том чтобы	1	2
207	из виду	1	2
208	и более	1	2
209	но все	2	2
210	могла бы	3	2
211	так называемым	1	2
212	это не	3	2
213	начала и	1	2
214	ни в	1	2
215	с тем	4	2
216	мы видели	1	2
217	жизни но	1	2
218	в эту	3	2
219	не так	3	2
220	таким же	1	2
221	не от	5	2
222	значение для	1	2
223	бы быть	3	2
224	раз и	1	2
225	виду что	1	2
226	мысли в	3	2
227	на него	3	2
228	к другим	3	2
229	только не	1	2
230	проникать в	1	2
231	ничего не	1	2
232	одна из	4	2
233	в самой	3	2
234	к ней	2	2
235	во всем	2	2
236	может и	1	2
237	от того	5	2
238	от их	4	2
239	указать на	1	2
240	определенное место	4	2
241	его с	2	2
242	не есть	6	2
243	замечаем что	1	2
244	от друга	1	2
245	как с	1	2
246	на нее	1	2
247	не с	3	2
248	для всякого	1	2
249	с ним	5	2
250	его место	1	2
251	на их	1	2
252	кого не	1	2
253	и что	4	2
254	все в	1	2
255	между тем	6	2
256	ее от	1	2
257	мы ни	1	2
258	что и	11	2
259	в другой	1	2
260	действительности не	1	2
261	связей с	1	2
262	только в	11	2
263	непосредственно из	1	2
264	уже не	4	2
265	не можем	6	2
266	если мы	3	2
267	не дает	2	2
268	большинстве случаев	1	2
269	в душе	23	2
270	его и	1	2
271	не связанных	1	2
272	могло бы	1	2
273	в одном	6	2
274	сами по	7	2
275	непосредственно как	1	2
276	они становятся	1	2
277	даже и	2	2
278	перейти к	1	2
279	мысли об	3	2
280	сама по	2	2
281	чтобы убедиться	1	2
282	не на	2	2
283	самое понятие	1	2
284	была бы	1	2
285	под влиянием	8	2
286	вместе с	11	2
287	ко всем	2	2
288	почти совершенно	1	2
289	его содержание	2	2
290	для нашего	1	2
291	она есть	2	2
292	в ряду	6	2
293	к которому	2	2
294	прежде чем	1	2
295	три основные	1	2
296	ни было	3	2
297	в своих	1	2
298	отношении к	2	2
299	предполагает уже	1	2
300	но эта	1	2
301	только как	6	2
302	они были	1	2
303	что такое	2	2
304	влияния на	2	2
305	эту последнюю	1	2
306	а между	4	1
307	ту же	1	1
308	например в	3	1
309	связи между	1	1
310	представляем себе	1	1
311	он может	1	1
312	вне связи	1	1
313	и есть	2	1
314	что смысл	1	1
315	нам кажется	4	1
316	а непосредственно	1	1
317	между двумя	6	1
318	чего не	2	1
319	также что	2	1
320	мы уже	1	1
321	той же	3	1
322	со всех	1	1
323	тех действий	1	1
324	и само	1	1
325	которую мы	1	1
326	не во	2	1
327	содержания в	1	1
328	происходит это	1	1
329	тело а	1	1
330	при таких	3	1
331	всех сторон	1	1
332	эти средства	1	1
333	в чем	7	1
334	тем как	2	1
335	но конечно	1	1
336	совсем не	2	1
337	высокую степень	1	1
338	характер они	1	1
339	что язык	2	1
340	тогда как	10	1
341	иначе не	1	1
342	только путем	1	1
343	вызывает в	1	1
344	общего с	2	1
345	быть выведены	1	1
346	взаимодействий которые	1	1
347	за этим	1	1
348	очень трудно	1	1
349	бы при	2	1
350	ней в	1	1
351	что касается	1	1
352	о большей	1	1
353	перед нами	1	1
354	этого еще	1	1
355	хотя и	3	1
356	и понимания	1	1
357	в этот	1	1
358	о самом	1	1
359	то в	1	1
360	в условиях	1	1
361	бы и	1	1
362	мы получаем	1	1
363	иначе и	1	1
364	из этих	4	1
365	так в	4	1
366	с их	1	1
367	с чисто	1	1
368	нами в	1	1
369	было дано	1	1
370	искусства то	1	1
371	с движением	1	1
372	как он	4	1
373	на то	5	1
374	сам предмет	1	1
375	быть только	2	1
376	что без	3	1
377	как оно	2	1
378	не следует	1	1
379	по-видимому не	1	1
380	сказать в	2	1
381	тем не	6	1
382	и легко	1	1
383	и общее	1	1
384	в первой	1	1
385	меняется в	1	1
386	свою собственную	1	1
387	этого нельзя	1	1
388	состоит в	2	1
389	к одному	1	1
390	что нужно	1	1
391	внутренней речи	1	1
392	еще мало	1	1
393	чтобы в	1	1
394	свою силу	1	1
395	какой бы	1	1
396	приходим к	1	1
397	и по	2	1
398	на этом	2	1
399	мы их	1	1
400	в нее	4	1
401	последнее слово	1	1
402	нет значения	1	1
403	связанных с	1	1
404	есть одна	1	1
405	с каким-либо	1	1
406	за целое	1	1
407	заключается в	1	1
408	время и	2	1
409	искусство не	1	1
410	к природе	1	1
411	деле в	1	1
412	может стать	2	1
413	этом смысле	2	1
414	и тем	3	1
415	между отдельными	1	1
416	только человек	1	1
417	выраженную в	1	1
418	его частей	1	1
419	сознание только	1	1
420	далеко не	3	1
421	этого не	2	1
422	и уже	5	1
423	такой же	4	1
424	и тогда	3	1
425	роль и	1	1
426	в этих	3	1
427	общем не	1	1
428	или вообще	1	1
429	сознание или	1	1
430	что между	1	1
431	что если	6	1
432	к тем	1	1
433	никаких оснований	1	1
434	можно найти	1	1
435	в такой	1	1
436	стать в	1	1
437	в котором	4	1
438	а от	3	1
439	чем более	3	1
440	не столько	2	1
441	как совокупность	2	1
442	в отличие	1	1
443	значение то	1	1
444	знаем что	1	1
445	нас только	1	1
446	представляется человеку	1	1
447	он представляется	2	1
448	совершенно иначе	1	1
449	не понимает	1	1
450	такую же	1	1
451	но он	2	1
452	друг другу	1	1
453	и эти	1	1
454	этих и	1	1
455	какое бы	1	1
456	возможно только	1	1
457	не должно	2	1
458	для нее	2	1
459	и вся	1	1
460	тому что	2	1
461	этом не	1	1
462	вообще но	1	1
463	оно так	1	1
464	самого начала	2	1
465	для каждого	1	1
466	не имеет	6	1
467	на котором	1	1
468	по-своему но	1	1
469	если в	3	1
470	и притом	3	1
471	душе и	1	1
472	к этим	1	1
473	но вместе	2	1
474	но только	2	1
475	того чтобы	2	1
476	здесь может	1	1
477	его от	1	1
478	какие в	1	1
479	и без	1	1
480	в звуке	10	1
481	этих последних	2	1
482	по своей	1	1
483	на природу	2	1
484	и чувства	2	1
485	потому что	49	1
486	движения и	2	1
487	в сознании	23	1
488	действительно существует	1	1
489	только с	1	1
490	уже и	1	1
491	мы и	1	1
492	что на	3	1
493	за его	1	1
494	однако это	1	1
495	все то	1	1
496	не могут	7	1
497	есть только	6	1
498	следует еще	1	1
499	могут быть	8	1
500	же что	3	1
501	весьма сложные	1	1
502	содержанием и	1	1
503	вопрос и	1	1
504	как для	2	1
505	мысли на	1	1
506	поэзии как	1	1
507	что при	1	1
508	только это	1	1
509	ничего общего	1	1
510	этим только	1	1
511	касается до	2	1
512	и самое	1	1
513	и о	1	1
514	то она	1	1
515	соответствие известных	1	1
516	и сами	4	1
517	ни одно	1	1
518	только при	1	1
519	языка и	3	1
520	извне и	1	1
521	с самого	2	1
522	мы наблюдаем	1	1
523	слова а	3	1
524	если они	1	1
525	что у	2	1
526	было в	2	1
527	мог бы	3	1
528	во многом	1	1
529	и всегда	1	1
530	чувственного восприятия	1	1
531	звука от	1	1
532	остается только	2	1
533	что дело	1	1
534	по сравнению	1	1
535	все остальные	5	1
536	в словах	3	1
537	связанное с	1	1
538	в другом	2	1
539	что новое	1	1
540	язык и	1	1
541	что каждый	1	1
542	той степени	1	1
543	его жизни	1	1
544	одного из	1	1
545	и просто	1	1
546	можно сказать	1	1
547	по их	1	1
548	как они	1	1
549	связь между	2	1
550	от них	3	1
551	и во	3	1
552	дальнейшем развитии	1	1
553	на одном	1	1
554	в языке	3	1
555	и ни	1	1
556	вслед за	3	1
557	с а	4	1
558	для самого	4	1
559	и самые	1	1
560	содержания но	1	1
561	предмета и	4	1
562	не непосредственно	2	1
563	к нему	1	1
564	мы видим	2	1
565	менее в	1	1
566	могло быть	1	1
567	только содержание	1	1
568	и действительно	1	1
569	в стороне	1	1
570	внутренняя форма	4	1
571	который в	1	1
572	по мнению	1	1
573	между этими	1	1
574	выведены из	1	1
575	кроме этого	2	1
576	именно на	1	1
577	с которыми	2	1
578	так что	10	1
579	которые мы	3	1
580	для всех	1	1
581	в сторону	1	1
582	содержание не	1	1
583	слова в	5	1
584	а это	2	1
585	из них	5	1
586	и понимание	1	1
587	предмет и	1	1
588	звука в	1	1
589	мы знаем	2	1
590	себе в	3	1
591	никто не	1	1
592	представить себе	1	1
593	ли этот	1	1
594	ум в	1	1
595	с этими	1	1
596	так как	10	1
597	содержания а	1	1
598	нужно знать	2	1
599	но что	2	1
600	у него	2	1
601	отличие от	1	1
602	явлений в	1	1
603	наших отношениях	1	1
604	не были	1	1
605	имеет и	1	1
606	на ее	1	1
607	не один	1	1
608	что они	5	1
609	а именно	1	1
610	значения в	1	1
611	этого значения	1	1
612	во второй	1	1
613	а с	2	1
614	содержание его	2	1
615	один и	1	1
616	движения в	2	1
617	что не	5	1
618	нельзя в	2	1
619	что для	3	1
620	связано с	2	1
621	а на	1	1
622	у человека	2	1
623	зависит от	2	1
624	к своему	1	1
625	к таким	2	1
626	при определении	2	1
627	в слове	13	1
628	для человека	1	1
629	там где	4	1
630	оснований для	1	1
631	нее как	1	1
632	его на	2	1
633	приводит в	5	1
634	какого бы	1	1
635	внутренней формы	2	1
636	другу и	1	1
637	если оно	1	1
638	по поводу	6	1
639	сравнению с	1	1
640	не дают	2	1
641	они могли	1	1
642	в той	1	1
643	во все	2	1
644	что же	1	1
645	своим содержанием	1	1
646	эти последние	2	1
647	как средство	1	1
648	знания а	1	1
649	что как	1	1
650	значит что	1	1
651	форма и	1	1
652	своего содержания	1	1
653	тех пор	1	1
654	и оценка	1	1
655	предположения что	1	1
656	но даже	3	1
657	как предмет	1	1
658	между прочим	4	1
659	между собой	1	1
660	в более	1	1
661	отношениях к	1	1
662	и для	3	1
663	слова но	2	1
664	или в	2	1
665	что оно	4	1
666	сознания и	1	1
667	понять что	1	1
668	которого они	1	1
669	том что	8	1
670	чтобы понять	1	1
671	это уже	1	1
672	для нас	31	1
673	из себя	2	1
674	тем более	1	1
675	его соответствие	1	1
676	и психологии	1	1
677	отличия от	1	1
678	только что	3	1
679	них и	1	1
680	до тех	1	1
681	чувства или	1	1
682	в какие	1	1
683	сказать что	2	1
684	другой стороны	2	1
685	в последнем	1	1
686	есть и	1	1
687	были и	2	1
688	время не	1	1
689	себе не	4	1
690	если она	1	1
691	всем этом	2	1
692	просто не	1	1
693	можем не	1	1
694	ее в	1	1
695	к этому	2	1
696	этой цели	1	1
697	этой точки	1	1
