N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	8
2	с одной стороны	2	7
3	в том что	2	5
4	в данном случае	2	3
5	но так как	2	3
6	мы уже видели	1	3
7	в тех случаях	1	3
8	тех случаях когда	1	3
9	не может быть	4	3
10	том что в	1	2
11	в античной греции	1	2
12	мы можем установить	1	2
13	только то что	1	2
14	эта связь с	1	2
15	по отношению к	3	2
16	можно было бы	1	2
17	как и в	1	2
18	в другом месте	1	1
19	и один из	1	1
20	что иное как	2	1
21	с ними и	1	1
22	только потому что	1	1
23	там где нет	1	1
24	более или менее	1	1
25	в которых он	1	1
26	нам кажется что	1	1
27	греции и в	1	1
28	в полном соответствии	2	1
29	и не может	1	1
30	в зависимости от	2	1
31	есть одно и	1	1
32	полном соответствии с	2	1
33	с этой точки	1	1
34	то или иное	1	1
35	вместе с ними	1	1
36	одно и то	3	1
37	все же есть	1	1
38	так же как	1	1
39	образом мы можем	1	1
40	и то же	2	1
41	а также и	1	1
42	его историческое развитие	1	1
43	из тела и	1	1
44	в связи со	1	1
45	же объясняется что	1	1
46	этой точки зрения	1	1
47	есть не что	2	1
48	в борьбе с	1	1
49	таким образом мы	1	1
50	и вместе с	1	1
51	что в ней	1	1
52	уже видели как	1	1
53	подобно тому как	1	1
54	несмотря на все	1	1
55	на то что	1	1
56	другой стороны оно	1	1
57	не что иное	2	1
58	прежде всего является	1	1
59	тем не менее	1	1
60	для того чтобы	1	1
