N	3gram	Bakhtin_Pr_4	Komedia
1	в том что	2	9
2	с другой стороны	3	5
3	к тому же	1	5
4	том что он	1	4
5	в конце концов	1	4
6	в одном из	2	4
7	то же время	5	4
8	в то же	5	4
9	по отношению к	5	3
10	после того как	1	3
11	с одной стороны	1	3
12	о том что	2	3
13	но и в	2	2
14	может быть даже	1	2
15	до сих пор	8	2
16	как и в	3	2
17	во всяком случае	1	2
18	внешней и внутренней	1	2
19	но прежде всего	1	1
20	хотя и не	2	1
21	следует отметить что	1	1
22	но и она	1	1
23	на себя внимание	2	1
24	более или менее	3	1
25	большей или меньшей	2	1
26	ни в малейшей	1	1
27	и даже не	1	1
28	и все остальные	1	1
29	в том числе	4	1
30	а между тем	1	1
31	в том же	1	1
32	же как и	1	1
33	ставит нас перед	1	1
34	для своих целей	2	1
35	мы не только	1	1
36	а может быть	1	1
37	сам по себе	3	1
38	и в тех	1	1
39	можно было бы	2	1
40	это вовсе не	2	1
41	в книге об	1	1
42	и в конце	1	1
43	все это время	1	1
44	всего его творчества	2	1
45	в значительной степени	1	1
46	так же как	1	1
47	в данном случае	1	1
48	не только в	1	1
49	в высшей степени	1	1
50	в той же	1	1
51	но при этом	1	1
52	в отличие от	3	1
53	так или иначе	1	1
54	и в их	1	1
55	о которых мы	1	1
56	как один из	1	1
57	при всех возможных	1	1
58	с самого начала	1	1
59	того типа который	1	1
60	ни в одном	2	1
61	друг от друга	1	1
62	в большинстве случаев	8	1
63	как мы уже	2	1
64	к тому что	1	1
65	в отношении к	2	1
66	одном из своих	1	1
67	сплошь да рядом	1	1
68	этого слова с	1	1
69	из того же	1	1
