N	2gram	Tiupa_Lite_2	Problema
1	и в	19	30
2	в своей	1	22
3	то есть	5	21
4	не только	8	18
5	то что	7	18
6	в этом	9	17
7	том что	7	17
8	в стихотворении	13	14
9	и даже	8	14
10	таким образом	1	13
11	но и	10	13
12	потому что	2	13
13	о том	2	12
14	в его	4	12
15	а именно	3	12
16	в том	10	12
17	и не	11	12
18	так что	4	11
19	в своем	1	11
20	у него	2	11
21	в этой	3	10
22	для нас	2	10
23	точки зрения	4	10
24	все же	2	9
25	на земле	1	9
26	но в	2	9
27	который в	1	9
28	и все	1	9
29	художественного творчества	2	8
30	с точки	3	8
31	никак не	1	8
32	в конце	2	8
33	вовсе не	2	8
34	но не	5	7
35	как и	10	7
36	не в	4	7
37	никогда не	3	7
38	связи с	1	7
39	у нас	5	7
40	здесь не	1	7
41	так и	7	7
42	что он	3	7
43	мы находим	1	7
44	может быть	17	7
45	говорит о	1	7
46	подобного рода	1	7
47	в результате	2	7
48	вместе с	5	7
49	и на	6	6
50	и как	3	6
51	в нем	3	6
52	его в	1	6
53	и его	3	6
54	можно сказать	1	6
55	и что	2	6
56	что и	2	6
57	уже не	2	6
58	так как	3	6
59	с другой	8	6
60	прежде всего	4	6
61	как бы	2	6
62	и для	3	6
63	конце концов	1	6
64	а в	3	6
65	другой стороны	4	6
66	и то	3	5
67	для себя	2	5
68	в году	5	5
69	не просто	1	5
70	за это	1	5
71	тем не	2	5
72	и с	3	5
73	с тем	2	5
74	он и	2	5
75	еще в	4	5
76	но он	1	5
77	что этот	1	5
78	не менее	6	5
79	и притом	1	5
80	того как	1	5
81	и о	1	5
82	художественное творчество	1	5
83	а не	20	5
84	не может	9	5
85	так же	1	5
86	как раз	2	5
87	в самом	1	5
88	что в	4	5
89	того же	4	4
90	едва ли	4	4
91	и он	3	4
92	отнюдь не	4	4
93	и к	2	4
94	в себе	6	4
95	при этом	6	4
96	было бы	2	4
97	не мог	1	4
98	не так	2	4
99	по крайней	2	4
100	в то	9	4
101	свободы и	1	4
102	но даже	1	4
103	все еще	2	4
104	огонь и	1	4
105	и сам	2	4
106	крайней мере	2	4
107	оказывается что	1	4
108	в качестве	5	4
109	даже и	2	4
110	далеко не	1	4
111	еще и	1	4
112	а с	1	4
113	в частности	4	4
114	и вполне	1	4
115	в смысле	1	4
116	под названием	2	4
117	жизни в	4	4
118	из этого	1	4
119	у людей	1	4
120	гораздо более	1	4
121	тем же	3	3
122	на первом	2	3
123	в виду	2	3
124	в ней	4	3
125	еще не	2	3
126	он сам	1	3
127	в ее	2	3
128	в противоположность	2	3
129	от этого	1	3
130	поскольку в	3	3
131	с одной	7	3
132	он не	5	3
133	в другом	3	3
134	с неба	1	3
135	всю свою	1	3
136	не всегда	1	3
137	сам же	1	3
138	однако в	6	3
139	в отношении	1	3
140	в русской	4	3
141	но только	2	3
142	сравнении с	2	3
143	жизнь и	1	3
144	с ним	2	3
145	только и	1	3
146	после того	1	3
147	а также	2	3
148	русской литературе	2	3
149	все время	1	3
150	же в	2	3
151	того что	5	3
152	тот же	2	3
153	в начале	3	3
154	в одном	2	3
155	в других	1	3
156	для того	2	3
157	именно в	1	3
158	одной стороны	6	3
159	мира в	2	3
160	еще более	1	3
161	в сравнении	2	3
162	самом деле	1	2
163	но тем	4	2
164	и до	2	2
165	то же	12	2
166	и за	2	2
167	из всех	1	2
168	мы имеем	1	2
169	мы не	4	2
170	я не	5	2
171	в таком	1	2
172	все эти	1	2
173	в чем	1	2
174	землю и	1	2
175	у н	1	2
176	не все	1	2
177	по отношению	4	2
178	он пишет	1	2
179	на то	1	2
180	как в	1	2
181	и нет	2	2
