N	3gram	Potebnia_M_1	Myshleni
1	в том что	13	17
2	заключается в том	1	7
3	для того чтобы	2	7
4	так же как	1	6
5	с самого начала	3	6
6	в собственном смысле	1	6
7	можно было бы	1	5
8	с одной стороны	3	5
9	в связи с	1	5
10	тем не менее	6	5
11	что и в	3	5
12	и того же	2	4
13	то и другое	2	4
14	смысле этого слова	1	4
15	во всяком случае	1	4
16	в то время	1	4
17	это значит что	1	4
18	с тем и	1	4
19	одного и того	2	4
20	в его состав	1	4
21	о том что	1	3
22	сами по себе	1	3
23	в этом отношении	1	3
24	с другой стороны	5	3
25	мы видели что	1	3
26	не мог бы	1	3
27	с тем что	3	3
28	до какой степени	1	3
29	на то что	1	3
30	как мы видели	1	3
31	таким образом что	2	2
32	в том виде	1	2
33	только потому что	2	2
34	имеет дело с	1	2
35	этой точки зрения	1	2
36	и той же	3	2
37	по отношению к	13	2
38	и в отношении	1	2
39	в этом смысле	4	2
40	и в этом	6	2
41	только в том	6	2
42	то что в	1	2
43	заключает в себе	2	2
44	вместе с этим	1	2
45	от нее в	1	2
46	потому что оно	1	2
47	то что мы	1	2
48	от того как	1	2
49	столь же мало	1	2
50	не может быть	9	2
51	с этой точки	1	2
52	так и в	3	2
53	в свою очередь	4	2
54	само по себе	4	2
55	одной и той	3	2
56	как и в	2	2
57	и связанное с	1	1
58	не в состоянии	1	1
59	том что при	1	1
60	самого начала все	1	1
61	что иное как	2	1
62	и том же	2	1
63	другой стороны он	1	1
64	один из основных	1	1
65	выше мы видели	1	1
66	должны сказать что	1	1
67	более или менее	1	1
68	подобно тому как	3	1
69	в таком виде	2	1
70	это нисколько не	1	1
71	во многих случаях	1	1
72	который служит для	1	1
73	только в смысле	1	1
74	с точки зрения	3	1
75	тем что слово	1	1
76	что как бы	1	1
77	до сих пор	1	1
78	потому что так	1	1
79	к тому как	1	1
80	с тем же	1	1
81	что мы имеем	1	1
82	сам по себе	1	1
83	связи между словом	1	1
84	бы то ни	2	1
85	между тем как	1	1
86	предшествующим и последующим	1	1
87	из того что	1	1
88	этим последним как	1	1
89	обратить внимание на	1	1
90	точно так же	1	1
91	развивается только в	1	1
92	одном и том	2	1
93	он не мог	1	1
94	таким же образом	1	1
95	как если бы	1	1
96	так как оно	1	1
97	как и язык	1	1
98	но все они	1	1
99	внешним и внутренним	1	1
100	в применении к	2	1
101	во внимание что	2	1
102	что мы не	1	1
103	к этим последним	1	1
104	что они были	1	1
105	и что в	3	1
106	не что иное	2	1
107	не потому что	1	1
108	не только в	3	1
109	то ни было	1	1
110	должно быть отнесено	1	1
111	мы будем иметь	1	1
112	на некоторое время	1	1
113	и не могут	1	1
114	но и по	1	1
115	однако в этой	1	1
116	не могут быть	2	1
117	всяком случае не	1	1
118	указывает на то	1	1
119	все более и	2	1
120	потому что она	1	1
121	не могло бы	2	1
122	перед нами еще	1	1
123	и в том	3	1
124	может быть совершенно	1	1
125	и как бы	3	1
126	отрицать что в	1	1
127	с таким образом	1	1
128	по себе а	1	1
129	но тем не	3	1
130	мы не можем	1	1
131	как и всякая	1	1
132	значение только в	1	1
133	между внешним и	1	1
134	так как в	2	1
135	не только потому	1	1
136	с этим последним	2	1
137	если бы мы	1	1
138	мы думаем что	1	1
139	более и более	2	1
140	можем представить себе	2	1
141	но всегда в	1	1
142	друг от друга	2	1
143	взаимного понимания как	1	1
144	к тому что	2	1
145	между словом и	1	1
146	но на деле	2	1
147	сама по себе	3	1
148	что имеет место	1	1
149	отношении его к	1	1
150	ни было но	1	1
151	и не могло	1	1
152	могло бы быть	1	1
153	что так как	1	1
154	мы увидим что	3	1
