N	2gram	Losev_Vesc_1	Myshleni
1	в том	8	33
2	том что	8	27
3	точки зрения	5	26
4	то что	27	20
5	в этом	4	19
6	с точки	3	18
7	того что	8	17
8	мышления и	1	16
9	не только	36	15
10	и в	21	15
11	таким образом	8	14
12	что в	9	14
13	того чтобы	3	12
14	что он	1	12
15	в самом	9	11
16	мы не	6	10
17	было бы	14	10
18	для того	2	10
19	но и	18	10
20	мы можем	4	10
21	в сущности	4	9
22	в своем	6	9
23	о том	6	9
24	может быть	16	9
25	что мы	14	9
26	не может	17	9
27	не является	1	9
28	с но	2	8
29	заключается в	1	8
30	не в	5	8
31	никогда не	2	8
32	так и	3	8
33	если бы	5	8
34	и что	15	8
35	к действительности	2	8
36	едва ли	1	7
37	на основе	1	7
38	по себе	13	7
39	к тому	3	7
40	тот же	3	7
41	с одной	3	7
42	потому что	16	7
43	мы знаем	1	7
44	одной стороны	3	7
45	как бы	12	7
46	и не	29	7
47	мышлением и	1	7
48	во всяком	3	7
49	самом деле	4	6
50	с таким	1	6
51	в зависимости	1	6
52	мы уже	3	6
53	зависимости от	1	6
54	в этой	3	6
55	в истории	1	6
56	мы должны	2	6
57	и к	1	6
58	что это	13	6
59	на то	4	6
60	как и	8	6
61	мы видели	1	6
62	всяком случае	2	6
63	в отношении	4	6
64	что эта	1	6
65	как мы	4	6
66	в виду	2	6
67	но в	5	6
68	по своей	2	6
69	если мы	8	6
70	мы находим	2	6
71	вовсе не	10	6
72	с другой	6	6
73	к которому	1	6
74	на этот	1	6
75	в частности	1	6
76	вместе с	1	6
77	как это	2	6
78	сказать что	17	6
79	то же	6	5
80	вопрос о	1	5
81	видели что	1	5
82	говорит что	1	5
83	уже в	1	5
84	приводит к	1	5
85	это не	5	5
86	тогда когда	5	5
87	во всей	1	5
88	можно было	2	5
89	и даже	6	5
90	этот вопрос	1	5
91	и их	7	5
92	представление о	1	5
93	сравнению с	6	5
94	по существу	2	5
95	все что	1	5
96	по сравнению	7	5
97	связана с	1	4
98	переход от	1	4
99	с в	2	4
100	из того	2	4
101	хотя бы	6	4
102	с его	1	4
103	из этих	1	4
104	независимо от	5	4
105	все же	4	4
106	могли бы	1	4
107	в которой	1	4
108	том чтобы	1	4
109	что все	2	4
110	несмотря на	1	4
111	со всей	2	4
112	в своей	5	4
113	от его	2	4
114	признать что	1	4
115	к этому	1	4
116	их в	3	4
117	и его	2	4
118	с и	1	4
119	что оно	8	4
120	и с	8	4
121	на вопрос	1	4
122	мы видим	2	4
123	так как	7	4
124	только в	14	4
125	в качестве	1	4
126	для всех	1	4
127	при помощи	2	4
128	как раз	9	4
129	интересующей нас	1	4
130	а с	3	4
131	прежде всего	9	4
132	так же	1	4
133	все это	5	4
134	для нас	2	4
135	а в	4	4
136	по поводу	1	4
137	человека и	1	3
138	на самом	1	3
139	собственном смысле	3	3
140	действительности и	5	3
141	мы имеем	7	3
142	и ее	18	3
143	мы будем	1	3
144	точка зрения	1	3
145	в общем	1	3
146	очевидно что	1	3
147	что они	6	3
148	что именно	1	3
149	с этим	3	3
150	что как	1	3
151	когда он	1	3
152	бы и	5	3
153	все эти	3	3
154	но на	2	3
155	что она	15	3
156	при этом	1	3
157	что у	5	3
158	и по	1	3
159	свое имя	1	3
160	об этом	3	3
161	с другими	8	3
162	о которых	1	3
163	таким же	1	3
164	бы к	1	3
165	на известный	1	3
166	для этого	4	3
167	из которых	1	3
168	в самой	2	3
169	этом отношении	1	3
170	в основе	3	3
171	больше того	4	3
172	для себя	5	3
173	и это	14	3
174	данном случае	2	3
175	в собственном	2	3
176	с собой	2	3
177	с ним	8	3
178	ничего не	3	3
179	но мы	1	3
180	и только	3	3
181	все время	1	3
182	мышление и	1	3
183	значение в	1	3
184	философии и	1	3
185	но не	5	3
186	вот почему	3	3
187	из них	4	3
188	для него	4	3
189	отличие от	1	3
190	со стороны	5	3
191	в отличие	1	3
192	только что	2	3
193	ничем не	3	3
194	а не	19	3
195	в данном	5	3
196	и жесты	1	3
197	об отношении	1	3
198	или в	2	3
199	в результате	3	3
200	и все	5	3
201	лежит в	1	3
202	того же	5	3
203	и мышления	1	3
204	действительность не	1	3
205	не можем	1	3
206	тем самым	1	3
207	ту же	2	2
208	также и	6	2
209	с с	1	2
210	же как	1	2
211	и есть	26	2
212	в котором	3	2
213	той же	2	2
214	из всех	1	2
215	и само	2	2
216	что между	2	2
217	что если	1	2
218	которую мы	1	2
219	имеет свою	1	2
220	оба эти	3	2
221	есть нечто	6	2
222	говорить о	6	2
223	и самого	1	2
224	во всех	2	2
225	то он	1	2
226	не то	4	2
227	смысле мы	1	2
228	только тогда	3	2
229	нет и	1	2
230	сама по	3	2
231	еще один	1	2
232	отнюдь не	5	2
233	в течение	1	2
234	наряду с	1	2
235	стороны и	2	2
236	относятся к	1	2
237	перед нами	2	2
238	и как	8	2
239	он находится	1	2
240	более или	1	2
241	есть ли	6	2
242	от этого	2	2
243	к чему	1	2
244	думаем что	1	2
245	само по	1	2
246	раз в	1	2
247	в себе	14	2
248	но ведь	2	2
249	свою собственную	1	2
250	же это	4	2
251	в силу	3	2
252	и более	1	2
253	что каждая	1	2
254	друг с	1	2
255	подобно тому	4	2
256	в другом	2	2
257	на этой	1	2
258	и мы	1	2
259	нечто внешнее	1	2
260	ни в	1	2
261	жизни человека	1	2
262	все равно	2	2
263	что вещи	3	2
264	должно быть	6	2
265	в один	1	2
266	и тогда	1	2
267	нисколько не	4	2
268	или менее	1	2
269	в этих	1	2
270	отрыве от	2	2
271	но если	8	2
272	с вещами	3	2
273	стало быть	1	2
274	бы мы	1	2
275	быть может	1	2
276	моментов в	2	2
277	нас к	1	2
278	с которой	1	2
279	и другое	4	2
280	от жизни	1	2
281	для всего	1	2
282	находится в	3	2
283	этих двух	2	2
284	или как	2	2
285	к ней	2	2
286	во всем	1	2
287	уже и	1	2
288	что на	2	2
289	не потому	6	2
290	с другом	1	2
291	к себе	4	2
292	меня на	2	2
293	могут быть	1	2
294	во все	1	2
295	как только	4	2
296	же самое	1	2
297	его с	1	2
