N	3gram	Vygotskiy__2	VeschiIm
1	и т д	2	20
2	не может быть	8	18
3	это значит что	2	17
4	бы то ни	2	9
5	то ни было	1	9
6	что иное как	1	8
7	не что иное	1	8
8	а и в	1	7
9	по крайней мере	1	6
10	в том что	17	6
11	на то что	6	6
12	в чем же	1	5
13	одно и то	1	5
14	и то же	1	5
15	есть не что	1	5
16	в свою очередь	2	5
17	тем не менее	4	5
18	с точки зрения	10	4
19	и то что	2	4
20	было бы и	2	4
21	то же время	2	4
22	от того что	1	4
23	значит ли это	1	4
24	в то же	2	4
25	более или менее	1	3
26	в самом деле	11	3
27	подобно тому как	2	3
28	что она есть	1	3
29	сам по себе	4	3
30	можно было бы	4	3
31	вместе с тем	1	3
32	указывает на то	2	3
33	все же не	1	3
34	только то что	1	3
35	само по себе	3	3
36	ли это что	1	3
37	вбирает в себя	1	3
38	можно сказать что	1	2
39	то это значит	1	2
40	этой точки зрения	2	2
41	какого бы то	1	2
42	о том как	1	2
43	мы находим в	1	2
44	в основе своей	1	2
45	с этой точки	1	2
46	и в частности	1	2
47	в данном случае	4	2
48	в первом случае	1	2
49	и ничем не	1	2
50	не есть еще	1	2
51	и таким образом	2	2
52	заключается в том	10	2
53	и даже не	1	2
54	то или другое	1	2
55	к тому что	2	2
56	и того же	1	1
57	и может быть	1	1
58	только потому что	2	1
59	имеет дело с	2	1
60	это было бы	2	1
61	в этом смысле	1	1
62	том что он	3	1
63	того или другого	1	1
64	в этом случае	1	1
65	бы с этой	1	1
66	он все же	1	1
67	было бы нелепо	1	1
68	до сих пор	5	1
69	и во всех	1	1
70	и не может	2	1
71	в зависимости от	1	1
72	сам для себя	1	1
73	сами по себе	3	1
74	что он не	2	1
75	не то что	1	1
76	по себе и	1	1
77	не имеет никакого	1	1
78	что не только	1	1
79	и для всех	1	1
80	описать и объяснить	1	1
81	кроме того что	1	1
82	это и значит	1	1
83	по самому своему	1	1
84	они все же	1	1
85	и тем не	1	1
86	того что они	1	1
87	что бы то	1	1
88	потому что он	1	1
89	то время как	2	1
90	так же как	4	1
91	то что для	1	1
92	совершенно верно что	1	1
93	не потому что	1	1
94	в том чтобы	3	1
95	этого слова есть	1	1
96	таким образом и	3	1
97	ни к какому	1	1
98	с одной стороны	1	1
99	как равно и	1	1
100	когда он говорит	1	1
101	в конце концов	3	1
102	по существу и	1	1
103	бы вбирает в	1	1
104	с тем же	1	1
105	и ничего не	1	1
106	не в том	2	1
107	в каком случае	1	1
108	потому что она	2	1
109	ни на что	1	1
110	только в очень	1	1
111	с другой стороны	2	1
112	на что не	1	1
113	что не направленный	1	1
114	только о том	1	1
115	это относится не	1	1
116	сама с собой	1	1
117	совершенно ясно и	1	1
118	сказать что оно	1	1
119	говорить что это	1	1
120	ни в каком	2	1
121	ясно что это	1	1
122	во всяком случае	2	1
123	же по себе	1	1
124	том смысле что	1	1
125	в то время	3	1
126	в обыденной речи	1	1
127	на этом основании	1	1
128	о том что	4	1
129	ту же самую	2	1
130	не только не	1	1
131	вместо того чтобы	1	1
132	стоит именно на	1	1
133	к одному и	1	1
134	именно потому что	1	1
135	нужно сказать что	1	1
136	происходит не в	1	1
137	одного и того	1	1
138	для того чтобы	13	1
139	непосредственного отношения к	1	1
140	что оно не	1	1
141	как бы вбирает	1	1
142	в том смысле	1	1
143	мы видим что	2	1
144	не значит что	1	1
145	и значит быть	1	1
146	и что он	1	1
147	это однако не	1	1
148	в отношении к	3	1
149	друг с другом	1	1
150	свидетельствует о том	1	1
151	на то чтобы	1	1
152	что и в	3	1
153	несмотря на все	3	1
