N	3gram	Vinokur_Ku_2	Literetu
1	то же время	3	9
2	в то же	3	9
3	не может быть	4	7
4	с одной стороны	1	6
5	в конечном счете	2	5
6	в том что	10	5
7	состоит в том	1	4
8	едва ли не	1	4
9	с другой стороны	7	4
10	с точки зрения	8	3
11	в этом отношении	3	3
12	в данном случае	1	3
13	в том чтобы	1	3
14	но с другой	1	3
15	речь идет о	1	3
16	о том что	1	2
17	все ту же	1	2
18	не говоря уже	2	2
19	в этом случае	2	2
20	говоря уже о	2	2
21	и т п	24	2
22	по крайней мере	6	2
23	в первый раз	1	2
24	в свое время	2	2
25	тем не менее	5	2
26	том что в	1	1
27	тех пор пока	1	1
28	а не с	1	1
29	как раз не	1	1
30	но даже и	2	1
31	в соответствии с	2	1
32	что слово это	2	1
33	вместе с тем	2	1
34	что он не	1	1
35	в отличие от	2	1
36	бы то ни	1	1
37	а так как	1	1
38	только то что	1	1
39	не могут быть	1	1
40	состоит не в	1	1
41	можно было бы	9	1
42	до тех пор	1	1
43	и всякой иной	2	1
44	и вовсе не	2	1
45	с этой точки	2	1
46	и то что	1	1
47	ничего общего с	1	1
48	в данный момент	1	1
49	политики в области	1	1
50	в конце концов	3	1
51	к этой книге	3	1
52	не более чем	1	1
53	я не мог	1	1
54	приводит к тому	1	1
55	не в том	1	1
56	прежде всего в	1	1
57	этой точки зрения	2	1
58	по которым в	1	1
59	и некоторые другие	1	1
60	по земле в	1	1
61	может быть это	1	1
62	однако в том	1	1
63	в свою очередь	2	1
64	на самом деле	2	1
65	то же в	1	1
66	речь в данном	1	1
67	так как у	1	1
68	и прежде всего	1	1
69	то ни было	1	1
70	после того как	1	1
71	к тому что	1	1
72	тех или иных	1	1
73	для того чтобы	8	1
74	а по существу	1	1
75	можно сказать и	1	1
76	как мы видели	1	1
