N	2gram	Trubetskoy_1	Vvedenie
1	и в	23	32
2	в том	30	31
3	в этом	12	30
4	том что	19	26
5	может быть	16	26
6	не только	7	22
7	для того	8	21
8	того чтобы	8	20
9	таким образом	31	19
10	также и	2	18
11	то что	18	16
12	потому что	9	15
13	так как	7	15
14	не может	17	14
15	в самом	8	13
16	в нем	3	13
17	о том	7	13
18	со стороны	1	13
19	в их	4	12
20	в общем	6	12
21	в его	5	12
22	того что	6	12
23	только в	6	12
24	и не	8	12
25	как на	4	12
26	как мы	2	11
27	ясно что	8	11
28	в данном	3	11
29	что такое	1	11
30	что в	8	10
31	то же	4	9
32	в истории	3	9
33	и как	1	9
34	но в	4	9
35	между тем	12	9
36	науки о	1	8
37	а только	1	8
38	это не	3	8
39	не в	8	8
40	тем не	4	8
41	не менее	7	8
42	с другой	6	8
43	именно в	5	8
44	самом деле	12	7
45	вопрос о	3	7
46	но не	2	7
47	все же	13	7
48	было бы	3	7
49	точки зрения	13	7
50	уже и	3	7
51	можно было	1	7
52	как нечто	1	7
53	прежде всего	3	7
54	смысле этого	1	7
55	о котором	7	7
56	в большей	1	7
57	смысле слова	1	6
58	и это	3	6
59	из этих	8	6
60	широком смысле	2	6
61	том чтобы	2	6
62	его в	5	6
63	с тем	2	6
64	как и	9	6
65	представить себе	2	6
66	вовсе не	2	6
67	в то	6	6
68	в качестве	1	6
69	же время	2	6
70	тем что	1	6
71	не могут	4	6
72	не трудно	1	6
73	один из	1	6
74	этот вопрос	2	6
75	и его	1	6
76	и даже	1	6
77	до сих	8	6
78	но и	9	6
79	а именно	1	6
80	сих пор	8	6
81	все это	11	6
82	хотя бы	4	6
83	культуры как	3	6
84	одним из	4	5
85	а как	1	5
86	в целом	5	5
87	иное как	1	5
88	в широком	1	5
89	трудно видеть	1	5
90	на почве	3	5
91	и тем	1	5
92	данном случае	3	5
93	в них	2	5
94	но если	2	5
95	в которых	2	5
96	сказать что	1	5
97	течением времени	4	5
98	могут быть	1	5
99	с течением	4	5
100	быть в	1	5
101	так что	5	5
102	видеть что	1	5
103	уже в	1	5
104	не есть	2	5
105	а не	1	5
106	по своему	5	5
107	в течение	4	5
108	как бы	10	5
109	другой стороны	5	5
110	вместе с	6	5
111	и то	4	4
112	в первом	1	4
113	той же	1	4
114	смотреть на	1	4
115	по отношению	9	4
116	независимо от	2	4
117	от этого	1	4
118	уже не	1	4
119	так или	5	4
120	в себе	5	4
121	этот процесс	2	4
122	и заключается	1	4
123	истории и	1	4
124	в своей	1	4
125	в котором	2	4
126	по сравнению	5	4
127	по крайней	1	4
128	национальной культуры	7	4
129	как о	1	4
130	не имеет	1	4
131	нельзя не	1	4
132	в разных	3	4
133	только с	1	4
134	в каждом	1	4
135	на вопрос	4	4
136	при том	2	4
137	и т.д	4	4
138	и что	8	4
139	крайней мере	1	4
140	и история	1	4
141	еще не	5	4
142	что он	7	4
143	и ее	2	4
144	с одной	3	4
145	в виде	4	4
146	речь в	1	4
147	одно из	3	4
148	всяком случае	2	4
149	даже и	1	4
150	науки в	1	4
151	одной стороны	2	4
152	или иначе	5	4
153	еще и	1	4
154	сравнению с	5	4
155	с этой	3	4
156	этом случае	4	4
157	и для	6	4
158	только что	3	4
159	а в	3	4
160	взгляда на	1	4
161	отношению к	9	4
162	во всяком	2	4
163	на историю	1	3
164	в сущности	2	3
165	так чтобы	2	3
166	говорить о	2	3
167	не вполне	3	3
168	то это	1	3
169	в виду	2	3
170	и этого	1	3
171	и на	6	3
172	он сам	1	3
173	в различных	1	3
174	совсем не	1	3
175	в центре	1	3
176	однако не	1	3
177	хотя и	4	3
178	с понятием	1	3
179	и к	5	3
180	что это	5	3
181	все эти	19	3
182	в этой	6	3
183	что она	1	3
184	как оно	1	3
185	при этом	9	3
186	если бы	8	3
187	на этом	2	3
188	на нее	2	3
189	на этой	2	3
190	заключается в	2	3
191	и уже	2	3
192	мы видели	2	3
193	чем в	3	3
194	в этих	3	3
195	германских народов	1	3
196	от себя	2	3
197	и вот	1	3
198	однако в	1	3
199	этой работы	1	3
200	этой области	4	3
201	тогда когда	3	3
202	дело в	1	3
203	данного народа	6	3
204	связи с	4	3
205	как будто	5	3
206	в области	4	3
207	но все	5	3
208	должен быть	1	3
209	в ней	3	3
210	в в	4	3
211	на том	2	3
212	и вообще	3	3
213	язык и	1	3
214	от другой	1	3
215	что с	5	3
216	к нему	2	3
217	раньше чем	1	3
218	в начале	2	3
219	при помощи	3	3
220	и других	2	3
221	из них	5	3
222	в конце	4	3
223	что и	7	3
224	отношение к	4	3
225	может служить	3	3
226	а потому	5	3
227	именно как	1	3
228	до конца	1	3
229	только по	1	3
230	на основании	1	3
231	зависит от	1	3
232	культуры не	1	3
233	так называемых	1	3
234	так же	8	3
235	что же	2	3
236	да и	1	3
237	как две	2	3
238	в своем	10	3
239	но с	2	3
240	германские народы	1	3
241	к тому	8	3
242	об отношении	1	3
243	том виде	2	3
244	в результате	9	3
245	культуры в	10	3
246	к этому	5	3
247	в частности	2	3
248	гораздо более	2	3
249	же как	3	2
250	это делает	1	2
251	и до	3	2
252	из его	1	2
253	должна быть	5	2
254	что мы	4	2
255	мы уже	4	2
256	есть не	1	2
257	мы не	1	2
258	что если	3	2
259	имеет свою	1	2
260	а во-вторых	1	2
261	если такие	1	2
262	и со	1	2
263	того же	9	2
264	время в	1	2
265	в создании	1	2
266	тогда как	6	2
267	себе и	1	2
268	надо было	1	2
269	можно представить	1	2
270	понимать в	1	2
271	его к	1	2
272	к культуре	14	2
273	в этот	1	2
274	бы с	1	2
275	чем больше	4	2
276	по признаку	1	2
277	ни одна	1	2
278	и те	2	2
279	не следует	1	2
280	задний план	1	2
281	о которой	2	2
282	одно целое	1	2
283	в принципе	1	2
284	не к	1	2
285	в силу	7	2
286	одна от	1	2
287	но вместе	1	2
288	одной и	2	2
289	наука не	1	2
290	же касается	2	2
291	в другом	2	2
292	и с	5	2
293	традиции и	1	2
294	входит в	1	2
295	уже знаем	1	2
296	на свои	1	2
297	в прошлом	1	2
298	о которых	6	2
299	этого не	1	2
300	во внимание	2	2
301	несмотря на	6	2
302	как сказано	4	2
303	должно быть	4	2
304	после этого	1	2
305	из того	4	2
306	и при	6	2
307	и сейчас	4	2
308	с точки	8	2
309	состоит в	1	2
310	большей степени	1	2
311	стоит в	1	2
312	мысли и	1	2
313	не считал	1	2
314	и той	1	2
315	действительности к	1	2
316	том же	4	2
317	тому что	2	2
318	и истории	5	2
319	в отношении	1	2
320	на котором	1	2
321	того как	1	2
322	одна из	2	2
323	о них	2	2
324	никогда не	4	2
325	ничего не	1	2
326	невозможно но	2	2
327	эта традиция	1	2
328	его можно	1	2
329	следует что	2	2
330	кто так	1	2
331	от того	3	2
332	у нас	3	2
333	к таким	2	2
334	есть только	1	2
335	понять что	2	2
336	рядом с	1	2
337	если же	3	2
338	говоря уже	1	2
339	в дальнейшем	2	2
340	идет речь	8	2
341	и сам	2	2
342	из двух	2	2
