N	2gram	Bakhtin_Pr_3	Formalny
1	т е	12	32
2	и не	29	30
3	вовсе не	11	28
4	и в	34	27
5	может быть	19	25
6	не может	19	24
7	так и	6	21
8	и его	16	19
9	в этом	16	18
10	таким образом	5	18
11	а не	9	17
12	самом деле	13	16
13	точки зрения	8	16
14	то же	14	15
15	в нем	19	15
16	в процессе	1	15
17	и пр	1	15
18	между ними	1	15
19	на самом	11	14
20	как и	18	14
21	с точки	4	14
22	не в	9	12
23	если бы	4	12
24	и т	8	11
25	в самом	8	11
26	в жизни	2	11
27	и от	5	11
28	художественное произведение	1	11
29	не могут	1	10
30	но и	12	10
31	не только	10	9
32	лишь в	5	9
33	как его	2	9
34	так как	4	9
35	так же	8	9
36	отнюдь не	2	8
37	как бы	27	8
38	при этом	4	8
39	входит в	2	8
40	ни в	4	8
41	как мы	7	8
42	в пределах	6	8
43	только в	6	8
44	как раз	4	8
45	то что	11	8
46	и все	19	8
47	что в	7	8
48	с тем	5	7
49	не менее	3	7
50	же время	12	7
51	потому что	12	7
52	его в	4	7
53	между тем	3	7
54	в его	22	7
55	в том	3	7
56	там где	7	7
57	все это	16	7
58	в то	12	7
59	здесь и	2	6
60	еще не	4	6
61	но в	16	6
62	все эти	4	6
63	т д	2	6
64	в своей	3	6
65	и ее	2	6
66	всяком случае	5	6
67	и теперь	1	6
68	все время	5	6
69	было бы	2	6
70	что он	23	6
71	с другой	4	6
72	более того	2	6
73	вместе с	4	6
74	в данном	1	6
75	все же	7	6
76	и для	8	6
77	бы в	3	6
78	хотя бы	5	6
79	в своих	1	6
80	во всяком	5	6
81	зависимости от	1	5
82	совсем не	3	5
83	но не	4	5
84	в одной	3	5
85	независимо от	1	5
86	так сказать	2	5
87	без исключения	3	5
88	в каждом	3	5
89	войти в	2	5
90	ни было	4	5
91	того чтобы	1	5
92	сводится к	3	5
93	в ней	3	5
94	что они	6	5
95	в дальнейшем	1	5
96	никогда не	8	5
97	говорит он	3	5
98	связи с	1	5
99	большинстве случаев	3	5
100	и их	1	5
101	т п	6	5
102	друг друга	2	5
103	и между	1	5
104	тем что	4	5
105	и потому	2	5
106	тому как	2	5
107	что же	8	5
108	в реальном	3	5
109	не является	2	5
110	другой стороны	3	5
111	можно говорить	1	4
112	он был	1	4
113	бы то	4	4
114	менее всего	1	4
115	как в	4	4
116	и как	3	4
117	в целом	5	4
118	является лишь	1	4
119	но ведь	1	4
120	а вовсе	2	4
121	бы ни	1	4
122	в корне	1	4
123	подобно тому	2	4
124	то ни	4	4
125	может войти	2	4
126	данном случае	1	4
127	в ее	3	4
128	в слове	5	4
129	приема и	1	4
130	мы знаем	2	4
131	том что	3	4
132	по себе	3	4
133	она не	1	4
134	тогда когда	1	4
135	мы можем	1	4
136	в роман	2	4
137	к тому	5	4
138	роль в	1	4
139	элементов произведения	1	4
140	о том	2	4
141	связь между	1	4
142	же и	2	4
143	конечно не	2	4
144	уже в	3	4
145	в большинстве	2	4
146	только на	4	4
147	для того	1	4
148	прежде всего	15	4
149	до конца	3	4
150	произведение в	1	4
151	мы видели	3	4
152	да и	4	4
153	слова и	10	4
154	между собой	1	4
155	в романе	1	4
156	от всех	1	4
157	из этого	1	4
158	жизни и	3	4
159	одним из	1	3
160	функции в	3	3
161	того же	2	3
162	мы уже	6	3
163	той же	2	3
164	мы и	2	3
165	в виду	3	3
166	и на	6	3
167	в которых	2	3
168	столь же	2	3
169	во всех	2	3
170	то он	1	3
171	а и	1	3
172	нет и	3	3
173	бы и	4	3
174	что это	5	3
175	в себе	6	3
176	вследствие этого	2	3
177	зрения его	1	3
178	этот процесс	1	3
179	и с	15	3
180	те же	2	3
181	это не	5	3
182	он и	5	3
183	как таковой	1	3
184	раз и	3	3
185	в этих	1	3
186	и более	1	3
187	по отношению	5	3
188	тому что	2	3
189	случае в	1	3
190	в основе	1	3
191	все без	2	3
192	этом отношении	1	3
193	а что	3	3
194	они и	1	3
195	оно не	1	3
196	в произведении	1	3
197	ясно что	1	3
198	еще в	3	3
199	жизнь и	2	3
200	никак не	1	3
201	и что	5	3
202	можно сказать	1	3
203	их в	3	3
204	в них	2	3
205	в него	3	3
206	уже не	2	3
207	его и	3	3
208	нуждается в	3	3
209	и навсегда	1	3
210	в конце	5	3
211	слово как	1	3
212	не о	4	3
213	на фоне	1	3
214	к его	1	3
215	может стать	1	3
216	она есть	1	3
217	в той	2	3
218	того что	5	3
219	отношению к	6	3
220	дело идет	5	3
