N	2gram	Vinokur_St_1	Myshleni
1	в том	36	42
2	том что	29	35
3	в процессе	1	27
4	таким образом	7	25
5	в развитии	1	25
6	в этом	21	24
7	точки зрения	11	24
8	в качестве	4	21
9	и в	44	20
10	что в	30	19
11	заключается в	4	18
12	в основе	3	17
13	то же	5	16
14	не только	18	15
15	то что	18	15
16	что они	7	14
17	как мы	1	13
18	при этом	2	12
19	может быть	15	12
20	с другой	9	12
21	потому что	6	12
22	с точки	8	11
23	в его	9	11
24	так же	5	11
25	этого слова	2	11
26	в целом	5	11
27	и то	5	10
28	на основе	1	10
29	в истории	3	10
30	в себе	2	10
31	в отношении	9	10
32	того что	9	10
33	только в	10	10
34	если мы	1	10
35	так как	5	10
36	того же	3	9
37	и другие	1	9
38	согласно которому	1	9
39	как и	9	9
40	между тем	3	9
41	что и	6	9
42	тот же	1	9
43	с одной	3	9
44	слова в	1	9
45	одной стороны	2	9
46	как это	4	9
47	другой стороны	7	9
48	но и	10	9
49	и тем	3	8
50	было бы	17	8
51	этом смысле	1	8
52	тогда когда	1	8
53	и что	4	8
54	вместе с	1	8
55	и не	16	8
56	в результате	3	8
57	самом деле	11	7
58	в своей	6	7
59	и более	2	7
60	тем самым	2	7
61	они являются	1	7
62	могут быть	5	7
63	того чтобы	11	7
64	тем что	5	7
65	этом отношении	7	7
66	а не	16	7
67	что мы	5	7
68	смысле этого	2	7
69	как бы	4	7
70	же как	3	6
71	в самом	7	6
72	той же	5	6
73	и на	1	6
74	с тем	1	6
75	по своей	2	6
76	к тому	1	6
77	можно было	13	6
78	его в	2	6
79	что он	10	6
80	уже в	2	6
81	не может	8	6
82	такого рода	2	6
83	слово в	1	6
84	сказать что	7	6
85	речь идет	4	5
86	между собой	1	5
87	как в	13	5
88	с этим	3	5
89	все же	8	5
90	перед нами	1	5
91	целый ряд	2	5
92	и к	1	5
93	все эти	5	5
94	на то	4	5
95	это не	8	5
96	это положение	1	5
97	и его	8	5
98	не является	3	5
99	никогда не	5	5
100	так и	9	5
101	если бы	9	5
102	о том	17	5
103	для того	10	5
104	в частности	4	5
105	что такое	1	5
106	тем же	3	4
107	в сущности	2	4
108	в своем	2	4
109	в нашем	1	4
110	и те	2	4
111	как он	1	4
112	и с	3	4
113	первую очередь	2	4
114	с этой	3	4
115	в первую	2	4
116	и при	1	4
117	которые в	2	4
118	не в	12	4
119	тому что	3	4
120	что с	2	4
121	что оно	3	4
122	на том	1	4
123	и только	3	4
124	с нашей	2	4
125	в сознании	2	4
126	является не	4	4
127	в школе	1	4
128	из них	8	4
129	во всей	1	4
130	в области	14	4
131	и для	3	4
132	для нас	7	4
133	к этому	1	4
134	во всяком	6	4
135	как известно	1	3
136	идет о	2	3
137	на деле	1	3
138	не имеют	1	3
139	в виду	1	3
140	столь же	4	3
141	в чем	3	3
142	а только	1	3
143	в настоящем	1	3
144	говорит что	3	3
145	не являются	3	3
146	но в	10	3
147	в которой	4	3
148	это утверждение	1	3
149	то обстоятельство	2	3
150	в этой	11	3
151	что все	2	3
152	со всеми	2	3
153	на все	1	3
154	обоих случаях	1	3
155	и других	1	3
156	ни в	3	3
157	чем в	3	3
158	в один	1	3
159	в этих	2	3
160	одним и	2	3
161	равной мере	2	3
162	оно стало	1	3
163	нас к	1	3
164	не менее	5	3
165	что эта	2	3
166	в обоих	1	3
167	в деле	3	3
168	и является	1	3
169	обстоятельство что	3	3
170	не могут	1	3
171	и другой	1	3
172	ничего общего	3	3
173	и когда	1	3
174	внимание на	3	3
175	является в	1	3
176	и во	2	3
177	которые мы	1	3
178	одной из	1	3
179	но не	3	3
180	в какой	3	3
181	всяком случае	6	3
182	себя в	1	3
183	так что	6	3
184	этого понятия	1	3
185	слова не	1	3
186	в равной	2	3
187	не означает	1	3
188	но что	1	3
189	от того	1	3
190	со стороны	6	3
191	на этот	3	3
192	именно в	6	3
193	к которому	4	3
194	самое слово	1	3
195	корня в	1	3
196	по существу	2	3
197	этом случае	2	3
198	и от	1	3
199	не подлежит	1	3
200	бы в	1	3
201	совершенно не	5	3
202	в виде	3	3
203	точно так	1	3
204	также и	9	2
205	школе и	1	2
206	что эти	1	2
207	должна быть	3	2
208	видеть в	1	2
209	едва ли	1	2
210	мы имеем	2	2
211	место в	1	2
212	зависимости от	1	2
213	в ней	3	2
214	области это	1	2
215	нас интересует	1	2
216	какой степени	1	2
217	не просто	1	2
218	и речи	2	2
219	как говорит	1	2
220	стороны и	1	2
221	слова он	1	2
222	из этих	6	2
223	во многих	3	2
224	в известном	1	2
225	в наших	2	2
226	вообще не	2	2
227	в нем	5	2
228	этого вопроса	2	2
229	том чтобы	1	2
230	раз в	2	2
231	то как	1	2
232	содержит в	1	2
233	свое время	2	2
234	в основу	4	2
235	в каждом	3	2
236	факт что	1	2
237	входит в	1	2
238	в ином	1	2
239	далеко не	1	2
240	в слове	5	2
241	такой же	5	2
242	и тогда	2	2
243	нисколько не	2	2
244	со всей	1	2
245	которую он	1	2
246	никаких оснований	2	2
247	мы называем	1	2
248	их в	2	2
249	том же	1	2
250	что этот	2	2
251	в той	6	2
252	этой области	5	2
253	но они	1	2
254	не имеет	4	2
255	на котором	1	2
256	того как	1	2
257	к этим	1	2
258	не по	3	2
259	это слово	4	2
260	из истории	3	2
261	уже и	1	2
262	что на	2	2
263	мы встречаем	1	2
264	очень часто	3	2
265	когда мы	1	2
266	ли не	2	2
267	отличается от	1	2
268	в наши	1	2
269	что при	2	2
270	и это	2	2
271	на нем	1	2
272	данном случае	6	2
273	ясно что	10	2
274	еще не	3	2
275	мы в	1	2
276	настоящее время	1	2
277	а также	2	2
278	может не	2	2
279	в приведенных	1	2
280	к нему	2	2
281	двух сторон	1	2
282	в другой	1	2
283	значит что	3	2
284	в современной	1	2
285	что здесь	2	2
286	в вопросе	1	2
287	согласно которой	1	2
288	по мнению	3	2
289	но как	1	2
290	и у	2	2
291	вопроса о	3	2
292	в значении	1	2
293	целого ряда	2	2
294	в данной	2	2
295	он имеет	1	2
296	для него	6	2
297	представить себе	1	2
