N	3gram	Vinokur_Ku_3	Vladivir
1	в том что	8	10
2	тем не менее	9	9
3	о том что	3	8
4	с точки зрения	16	6
5	вместе с тем	1	6
6	не может быть	3	6
7	более или менее	2	5
8	как раз и	2	5
9	что же касается	1	5
10	и в этом	4	5
11	к тому же	2	5
12	в то время	1	4
13	в этом смысле	1	3
14	только в том	2	3
15	хотя бы и	1	3
16	бы то ни	1	3
17	в том случае	4	3
18	во всяком случае	1	3
19	с одной стороны	4	3
20	в то же	1	3
21	и в отношении	1	3
22	в отличие от	2	3
23	само по себе	1	3
24	как мы видели	2	3
25	что и в	2	3
26	по существу же	1	2
27	само собой разумеется	1	2
28	то ни стало	1	2
29	должны сказать что	1	2
30	также и в	1	2
31	есть прежде всего	1	2
32	при таких условиях	1	2
33	не так уж	1	2
34	во что бы	1	2
35	в таком случае	2	2
36	сам по себе	3	2
37	и в то	1	2
38	а с другой	3	2
39	что бы то	1	2
40	так же как	1	2
41	в данном случае	4	2
42	в связи с	4	2
43	на себя внимание	2	2
44	с другой стороны	3	2
45	не имеет ничего	1	2
46	обращает на себя	1	2
47	то же время	1	2
48	и вместе с	1	2
49	те или иные	1	2
50	в вопросе о	1	2
51	к тому что	1	2
52	не принимая во	1	1
53	которых он мог	1	1
54	таким образом если	1	1
55	потому что он	1	1
56	а наоборот всячески	1	1
57	то мы найдем	1	1
58	потому что в	2	1
59	не с точки	1	1
60	ровно ничего не	1	1
61	к учению о	1	1
62	этому вопросу не	1	1
63	в этом случае	4	1
64	он мог бы	1	1
65	до сих пор	8	1
66	тому что мы	1	1
67	в иных случаях	1	1
68	сама по себе	2	1
69	эта заключается в	1	1
70	при этом что	2	1
71	в строгом смысле	1	1
72	в первую очередь	3	1
73	каждой из этих	1	1
74	а так как	1	1
75	только то что	2	1
76	общее у обоих	1	1
77	что сам же	1	1
78	с тем что	1	1
79	не иначе как	1	1
80	можно было бы	10	1
81	уже не только	2	1
82	это вовсе не	1	1
83	идет только о	1	1
84	же при таких	1	1
85	значении этого слова	1	1
86	с этой точки	1	1
87	по этому поводу	1	1
88	и тем не	3	1
89	в своей статье	2	1
90	ни в какой	2	1
91	может быть и	1	1
92	принимая во внимание	1	1
93	вопрос о значении	1	1
94	и то не	1	1
95	мы имеем право	1	1
96	не только в	3	1
97	не говоря уже	2	1
98	в данном вопросе	1	1
99	и в нашем	1	1
100	в известном смысле	2	1
101	на которых он	1	1
102	того кто такой	1	1
103	в противном случае	1	1
104	а не просто	2	1
105	только как на	1	1
106	не стоило бы	1	1
107	если бы не	2	1
108	и каждый раз	1	1
109	в связи со	1	1
110	то что он	1	1
111	в каком смысле	1	1
112	что учение о	1	1
113	все подобного рода	1	1
114	с тем чтобы	2	1
115	такая точка зрения	1	1
116	этой точки зрения	1	1
117	если мы будем	1	1
118	по существу то	1	1
119	а вместе с	1	1
120	на русский язык	2	1
121	что даже в	1	1
122	мы не можем	1	1
123	против того что	1	1
124	по себе уже	1	1
125	ясно что в	1	1
126	мы должны сказать	1	1
127	речь шла о	1	1
128	самым внимательным образом	1	1
129	не только не	1	1
130	и так как	1	1
131	в самом деле	11	1
132	выходит за пределы	1	1
133	той или иной	5	1
134	не выходит за	1	1
135	могут и должны	1	1
136	в данном отношении	1	1
137	заключается в том	1	1
138	после всего этого	1	1
139	в том числе	2	1
140	в том смысле	1	1
141	самом деле ведь	1	1
142	том случае когда	3	1
143	тем что в	1	1
144	для того чтобы	11	1
145	должно быть в	2	1
146	лишь в том	2	1
147	то же самое	1	1
148	и говорить и	1	1
149	ясно однако что	2	1
