N	3gram	Bakhtin_Pr_2	formyVre
1	то же время	3	9
2	человека и его	2	7
3	в то же	3	6
4	и того же	1	5
5	одного и того	1	5
6	для того чтобы	1	5
7	вполне понятно что	1	4
8	и в других	1	4
9	в том числе	2	4
10	по отношению к	8	3
11	до сих пор	2	3
12	в этом отношении	2	3
13	с самим собою	1	3
14	может быть только	2	3
15	мы уже говорили	2	3
16	не может быть	6	3
17	в то время	1	3
18	и в сущности	1	2
19	но все же	2	2
20	в этом мире	1	2
21	в начале романа	1	2
22	то есть не	1	2
23	как и для	1	2
24	дело в том	1	2
25	и до конца	4	2
26	же как и	2	2
27	как раз и	1	2
28	с точки зрения	9	2
29	жизни в ее	1	2
30	в отличие от	1	2
31	том числе и	2	2
32	с самим собой	1	2
33	и др в	1	2
34	в нем в	1	2
35	в центре его	1	2
36	жизни и в	1	2
37	и у него	1	2
38	же что и	1	2
39	то время как	1	2
40	так же как	3	2
41	не только в	1	2
42	по сравнению с	2	2
43	по природе своей	1	2
44	друг к другу	3	2
45	в его целом	3	2
46	в нем нет	1	2
47	в поступках и	1	2
48	в его мире	1	2
49	в ее целом	1	2
50	с самого начала	1	2
51	той или иной	3	2
52	в этом романе	1	2
53	романа то есть	1	2
54	в том что	4	2
55	к тому же	1	2
56	есть в этих	1	1
57	в другом месте	1	1
58	все в нем	1	1
59	лишена определяющего влияния	1	1
60	зрения на мир	1	1
61	в той или	2	1
62	самим собою в	1	1
63	каков бы он	1	1
64	прежде всего в	1	1
65	в других сферах	1	1
66	этих идей сохраняется	1	1
67	имеем в виду	2	1
68	том что все	1	1
69	в самом деле	3	1
70	а не о	1	1
71	и внутренне не	1	1
72	протяжении всего романа	2	1
73	в самом содержании	1	1
74	здесь конечно не	2	1
75	потому что не	1	1
76	у него своя	1	1
77	мы говорили в	1	1
78	в зависимости от	3	1
79	сами по себе	1	1
80	не входит в	2	1
81	в таком мире	1	1
82	очень характерно для	1	1
83	и в дальнейшем	1	1
84	но он не	1	1
85	видения и изображения	2	1
86	совершенно так же	2	1
87	для себя я	1	1
88	или иной степени	2	1
89	очень резко и	1	1
90	он ни был	1	1
91	мир все в	1	1
92	здесь же мы	1	1
93	более того и	1	1
94	у него нет	2	1
95	мы еще вернемся	1	1
96	так сказать в	1	1
97	неразрывно связана с	1	1
98	так как он	1	1
99	в момент его	1	1
100	человеческой жизни и	2	1
101	в самом начале	3	1
102	как мы сказали	3	1
103	в данном случае	1	1
104	не обязательно конечно	1	1
105	но в то	3	1
106	отношение к герою	1	1
107	в противоречии с	1	1
108	смысле этого слова	2	1
109	романа и в	1	1
110	в определенном направлении	1	1
111	и в этом	6	1
112	лишь на определенной	1	1
113	и как бы	2	1
114	развитии европейского романа	1	1
115	смысле и в	1	1
116	оно ориентировано на	1	1
117	эпохи то есть	1	1
118	вовсе не является	1	1
119	мы будем называть	1	1
120	в новое время	1	1
121	себе не имеет	1	1
122	и еще не	1	1
123	и в том	2	1
124	то есть только	1	1
125	момент кризиса и	1	1
126	в самую гущу	1	1
127	и в словах	1	1
128	почти вовсе не	1	1
129	преступление и наказание	2	1
130	произведения и следовательно	1	1
131	те же что	1	1
132	здесь и в	1	1
133	только на почве	1	1
134	в этом случае	1	1
135	всего того что	1	1
136	на протяжении всего	2	1
137	о том что	3	1
138	то есть в	8	1
139	определяющего влияния на	1	1
140	и в самом	2	1
141	человека с самим	1	1
142	в него как	1	1
143	мы имеем в	2	1
144	в эпоху эллинизма	1	1
145	бы он ни	1	1
146	очень важное значение	1	1
147	еще вернемся в	1	1
148	лишь там где	2	1
149	определяющая все его	1	1
150	не входят в	1	1
151	в научной и	1	1
152	сама по себе	5	1
153	но конечно не	1	1
154	и самое слово	1	1
155	друг с другом	2	1
156	героя и его	1	1
157	в высшей степени	1	1
158	романе и в	1	1
159	в жизни и	1	1
