N	2gram	Trubetskoy_1	EvropaiE
1	и в	23	37
2	в отношении	1	32
3	точки зрения	13	23
4	европы и	1	22
5	что в	8	21
6	не только	7	18
7	с точки	8	17
8	в то	6	16
9	то же	4	15
10	хотя бы	4	15
11	в своем	10	14
12	но в	4	14
13	же время	2	14
14	в качестве	1	14
15	но и	9	14
16	и не	8	14
17	в этом	12	12
18	в их	4	11
19	в области	4	11
20	в том	30	11
21	н с	1	11
22	с и	1	10
23	так и	10	10
24	отнюдь не	2	9
25	в себе	5	9
26	только в	6	9
27	земного шара	8	9
28	прежде всего	3	9
29	все более	1	9
30	не может	17	9
31	так же	8	9
32	и качественной	2	8
33	было бы	3	8
34	в своей	1	8
35	к тому	8	8
36	между тем	12	8
37	с одной	3	8
38	одной стороны	2	8
39	также и	2	7
40	того что	6	7
41	так как	7	7
42	с другой	6	7
43	и выше	1	7
44	как и	9	7
45	по своему	5	7
46	между прочим	2	7
47	равноценности и	2	7
48	может быть	16	6
49	и на	6	6
50	во всех	10	6
51	на то	9	6
52	то есть	2	6
53	культурных ценностей	20	6
54	том что	19	6
55	того чтобы	8	6
56	вовсе не	2	6
57	качественной несоизмеримости	2	6
58	для того	8	6
59	и даже	1	6
60	как бы	10	6
61	с этой	3	6
62	то что	18	6
63	же как	3	5
64	которую мы	1	5
65	столь же	5	5
66	но не	2	5
67	не в	8	5
68	и по	3	5
69	но если	2	5
70	тем самым	3	5
71	как мы	2	5
72	в виде	4	5
73	от эгоцентризма	2	5
74	со стороны	1	5
75	от этого	1	5
76	в частности	2	5
77	и потому	3	5
78	в течение	4	5
79	этой точки	1	5
80	то в	2	4
81	мы не	1	4
82	вопрос о	3	4
83	но даже	3	4
84	в ней	3	4
85	независимо от	2	4
86	в самом	8	4
87	во многих	1	4
88	то ни	3	4
89	несмотря на	6	4
90	чем в	3	4
91	даже в	3	4
92	не имеет	1	4
93	и притом	1	4
94	в процессе	2	4
95	к ней	1	4
96	техники и	1	4
97	бы то	2	4
98	тем более	3	4
99	именно в	5	4
100	европейской цивилизации	7	4
101	на всем	1	4
102	ни было	2	4
103	для удовлетворения	2	4
104	или иной	1	4
105	мира в	1	4
106	для нас	3	4
107	сказать что	1	4
108	культуры в	10	4
109	области с	1	4
110	из всех	5	3
111	с более	3	3
112	на себя	1	3
113	и народов	1	3
114	и со	1	3
115	того же	9	3
116	время в	1	3
117	культурной ценности	2	3
118	большего совершенства	1	3
119	народов земного	1	3
120	в общем	6	3
121	как в	1	3
122	свои товары	1	3
123	и к	5	3
124	но на	2	3
125	значительная часть	3	3
126	мы можем	6	3
127	не будет	5	3
128	и тем	1	3
129	в них	2	3
130	с тем	2	3
131	мы видели	2	3
132	можно считать	1	3
133	и некоторые	2	3
134	всеобщей европеизации	2	3
135	народ и	4	3
136	в которых	2	3
137	европейской культуры	6	3
138	можно ли	2	3
139	дело в	1	3
140	никогда не	4	3
141	данного народа	6	3
142	техника и	1	3
143	потому что	9	3
144	заключает в	2	3
145	уже и	3	3
146	ли это	1	3
147	с другом	9	3
148	бы ни	1	3
149	тем в	1	3
150	можно было	1	3
151	по признаку	1	3
152	тех народов	2	3
153	о том	7	3
154	от них	1	3
155	что и	7	3
156	и только	2	3
157	культур и	1	3
158	народов и	6	3
159	этих народов	4	3
160	европе и	1	3
161	всяком случае	2	3
162	этот факт	1	3
163	высшее и	1	3
164	различия в	3	3
165	из них	5	3
166	очевидно что	3	3
167	в прошлом	1	3
168	к ним	2	3
169	свой народ	2	3
170	всех культур	2	3
171	на долю	2	3
172	тем что	1	3
173	и например	1	3
174	в свою	2	3
175	в данном	3	3
176	друг с	9	3
177	в культуре	1	3
178	является ли	3	3
179	и для	6	3
180	и от	5	3
181	в результате	9	3
182	не более	2	3
183	обстоит дело	1	3
184	жизни в	1	3
185	в психологии	3	3
186	в культурном	3	3
187	ее в	1	3
188	с трубецкой	1	3
189	как на	4	3
190	в таком	4	3
191	во всяком	2	3
192	и наиболее	1	2
193	для этих	1	2
194	и отчасти	1	2
195	и то	4	2
196	другие народы	3	2
197	что эти	2	2
198	ведь и	1	2
199	должна быть	5	2
200	с в	3	2
201	есть не	1	2
202	бороться с	4	2
203	что если	3	2
204	в англию	2	2
205	из того	4	2
206	военного снаряжения	1	2
207	культуру в	2	2
208	между собой	4	2
209	он сам	1	2
210	но как	2	2
211	в сторону	2	2
212	друг от	6	2
213	которые они	1	2
214	же мало	2	2
215	в истории	3	2
216	с этим	11	2
217	техническое приспособление	1	2
218	помнить что	1	2
219	как культура	1	2
220	хотя и	4	2
221	целый ряд	4	2
222	и как	1	2
223	есть ли	1	2
224	при соприкосновении	1	2
225	что это	5	2
226	чем больше	4	2
227	в этой	6	2
228	этой культуры	3	2
229	этот процесс	2	2
230	и если	6	2
231	с течением	4	2
232	как оно	1	2
233	главным образом	1	2
234	но именно	1	2
235	он не	3	2
236	и еще	1	2
237	в силу	7	2
238	народов которые	3	2
239	таким образом	31	2
240	отрицательных последствий	4	2
241	культуры но	1	2
242	в мире	6	2
243	и с	5	2
244	выпадает на	1	2
245	заключается в	2	2
246	с другими	1	2
247	окажется что	1	2
248	или частью	1	2
249	далеко не	5	2
250	дело идет	1	2
251	в своих	2	2
252	в развитии	1	2
253	иначе говоря	4	2
254	такой же	2	2
255	культуры с	2	2
256	и того	3	2
257	иначе обстоит	1	2
258	в эту	2	2
259	в этих	3	2
260	и сейчас	4	2
261	в котором	2	2
262	представление о	3	2
263	не к	1	2
264	для передвижения	1	2
265	и совершеннее	1	2
266	и более	2	2
267	только те	2	2
268	тем меньше	2	2
269	при условии	2	2
270	к такой	1	2
271	она не	2	2
272	тогда когда	3	2
273	победы европейцев	1	2
274	по своей	7	2
275	как будто	5	2
276	именно потому	2	2
277	что на	1	2
278	течением времени	4	2
279	к той	2	2
280	культурные ценности	1	2
281	не могут	4	2
282	могут быть	1	2
283	случаях когда	3	2
284	или поздно	1	2
285	всего в	1	2
286	только одно	2	2
287	имеет место	2	2
288	но по	3	2
289	от друга	6	2
290	как не	2	2
291	свою очередь	2	2
292	говоря уже	1	2
293	данном случае	3	2
294	культуры и	9	2
295	абсолютно высшее	1	2
296	представителей данного	1	2
297	шара и	1	2
298	на месте	2	2
299	культур по	2	2
300	европейской культуре	3	2
301	по сравнению	5	2
302	если бы	8	2
303	культура есть	1	2
304	и совершенное	1	2
305	и поэтому	2	2
306	и та	1	2
307	и что	8	2
308	всеми или	2	2
309	кажется что	1	2
310	в значительной	1	2
311	к нему	2	2
312	обмена и	1	2
313	ее от	1	2
314	несоизмеримости всех	1	2
315	во втором	2	2
316	в его	5	2
317	во всей	1	2
318	новый принцип	1	2
319	человеческого рода	2	2
320	совершенства культуры	1	2
321	мы должны	4	2
322	эти последние	2	2
323	но с	2	2
324	этот вопрос	2	2
325	есть в	2	2
326	даже что	1	2
327	то которое	2	2
328	если в	1	2
329	рано или	1	2
330	при помощи	3	2
331	и других	2	2
332	частью представителей	1	2
333	меньше чем	2	2
334	ныне в	1	2
335	заметить что	1	2
336	снаряжения и	1	2
337	в других	1	2
338	а именно	1	2
339	будет ли	1	2
340	как же	1	2
341	только к	1	2
342	на основании	1	2
343	а не	1	2
344	долгое время	1	2
345	и тут	1	2
346	что все	5	2
347	начиная с	1	2
348	вместе с	6	2
349	за тем	1	2
350	расположены в	1	2
351	сравнению с	5	2
352	наряду с	1	2
353	в европейской	4	2
354	что же	2	2
355	нечто абсолютно	1	2
356	ко всему	2	2
357	и таким	1	2
358	с большой	1	2
359	культуры не	1	2
360	принцип равноценности	1	2
361	то не	1	2
362	и все	7	2
363	но еще	1	2
364	бы в	3	2
365	еще более	1	2
366	всех прочих	2	2
367	и наконец	3	2
368	в другой	1	2
369	мы видим	1	2
370	а в	3	2
371	даже при	1	2
372	не есть	2	2
373	европейцев над	2	2
374	между ними	2	2
375	же культура	1	2
376	не говоря	1	2
377	культуры как	3	2
378	другой стороны	5	2
379	в гораздо	2	2
380	жизни и	2	2
381	и эта	1	2
382	как известно	3	1
383	между отцами	1	1
384	ту же	2	1
385	вопрос мы	1	1
386	ко всем	3	1
387	в силе	1	1
388	например в	1	1
389	области техники	1	1
390	культуры нечто	1	1
391	в тех	3	1
392	совершенства новый	1	1
393	культуры вполне	1	1
394	некоторые из	1	1
395	и это	3	1
396	тех же	2	1
397	многих отношениях	1	1
398	эволюция так	1	1
399	европейцев и	1	1
400	быть ясна	1	1
401	от своей	2	1
402	которую они	1	1
403	с культурой	5	1
404	и до	3	1
405	права и	1	1
406	указанных выше	3	1
407	одна культура	1	1
408	исходит из	1	1
409	отдельных элементов	1	1
410	часть его	1	1
411	наивность этого	1	1
412	той же	1	1
413	смотреть на	1	1
414	на тех	1	1
415	из всего	1	1
416	он считает	2	1
417	что между	1	1
418	ответить на	2	1
419	почти все	2	1
420	и техническое	1	1
421	время как	1	1
422	по сие	1	1
423	говорить о	2	1
424	а для	2	1
425	на практике	1	1
426	мы получаем	1	1
427	этот аргумент	3	1
428	то это	1	1
429	социальной группы	1	1
430	галлов и	2	1
431	надо всегда	1	1
432	из перечисленных	1	1
433	неизбежности всеобщей	1	1
434	между народами	2	1
435	и русской	1	1
436	быть в	1	1
437	объективных доказательств	2	1
438	что его	4	1
439	чем побеждаемые	1	1
440	с его	1	1
441	истории культуры	3	1
442	тем как	1	1
443	которые создали	1	1
444	побеждают дикарей	1	1
445	самих себя	2	1
446	часто выпадает	1	1
447	видели что	1	1
448	мы будем	3	1
449	к которой	3	1
450	заключают в	1	1
451	по отношению	9	1
452	негров и	1	1
453	для всякого	1	1
454	тогда как	6	1
455	более как	2	1
456	отличие от	3	1
457	и будет	2	1
458	ныне существующих	2	1
459	к сожалению	1	1
460	можно представить	1	1
461	которые не	3	1
462	каждое поколение	3	1
463	же темпе	1	1
464	современности но	1	1
465	в центре	1	1
466	признаваемые европейской	1	1
467	приспособление и	1	1
468	пребывает на	1	1
469	течение которого	1	1
470	поставлена в	2	1
471	дикаря и	3	1
472	все остальные	1	1
473	все же	13	1
474	однако не	1	1
475	кроме того	1	1
476	тех случаях	1	1
477	к европейской	2	1
478	смысле этого	1	1
479	к тем	2	1
480	народе в	2	1
481	что по	3	1
482	не являются	1	1
483	его к	1	1
484	к культуре	14	1
485	более или	7	1
486	примерами из	1	1
487	увидим что	1	1
488	тех племен	1	1
489	с максимально	1	1
490	в этот	1	1
491	психологии и	1	1
492	та же	3	1
493	бы обильно	1	1
494	обильно иллюстрировать	1	1
495	эти положения	1	1
496	это есть	4	1
497	самой природе	1	1
498	бы с	1	1
499	он в	1	1
500	в нашем	3	1
501	еще далеко	1	1
502	близости к	1	1
503	только между	1	1
504	лестницы мы	1	1
505	нами в	1	1
506	в общий	2	1
507	тому же	6	1
508	и те	2	1
509	и норма	1	1
510	на его	1	1
511	в свет	2	1
512	при этом	9	1
513	своем развитии	3	1
514	говорили в	1	1
515	в принципе	1	1
516	состоит в	1	1
517	должен относиться	1	1
518	в корне	1	1
519	насколько поклонение	1	1
520	на земле	3	1
521	на родной	1	1
522	их будет	1	1
523	несколько ниже	1	1
524	или вовсе	2	1
525	на этом	2	1
526	предметы военного	1	1
527	его можно	1	1
528	ни для	2	1
529	но все	5	1
530	от нее	2	1
531	сделать из	1	1
532	тем с	1	1
533	странах как	1	1
534	а затем	2	1
535	в нем	3	1
536	они должны	3	1
537	в совершенно	3	1
538	различие между	1	1
539	же касается	2	1
540	том случае	4	1
541	должны будут	1	1
542	по степени	2	1
543	ценности и	2	1
544	воспринимании европейской	1	1
545	лишь в	5	1
546	входит в	1	1
547	как тот	2	1
548	своей особой	1	1
549	сейчас в	1	1
550	другим народом	6	1
551	лишь на	1	1
552	истории и	1	1
553	мы сказали	3	1
554	стало возможным	1	1
555	культур ныне	2	1
556	обречено на	1	1
557	в жизни	3	1
558	в ином	1	1
559	человечества на	1	1
560	о которых	6	1
561	рядом с	1	1
562	она и	1	1
563	ли объективно	2	1
564	постоянно приходится	2	1
565	признавать что	1	1
566	сие время	1	1
567	во внимание	2	1
568	культура которая	1	1
569	у народа	8	1
570	ценностей созданных	1	1
571	между собой?	1	1
572	сильнее чем	4	1
573	собою всю	1	1
574	наука в	1	1
575	потому и	2	1
576	и различие	1	1
577	народа и	1	1
578	их на	1	1
579	норма права	1	1
580	или менее	7	1
581	весьма часто	2	1
582	и культуры	4	1
583	в такой	4	1
584	с к	1	1
585	с лица	1	1
