N	3gram	Tiupa_Hudo_2	Vladivir
1	в том что	11	10
2	тем не менее	3	9
3	о том что	7	8
4	с точки зрения	2	6
5	а также и	1	6
6	не может быть	3	6
7	как раз и	1	5
8	и в этом	2	5
9	дело в том	1	5
10	к тому же	2	5
11	точно так же	1	4
12	и то что	1	4
13	содержит в себе	1	4
14	у него в	1	4
15	в то время	1	4
16	том что в	3	3
17	в настоящее время	1	3
18	только в том	2	3
19	хотя бы и	2	3
20	бы то ни	1	3
21	в том случае	1	3
22	с одной стороны	3	3
23	в то же	4	3
24	что и в	1	3
25	это же самое	1	2
26	что несмотря на	1	2
27	сводится к тому	1	2
28	то ни стало	1	2
29	во что бы	1	2
30	в таком случае	1	2
31	в этом отношении	1	2
32	и в то	2	2
33	а с другой	1	2
34	о свободе воли	1	2
35	нельзя сказать что	1	2
36	том случае если	1	2
37	в это время	1	2
38	что бы то	1	2
39	так же как	2	2
40	в данном случае	2	2
41	и еще раз	1	2
42	то время как	1	2
43	так или иначе	1	2
44	с другой стороны	1	2
45	и в том	1	2
46	как мы знаем	1	2
47	то же время	4	2
48	к тому что	4	2
49	но еще и	2	2
50	по разным причинам	1	1
51	один ряд с	1	1
52	да и не	1	1
53	это было бы	1	1
54	в котором он	1	1
55	о том как	2	1
56	в этом случае	1	1
57	же как и	1	1
58	все та же	1	1
59	до сих пор	2	1
60	и то и	1	1
61	при этом что	1	1
62	же самое время	1	1
63	в другом и	1	1
64	можно было бы	2	1
65	то и другое	1	1
66	и в жизни	1	1
67	не могло быть	1	1
68	того чтобы не	1	1
69	так а не	1	1
70	в течение всей	1	1
71	уже не мог	1	1
72	не только в	2	1
73	на краткое время	1	1
74	как на нечто	1	1
75	в один ряд	1	1
76	как будто бы	2	1
77	он уже не	1	1
78	которого она не	1	1
79	него и в	1	1
80	и потому не	1	1
81	всю свою жизнь	1	1
82	но и его	1	1
83	все же не	1	1
84	если бы не	1	1
85	едва ли в	1	1
86	с самого начала	1	1
87	не только не	2	1
88	итак что же	1	1
89	в самом деле	3	1
90	той или иной	1	1
91	мы знаем что	1	1
92	не было ни	1	1
93	однако и здесь	1	1
94	заключается в том	1	1
95	говорит только о	1	1
96	именно то что	1	1
97	в том числе	1	1
98	для того чтобы	3	1
99	и все еще	1	1
100	лишь в том	1	1
101	только эти два	1	1
102	то же самое	2	1
103	на наш взгляд	4	1
104	если бы эти	1	1
