N	4gram	Losev_Prob_3	Formalny
1	что бы то ни	1	2
2	может быть и не	1	2
3	бы то ни стало	1	2
4	художественного произведения и его	1	2
5	во что бы то	1	2
6	о художественном произведении как	1	1
7	на самом же деле	4	1
8	взятые сами по себе	4	1
9	заключается в том чтобы	1	1
10	отраженной в ней действительности	2	1
11	бы то ни было	3	1
12	с этой точки зрения	1	1
13	тем не менее в	1	1
14	том и заключается что	1	1
15	произведении как о предмете	1	1
16	художественном произведении как о	1	1
17	не может быть и	1	1
18	у нас не было	1	1
19	и как бы ни	1	1
20	в том и заключается	1	1
