N	2gram	Bakhtin_Pr_2	Freidism
1	таким образом	5	24
2	и не	29	23
3	не может	18	20
4	точки зрения	13	19
5	прежде всего	10	18
6	в этом	13	15
7	в его	10	15
8	и пр	2	15
9	с помощью	1	14
10	мы можем	2	13
11	может быть	23	13
12	и его	8	12
13	все эти	5	11
14	как и	14	11
15	с точки	8	11
16	как бы	22	11
17	то что	7	11
18	самом деле	5	10
19	но в	10	10
20	его в	3	10
21	с ним	3	10
22	как мы	10	10
23	так и	3	10
24	и потому	1	10
25	с его	4	9
26	во всех	4	9
27	по отношению	5	9
28	и в	43	9
29	в сознание	1	9
30	то же	8	8
31	не только	11	8
32	он не	9	8
33	в своей	4	8
34	еще не	9	8
35	оно и	1	8
36	что он	13	8
37	только в	4	8
38	так как	4	8
39	все это	5	8
40	и все	6	8
41	отношению к	5	8
42	все что	1	8
43	в самом	7	7
44	мы уже	3	7
45	отношение к	2	7
46	и наконец	6	7
47	ни в	2	7
48	те же	1	7
49	к нему	5	7
50	один из	1	7
51	тот же	3	7
52	мы знаем	1	7
53	всяком случае	1	7
54	что же	7	7
55	сказать что	2	7
56	во всяком	2	7
57	за пределы	3	6
58	все те	1	6
59	так сказать	6	6
60	и с	5	6
61	и ее	3	6
62	точку зрения	1	6
63	того что	2	6
64	для него	8	6
65	вовсе не	5	6
66	никогда не	9	6
67	хотя бы	2	6
68	совершенно не	4	6
69	я и	2	5
70	на самом	1	5
71	и на	10	5
72	он сам	3	5
73	и к	3	5
74	в этой	1	5
75	что такое	2	5
76	не в	11	5
77	в то	7	5
78	могут быть	3	5
79	в себя	3	5
80	для этого	2	5
81	но мы	1	5
82	можно сказать	1	5
83	в большинстве	9	5
84	большинстве случаев	8	5
85	а в	5	5
86	но и	14	5
87	с этим	2	5
88	его жизни	2	5
89	что в	4	5
90	смысле слова	1	4
91	той же	3	4
92	связанных с	1	4
93	мы не	4	4
94	я не	4	4
95	но не	5	4
96	в собственном	1	4
97	все же	3	4
98	не было	1	4
99	из этих	2	4
100	в пределах	16	4
101	с их	2	4
102	сознания с	1	4
103	в нем	12	4
104	на этом	1	4
105	то ни	1	4
106	при этом	6	4
107	об этом	2	4
108	с другими	1	4
109	в жизни	3	4
110	нигде не	1	4
111	во время	4	4
112	не менее	3	4
113	в основе	1	4
114	же время	5	4
115	и для	3	4
116	к тому	4	4
117	если мы	2	4
118	того чтобы	1	4
119	это только	1	4
120	с ними	2	4
121	конечно не	2	4
122	уже не	3	4
123	в котором	6	4
124	мы находим	1	4
125	как раз	4	4
126	на которые	1	4
127	и др	2	4
128	себя и	3	4
129	в мир	1	4
130	и о	2	4
131	в следующей	1	4
132	сознания и	3	4
133	отца с	1	4
134	в этих	6	4
135	этот вопрос	4	4
136	между ними	4	4
137	в последнем	3	4
138	в таком	2	4
139	таком случае	1	3
140	человека и	2	3
141	и есть	1	3
142	подхода к	1	3
143	собственном смысле	1	3
144	при анализе	1	3
145	на себя	2	3
146	он был	3	3
147	не найдем	1	3
148	такие же	1	3
149	с отцом	1	3
150	в общем	1	3
151	один и	1	3
152	как в	2	3
153	и как	2	3
154	между двумя	1	3
155	сказать о	2	3
156	следующей главе	1	3
157	учение о	1	3
158	в себе	5	3
159	но ведь	5	3
160	этот процесс	1	3
161	в узком	2	3
162	и по	1	3
163	что все	1	3
164	конечно в	2	3
165	зрения на	1	3
166	может стать	4	3
167	было бы	5	3
168	такой же	3	3
169	нисколько не	1	3
170	именно и	1	3
171	мысли и	2	3
172	отцом и	1	3
173	можем сказать	1	3
174	одна из	2	3
175	на него	3	3
176	в сознании	1	3
177	к себе	7	3
178	не могут	4	3
179	бы он	2	3
180	она не	3	3
181	ничего общего	1	3
182	с ее	1	3
183	всем этим	2	3
184	и этим	3	3
185	приводит к	6	3
186	что может	2	3
187	если бы	3	3
188	и что	5	3
189	бы то	1	3
190	на всех	1	3
191	которого оно	2	3
192	во втором	1	3
193	со всеми	3	3
194	человека с	1	3
195	себя в	3	3
196	из которого	1	3
197	у него	6	3
198	в них	4	3
199	и т.п	1	3
200	на этот	4	3
201	о себе	7	3
202	вместе с	1	3
203	по своему	2	3
204	слова и	12	3
205	и от	1	3
206	но это	4	3
207	узком смысле	2	3
208	это как	1	3
209	когда он	3	3
210	не знает	3	3
211	жизни и	1	3
212	внешнюю речь	1	3
213	ни на	3	3
214	ее в	2	3
215	по поводу	1	3
216	отношения к	2	2
217	чтобы не	2	2
218	в такой	2	2
219	и то	2	2
220	явления обыденной	1	2
221	это и	1	2
222	тем же	2	2
223	в первом	2	2
224	и до	4	2
225	во внутреннем	2	2
226	социальной группы	1	2
227	как не	1	2
228	того же	3	2
229	и явления	2	2
230	без труда	1	2
231	между собой	2	2
232	в ее	1	2
233	но как	1	2
234	с которыми	1	2
235	себе и	4	2
236	отличие от	4	2
237	из важнейших	1	2
238	большое значение	1	2
239	значение для	2	2
240	опирается на	2	2
241	что как	1	2
242	в своем	4	2
243	от этого	1	2
244	что это	2	2
245	в нашем	1	2
246	не стали	1	2
247	человек не	1	2
248	что она	1	2
249	из этой	1	2
250	внутренней речи	2	2
251	их в	4	2
252	но все	2	2
253	сознание и	2	2
254	на этой	1	2
255	это не	3	2
256	на почве	2	2
257	отсюда и	1	2
258	и уже	1	2
259	которой он	1	2
260	приходит в	1	2
261	том что	2	2
262	в эту	3	2
263	во второй	1	2
264	и при	2	2
265	мы конечно	1	2
266	в их	3	2
267	мы говорили	1	2
268	в отличие	4	2
269	сих пор	7	2
270	теми же	1	2
271	силу и	1	2
272	общего не	1	2
273	освободиться от	1	2
274	как это	1	2
275	в отношении	3	2
276	в таких	1	2
277	что с	1	2
278	но для	3	2
279	в процессе	2	2
280	сознания как	1	2
281	для всего	1	2
282	только не	1	2
283	тем не	2	2
284	и мысли	2	2
285	только с	1	2
286	все то	1	2
287	отличается от	2	2
288	должны быть	2	2
289	для себя	2	2
290	и самое	2	2
291	образы и	1	2
292	не делает	1	2
293	в оно	1	2
294	в виду	3	2
295	в глаза	2	2
296	это вовсе	2	2
297	не исчерпывается	1	2
298	и вообще	1	2
299	стремление к	1	2
300	о нем	6	2
301	в другом	7	2
302	и поэтому	1	2
303	до сих	7	2
304	социального общения	1	2
305	этих двух	1	2
306	что и	3	2
307	во всей	1	2
308	всего этого	2	2
309	человека как	1	2
310	в него	7	2
311	мир в	1	2
312	быть и	2	2
313	на которой	1	2
314	себя с	1	2
315	мы видим	1	2
316	в какой	1	2
317	очень много	1	2
318	с одной	1	2
319	уже в	2	2
320	только на	3	2
321	и они	2	2
322	ни было	2	2
323	из них	2	2
324	его и	2	2
325	точка зрения	1	2
326	в конце	2	2
327	ничего что	2	2
328	рядом с	5	2
329	и даже	3	2
330	с другой	4	2
331	человека в	4	2
332	и тех	1	2
333	здесь в	3	2
334	чем он	1	2
335	а с	2	2
336	до конца	4	2
337	связано с	1	2
338	одной стороны	1	2
339	которых мы	1	2
340	более того	4	2
341	а не	7	2
342	речи и	4	2
343	душевной жизни	1	2
344	так же	2	2
345	быть это	1	2
346	мы остановимся	1	2
347	и всей	1	2
348	со всею	3	2
349	для понимания	2	2
350	другого человека	4	2
351	в основном	1	2
352	же самое	1	2
353	к другим	1	2
354	для нас	2	2
355	ибо не	1	2
356	и ни	1	2
357	поэтому все	1	2
358	конце концов	2	2
359	все они	1	2
360	да и	5	2
361	с сыном	1	2
362	есть и	3	2
363	вполне понятно	1	2
364	и другие	1	2
365	в своих	2	2
366	к этому	1	2
367	как на	1	2
368	они не	1	2
369	ту же	2	1
370	и т	13	1
371	одним из	1	1
372	же как	1	1
373	в движение	1	1
374	относится и	1	1
375	и через	1	1
376	этих словесных	1	1
377	выражения в	1	1
378	так у	1	1
379	органическое единство	1	1
380	но тем	1	1
381	и должны	1	1
382	нам кажется	5	1
383	далее и	1	1
384	и гораздо	1	1
385	кажется что	3	1
386	ведь и	7	1
387	оно было	1	1
388	этого он	1	1
389	обойтись без	3	1
390	она к	1	1
391	их и	1	1
392	а как	4	1
393	всего того	1	1
394	человека все	1	1
395	или наоборот	1	1
396	нуждаются в	1	1
397	я как	1	1
398	которую мы	1	1
399	случае это	1	1
400	вопрос о	2	1
401	высказывания а	1	1
402	так именно	1	1
403	но она	1	1
404	о возможности	1	1
405	ему в	1	1
406	один пример	1	1
407	мы и	2	1
408	то это	2	1
409	конечно и	1	1
410	в целом	2	1
411	и заставляет	1	1
412	первого и	1	1
413	не способен	1	1
414	в каждой	2	1
415	собой в	1	1
416	иное отношение	1	1
417	не был	2	1
418	служит для	1	1
419	без всякого	2	1
420	но конечно	2	1
421	одним словом	1	1
422	обстояло дело	1	1
423	же на	1	1
424	друг на	2	1
425	силы и	1	1
426	же она	2	1
427	себя выдает	1	1
428	в качестве	1	1
429	с собою	2	1
430	и органическим	1	1
431	глава четвертая	1	1
432	ведь мы	1	1
433	нет и	1	1
434	и речи	1	1
435	контексте в	1	1
436	который однако	1	1
437	конечно совершенно	1	1
438	к сожалению	1	1
439	его я	1	1
440	вследствие чего	1	1
441	в центре	1	1
442	вот как	4	1
443	результате получается	1	1
444	в различные	1	1
445	и нет	4	1
446	однако не	1	1
447	по ошибке	1	1
448	сделаны из	2	1
449	его к	2	1
450	человеком в	1	1
451	но эта	2	1
452	та же	2	1
453	бы и	2	1
454	образом и	3	1
455	говорили что	2	1
456	другого как	1	1
457	свой голос	1	1
458	тут и	1	1
459	бы не	2	1
460	степени и	1	1
461	мы обратимся	2	1
462	только один	1	1
463	образцовыми для	1	1
464	не обращать	1	1
465	как он	2	1
466	на то	5	1
467	люди а	1	1
468	свой материал	1	1
469	а вовсе	1	1
470	зрения его	1	1
471	но прежде	1	1
472	вообще не	1	1
473	что было	2	1
474	от его	1	1
475	т д	4	1
476	а скорее	1	1
477	другом человеке	2	1
478	на одну	2	1
479	и социальной	1	1
480	глубже и	2	1
481	они служат	1	1
482	свои собственные	1	1
483	к каждому	1	1
484	чтобы их	1	1
485	его можно	1	1
486	принес с	1	1
487	конца и	1	1
488	не следует	1	1
489	мы слышим	1	1
490	а затем	2	1
491	поэтому мы	1	1
492	глубокий и	1	1
493	говорить не	1	1
494	еще хуже	1	1
495	в строго	1	1
496	входит в	2	1
497	не умеет	1	1
498	форму и	1	1
499	этом смысле	2	1
500	и успокаивает	1	1
501	связанная с	1	1
502	самих и	1	1
503	должен был	1	1
504	и тем	1	1
505	он приходит	1	1
506	во многом	1	1
507	элементы сознания	1	1
508	он предпочитает	1	1
509	о которых	1	1
510	части нашей	1	1
511	далеко не	4	1
