N	2gram	Tiupa_Anal_1	PoTuStor
1	может быть	29	17
2	и в	18	16
3	в этом	13	9
4	таким образом	3	9
5	и только	1	9
6	прежде всего	6	9
7	и с	2	8
8	точки зрения	6	8
9	в психике	2	8
10	и его	5	8
11	не может	22	8
12	совершенно не	1	8
13	с его	3	7
14	не только	15	7
15	я и	6	6
16	самом деле	2	6
17	при этом	12	6
18	с точки	4	6
19	к отцу	1	6
20	для него	2	6
21	и к	3	6
22	еще не	3	5
23	в чем	1	5
24	отношение к	2	5
25	все эти	2	5
26	только для	2	5
27	ни в	4	5
28	нуждается в	8	5
29	в него	1	5
30	как бы	5	5
31	на самом	2	4
32	и ее	1	4
33	и на	5	4
34	отнюдь не	15	4
35	и наконец	1	4
36	но в	8	4
37	в этой	5	4
38	в нем	3	4
39	и может	1	4
40	его в	1	4
41	жизни человека	1	4
42	художественного творчества	2	4
43	как мы	2	4
44	так и	4	4
45	но мы	1	4
46	можно сказать	2	4
47	в его	13	4
48	только в	6	4
49	для всех	1	4
50	так как	2	4
51	и даже	1	4
52	но и	17	4
53	и не	21	4
54	и все	3	4
55	хотя бы	3	4
56	все что	1	4
57	отношения к	2	3
58	тех же	1	3
59	едва ли	2	3
60	и значение	1	3
61	во всех	1	3
62	и есть	3	3
63	сознательное и	1	3
64	и как	5	3
65	учение о	1	3
66	их в	1	3
67	на этом	2	3
68	этом смысле	1	3
69	реальности и	2	3
70	том что	12	3
71	во время	1	3
72	сих пор	1	3
73	в одном	1	3
74	по крайней	1	3
75	в основе	6	3
76	до сих	1	3
77	к себе	1	3
78	те же	1	3
79	мира и	1	3
80	в конечном	4	3
81	с другими	4	3
82	крайней мере	1	3
83	в том	27	3
84	только на	1	3
85	всяком случае	1	3
86	даже не	1	3
87	в области	4	3
88	и др	1	3
89	вместе с	4	3
90	и потому	2	3
91	как это	1	3
92	могут быть	4	3
93	что в	5	3
94	в этих	1	3
95	а в	9	3
96	то что	6	3
97	между ними	1	3
98	жизни и	1	3
99	во всяком	1	3
100	в самом	6	2
101	мы уже	1	2
102	мы не	1	2
103	и о	2	2
104	из сказанного	1	2
105	что можно	1	2
106	того же	4	2
107	между собой	2	2
108	из этих	2	2
109	но как	1	2
110	конечном счете	4	2
111	нет и	2	2
112	за пределы	2	2
113	что это	1	2
114	он не	3	2
115	и по	2	2
116	то же	9	2
117	по своему	1	2
118	было бы	2	2
119	в них	1	2
120	как и	13	2
121	между собою	1	2
122	на первый	1	2
123	в своей	6	2
124	войти в	1	2
125	этих трех	1	2
126	возникает в	1	2
127	не менее	1	2
128	в науке	1	2
129	никогда не	2	2
130	сводится к	5	2
131	в каком	1	2
132	не могут	3	2
133	что оно	1	2
134	не будет	3	2
135	как не	1	2
136	на основе	2	2
137	в пределах	2	2
138	как с	1	2
139	по аналогии	1	2
140	быть может	2	2
141	для этого	2	2
142	с ним	4	2
143	является по	2	2
144	о том	5	2
145	аналогии с	1	2
146	для нас	1	2
147	что и	3	2
148	во всей	1	2
149	может иметь	2	2
150	один из	2	2
151	оно и	1	2
152	что он	3	2
153	есть в	1	2
154	не можем	1	2
155	в итоге	1	2
156	в начале	2	2
157	в душе	1	2
158	эти понятия	1	2
159	при всей	2	2
160	у него	1	2
161	и т.п	5	2
162	оно не	1	2
163	себя и	4	2
164	что не	3	2
165	что мы	3	2
166	в частности	19	2
167	в мир	1	2
168	с этой	1	2
169	в свое	2	2
170	но это	1	2
171	и таким	1	2
172	к другим	1	2
173	и для	1	2
174	сознания и	1	2
175	но отнюдь	1	2
176	не удается	1	2
177	ни было	4	2
178	не есть	8	2
179	не знает	1	2
180	а может	1	2
181	ее в	1	2
182	они не	1	2
183	говоря о	2	1
184	человека и	1	1
185	и то	2	1
186	личной жизни	1	1
187	он может	2	1
188	науки о	2	1
189	собою два	1	1
190	за скобки	1	1
191	самый предмет	1	1
192	явления и	1	1
193	не имеют	1	1
194	в году	1	1
195	для достижения	1	1
196	мы имеем	6	1
197	вопрос о	2	1
198	на место	2	1
199	научного определения	1	1
200	оно есть	1	1
201	я не	1	1
202	как я	1	1
203	из того	4	1
204	целого в	4	1
205	зависимости от	1	1
206	в ней	1	1
207	и самого	2	1
208	он был	1	1
209	иное как	5	1
210	столь же	4	1
211	бы то	3	1
212	при объяснении	1	1
213	чем это	1	1
214	но не	10	1
215	коем случае	2	1
216	не входит	1	1
217	с духом	1	1
218	в материальном	1	1
219	в течение	1	1
220	первый взгляд	1	1
221	в рамках	3	1
222	как нам	1	1
223	все же	4	1
224	однако не	3	1
225	в полном	1	1
226	образом с	1	1
227	хотя и	1	1
228	не являются	2	1
229	его к	2	1
230	уже не	4	1
231	та же	1	1
232	точку зрения	1	1
233	а во-вторых	1	1
234	в нашем	3	1
235	или во	1	1
236	не оставляет	1	1
237	и субъективной	1	1
238	сознания с	1	1
239	как он	3	1
240	имеем в	1	1
241	на его	2	1
242	не следует	4	1
243	отношений между	1	1
244	борьбу с	1	1
245	свое время	2	1
246	из него	1	1
247	подобно тому	3	1
248	без исключения	1	1
249	по его	1	1
250	от нее	1	1
251	а вместе	1	1
252	то ни	3	1
253	а то	1	1
254	в мире	8	1
255	той же	2	1
256	на все	2	1
257	лишь в	5	1
258	входит в	1	1
259	за собою	1	1
260	искусства в	4	1
261	себе все	1	1
262	еще одно	1	1
263	поведения и	1	1
264	для них	1	1
265	с тем	1	1
266	одна и	1	1
267	несмотря на	2	1
268	все моменты	1	1
269	жизни но	2	1
270	действительно не	1	1
271	единство без	1	1
272	и того	5	1
273	смысл и	3	1
274	одного и	2	1
275	от своего	2	1
276	наиболее полной	1	1
277	деятельности не	1	1
278	со всяким	1	1
279	к предмету	2	1
280	как совокупность	2	1
281	свой смысл	1	1
282	которые в	2	1
283	времени не	1	1
284	творчества и	2	1
285	оно само	1	1
286	однако в	3	1
287	человека но	1	1
288	она по	1	1
289	тогда когда	2	1
290	одна из	1	1
291	в сущности	6	1
292	в самых	1	1
293	что иное	5	1
294	того чтобы	3	1
295	только не	2	1
296	ужас и	1	1
297	и эстетический	1	1
298	в коем	2	1
299	ничего не	1	1
300	эта сторона	1	1
301	этих двух	1	1
302	они являются	1	1
303	того в	1	1
304	возвращение в	1	1
305	за которой	1	1
306	во всем	1	1
307	мире и	2	1
308	к этим	1	1
309	связи с	1	1
310	ничто не	2	1
311	в сознании	2	1
312	взрослой жизни	1	1
313	в виду	1	1
314	следует что	2	1
315	мы и	1	1
316	с другом	1	1
317	реальности это	2	1
318	в субъективной	1	1
319	отличается от	2	1
320	же самое	2	1
321	мы по	1	1
322	к тому	7	1
323	той или	6	1
324	на это	1	1
325	как известно	3	1
326	опоры на	1	1
