N	2gram	Tiupa_Anal_3	Vladivir
1	и в	18	31
2	в году	3	30
3	не только	22	24
4	но и	13	19
5	то что	2	18
6	и не	12	17
7	и даже	8	15
8	у него	1	15
9	в этом	14	14
10	том что	12	14
11	он был	1	14
12	что в	9	14
13	но в	2	12
14	в его	7	12
15	что он	4	12
16	по поводу	3	12
17	с его	8	11
18	о том	6	11
19	в том	9	11
20	между прочим	1	11
21	потому что	1	11
22	он не	6	10
23	так что	1	10
24	как мы	1	9
25	никогда не	5	9
26	в университете	1	9
27	в конце	5	9
28	только в	2	9
29	в течение	1	9
30	а в	10	9
31	и по	2	8
32	в москве	1	8
33	в то	3	8
34	в дальнейшем	2	8
35	в доме	1	7
36	мы уже	1	7
37	как это	3	7
38	и его	13	7
39	для него	6	7
40	об этом	2	7
41	уже в	3	7
42	как раз	7	7
43	еще и	3	7
44	сказать что	2	7
45	того же	5	6
46	то же	3	6
47	и был	1	6
48	и к	4	6
49	свое время	2	6
50	это было	1	6
51	он и	3	6
52	у нас	1	6
53	и сам	4	6
54	так и	14	6
55	разного рода	1	6
56	можно сказать	4	6
57	в качестве	12	6
58	может быть	9	6
59	на этот	1	6
60	и потому	2	6
61	не может	2	6
62	к этому	3	6
63	но как	3	5
64	когда он	2	5
65	на то	1	5
66	которой он	1	5
67	не в	6	5
68	со своим	1	5
69	что и	5	5
70	вовсе не	1	5
71	не было	3	5
72	а с	1	5
73	все это	3	5
74	и от	2	5
75	а также	2	5
76	с ним	1	5
77	в свое	2	5
78	жизни и	1	5
79	в своих	1	5
80	из его	1	4
81	я не	1	4
82	мы и	1	4
83	в этой	6	4
84	в истории	1	4
85	в своем	4	4
86	хотя и	2	4
87	и как	4	4
88	говорит что	1	4
89	в себе	2	4
90	в нем	2	4
91	что у	1	4
92	этом смысле	1	4
93	как и	14	4
94	несмотря на	2	4
95	в своей	1	4
96	мысли и	1	4
97	а а	5	4
98	дело в	2	4
99	можно судить	1	4
100	же время	3	4
101	во всем	3	4
102	да и	2	4
103	никак не	1	4
104	по своей	2	4
105	один из	2	4
106	себя в	4	4
107	и теперь	1	4
108	и у	1	4
109	в особенности	3	4
110	и все	2	4
111	такого рода	5	4
