N	3gram	Propp_Isto_2	Mirosoze
1	не может быть	2	8
2	что иное как	2	3
3	до сих пор	6	3
4	так же как	4	3
5	в высшей степени	1	3
6	это и есть	1	3
7	есть не что	1	3
8	не что иное	2	3
9	что она не	1	2
10	и той же	1	2
11	подобно тому как	3	2
12	потому что он	2	2
13	и тот кто	1	2
14	в свою противоположность	1	2
15	но это не	1	2
16	как бы его	1	2
17	т е в	1	2
18	превращает человека в	1	2
19	она не знает	1	2
20	о том что	2	2
21	одной и той	1	2
22	по отношению к	3	2
23	после того как	2	2
24	в том что	5	2
25	мы увидим что	3	2
26	том что в	1	1
27	в тот момент	2	1
28	она и есть	1	1
29	они до сих	1	1
30	мы видим в	1	1
31	отец и мать	1	1
32	органической связи с	1	1
33	огромную роль в	1	1
34	его жалеет и	1	1
35	том что он	1	1
36	сам по себе	1	1
37	что он не	4	1
38	но и в	2	1
39	а может быть	1	1
40	играет огромную роль	1	1
41	не сам по	1	1
42	на то что	2	1
43	я не думаю	1	1
44	ни к какому	1	1
45	чтобы получить от	1	1
46	смысле этого слова	1	1
47	роль в жизни	1	1
48	что это за	2	1
49	говорят о том	1	1
50	что у него	1	1
51	но так как	1	1
52	и общественное мнение	1	1
53	не знают какие	1	1
54	у нас все	1	1
55	на одной и	1	1
56	не думаю чтобы	1	1
57	на земле что	1	1
58	тогда и спрашивай	1	1
59	но я не	1	1
60	только в этом	1	1
61	на самом деле	2	1
62	и в нем	1	1
63	всего этого не	1	1
