N	2gram	Vygotskiy__4	Dialekti
1	и не	13	27
2	а не	6	26
3	точки зрения	6	25
4	и т	6	24
5	и в	33	24
6	это значит	1	24
7	не только	7	23
8	т д	2	23
9	что такое	1	21
10	по себе	9	20
11	не может	10	19
12	не просто	4	18
13	ничего не	2	17
14	и есть	4	16
15	допустим что	2	16
16	и что	25	15
17	что все	11	14
18	с точки	4	14
19	то что	44	14
20	в таком	4	14
21	таким образом	13	13
22	что он	20	13
23	вовсе не	5	13
24	может быть	22	13
25	и даже	1	13
26	что это	13	12
27	есть только	2	12
28	того что	4	12
29	не имеет	2	11
30	таком случае	1	10
31	в сущности	6	10
32	только не	2	10
33	она есть	2	10
34	есть не	1	9
35	то это	3	9
36	что она	10	9
37	ни в	3	9
38	но и	3	9
39	нет ничего	1	9
40	в этом	28	8
41	и как	5	8
42	это есть	1	8
43	отличается от	1	8
44	так что	7	8
45	в виде	3	8
46	прежде всего	2	8
47	что мы	6	8
48	том что	22	8
49	если же	1	8
50	это и	5	7
51	в самом	12	7
52	как и	5	7
53	нет никакого	1	7
54	никогда не	5	7
55	как раз	9	7
56	потому что	24	7
57	что оно	3	7
58	ясно что	5	7
59	в виду	2	7
60	другими словами	1	7
61	только на	1	7
62	но что	1	7
63	в особенности	1	7
64	ничем не	2	7
65	я уже	1	7
66	что в	21	7
67	самом деле	12	6
68	что иное	1	6
69	я не	4	6
70	иное как	1	6
71	то же	9	6
72	об этом	4	6
73	и с	2	6
74	превращается в	1	6
75	если бы	10	6
76	что и	3	6
77	и только	7	6
78	о том	20	6
79	так как	12	6
80	даже не	2	6
81	не на	2	6
82	и все	12	6
83	все это	13	6
84	но если	3	6
85	не что	1	6
86	сам по	2	5
87	вопрос о	2	5
88	что его	3	5
89	точка зрения	2	5
90	и к	2	5
91	он не	11	5
92	так и	3	5
93	было бы	12	5
94	в них	2	5
95	мы не	5	5
96	в том	21	5
97	в то	3	5
98	тогда когда	1	5
99	и его	5	5
100	только в	4	5
101	одно из	2	5
102	от всякого	1	5
103	что не	4	5
104	что для	5	5
105	как это	14	5
106	с этой	4	5
107	но это	1	5
108	или не	1	5
109	личности и	1	5
110	жизни и	4	5
111	как на	6	5
112	все остальное	2	4
113	и то	2	4
114	время как	2	4
115	говорить о	3	4
116	мы и	1	4
117	в чем	1	4
118	сама по	3	4
119	в истории	1	4
120	что нет	2	4
121	конечно не	3	4
122	подобно тому	1	4
123	это не	6	4
124	истории и	1	4
125	на первый	1	4
126	тому что	6	4
127	что есть	1	4
128	но только	1	4
129	если только	1	4
130	и это	5	4
131	нет никакой	2	4
132	то время	2	4
133	жизнь и	4	4
134	о нем	4	4
135	к тому	12	4
136	с другой	2	4
137	для него	1	4
138	это будет	1	4
139	говорит о	4	4
140	у нас	4	4
141	так же	13	4
142	тому как	2	4
143	хотя бы	2	4
144	только что	15	4
145	сказать что	13	4
146	себя как	1	3
147	была бы	2	3
148	из самых	1	3
149	мы уже	5	3
150	той же	4	3
151	и тут	1	3
152	но даже	1	3
153	и на	5	3
154	и всякий	2	3
155	за пределы	1	3
156	и я	1	3
157	в одной	2	3
158	что именно	3	3
159	с этим	5	3
160	границы и	1	3
161	в своем	7	3
162	все же	5	3
163	перед нами	6	3
164	все эти	6	3
165	на то	10	3
166	в нем	7	3
167	он должен	1	3
168	не будет	4	3
169	должно быть	3	3
170	не больше	2	3
171	как все	4	3
172	и без	1	3
173	не в	2	3
174	из которых	3	3
175	тем самым	3	3
176	она не	3	3
177	одна из	4	3
178	в основе	3	3
179	же время	2	3
180	ровно ничего	1	3
181	во всем	2	3
182	и о	4	3
183	вот это	1	3
184	движения и	1	3
185	утверждает что	4	3
186	это было	4	3
187	к нему	1	3
188	не надо	2	3
189	все время	24	3
190	и ее	2	3
191	с одной	3	3
192	есть в	1	3
193	при помощи	4	3
194	из них	4	3
195	мы знаем	2	3
196	сами по	3	3
197	тем что	3	3
198	для того	23	3
199	именно как	2	3
200	мы воспринимаем	1	3
201	в каком	8	3
202	эти две	1	3
203	все решительно	1	3
204	не было	3	3
205	ни о	1	3
206	ни на	2	3
207	одной стороны	3	3
208	как бы	25	3
209	только одна	2	3
210	и от	2	3
211	и ни	1	3
212	в нечто	1	3
213	в сравнении	1	3
214	понимать как	1	3
215	также и	2	2
216	например в	3	2
217	же как	3	2
218	от самой	1	2
219	в частности	4	2
220	от самого	1	2
221	в первом	1	2
222	не имеют	1	2
223	что время	1	2
224	его не	2	2
225	что если	3	2
226	так чтобы	2	2
227	из того	1	2
228	что можно	1	2
229	и он	3	2
230	в ней	6	2
231	еще не	1	2
232	всего этого	1	2
233	бы то	2	2
234	с его	2	2
235	но не	3	2
236	целый ряд	5	2
237	но в	2	2
238	в условиях	1	2
239	из этих	2	2
240	думать что	2	2
241	в себе	6	2
242	тому же	3	2
243	и если	9	2
244	вообще не	1	2
245	при этом	2	2
246	что нужно	1	2
247	и вот	6	2
248	что у	4	2
249	может существовать	1	2
250	на этом	3	2
251	а когда	1	2
252	есть конечно	2	2
253	и чтобы	2	2
254	но совершенно	4	2
255	ко второму	1	2
256	только одно	2	2
257	из нее	3	2
258	она и	1	2
259	и уже	4	2
260	несмотря на	1	2
261	она была	1	2
262	понятия и	1	2
263	мы как	1	2
264	вещи в	1	2
265	жизнь не	1	2
266	с внешними	1	2
267	всяком случае	3	2
268	в их	2	2
269	от его	1	2
270	и эти	2	2
271	их в	3	2
272	что этот	3	2
273	бы быть	1	2
274	же мы	2	2
275	если их	1	2
276	но они	1	2
277	тогда и	1	2
278	о ней	2	2
279	отдельных единиц	1	2
280	и является	2	2
281	как не	1	2
282	как я	3	2
283	у меня	1	2
284	уже о	1	2
285	когда мы	6	2
286	как мы	4	2
287	не забудем	1	2
288	меня в	1	2
289	что-нибудь или	1	2
290	так в	1	2
291	как с	1	2
292	и когда	2	2
293	то как	2	2
294	для этого	8	2
295	и вообще	1	2
296	и здесь	3	2
297	никак не	6	2
298	почему же	2	2
299	она всегда	1	2
300	и во	1	2
301	однако что	1	2
302	ее от	1	2
303	в его	10	2
304	природы и	1	2
305	есть действительно	1	2
306	и она	2	2
307	в третий	1	2
308	тех пор	2	2
309	отца и	2	2
310	только он	1	2
311	себя в	4	2
312	же и	1	2
