N	4gram	Bakhtin_Fr_6	formyVre
1	в то же время	5	4
2	как мы уже сказали	3	3
3	в пространстве и времени	1	2
4	до сих пор еще	3	1
5	в той или иной	1	1
6	человеческого тела и его	1	1
7	человеческое тело становится здесь	1	1
8	говорили о том что	1	1
9	с другой стороны в	1	1
10	плоть от плоти и	1	1
11	как мы увидим дальше	1	1
12	всякий пот солон вы	1	1
13	мы уже говорили о	2	1
14	море и стало соленым	1	1
15	нам важно подчеркнуть что	1	1
16	и др все эти	1	1
17	нечего и говорить о	1	1
18	мы уже говорили что	2	1
19	как мы уже говорили	3	1
20	кн ii гл xiv	1	1
21	уже говорили о том	1	1
22	гаргантюа вместе с салатом	1	1
23	луга леса укрепленные города	1	1
24	одного и того же	1	1
25	тела и телесной жизни	2	1
26	в литературе и в	2	1
27	но в то же	1	1
28	кн ii гл xv	1	1
29	и сплошь во всех	1	1
30	по самому своему существу	1	1
31	или смеяться от радости	1	1
32	между вещами и явлениями	1	1
33	но рядом с этим	1	1
34	мог появиться на свет	1	1
